"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","iNKTD1","iNKTD2"
"433","ENSG00000023734","STRAP","11171",82.927635,92.460521,89.134524,81.003328
"434","ENSG00000023839","ABCC2","1244",0.473476,1.218851,0.102191,0.323359
"435","ENSG00000023892","DEF6","50619",129.752492,149.591193,155.547594,234.117233
"436","ENSG00000023902","PLEKHO1","51177",117.417515,153.283991,149.962843,181.054634
"437","ENSG00000023909","GCLM","2730",22.367696,30.699455,62.636916,36.165382
"438","ENSG00000024048","UBR2","23304",25.872787,30.275105,17.02258,23.817049
"440","ENSG00000024526","DEPDC1","55635",0.641979,1.940268,12.969401,4.88244
"441","ENSG00000024862","CCDC28A","25901",51.198904,56.50463,36.032501,41.024366
"442","ENSG00000025039","RRAGD","58528",9.769795,3.239517,0.778894,0.262626
"443","ENSG00000025156","HSF2","3298",17.981362,19.184,12.986694,8.753309
"444","ENSG00000025293","PHF20","51230",56.219624,55.085332,25.06765,40.563473
"445","ENSG00000025423","HSD17B6","8630",1.583388,0.628434,1.590683,0.719921
"446","ENSG00000025434","NR1H3","10062",5.596889,7.558001,5.314463,4.760432
"447","ENSG00000025708","TYMP","1890",38.846182,42.688202,35.837654,67.54999
"448","ENSG00000025770","NCAPH2","29781",51.816068,47.583306,82.865813,55.204506
"449","ENSG00000025772","TOMM34","10953",19.802935,21.519833,17.642865,12.980024
"450","ENSG00000025796","SEC63","11231",39.774442,41.167222,36.315413,36.017949
"451","ENSG00000025800","KPNA6","23633",19.705866,24.19975,21.14348,21.223409
"452","ENSG00000026025","VIM","7431",396.836017,722.062268,1698.142741,1700.533305
"453","ENSG00000026036","RTEL1-TNFRSF6B","100533107",7.759381,8.489991,1.568762,2.832764
"454","ENSG00000026103","FAS","355",35.100903,51.887133,83.642344,88.643205
"455","ENSG00000026297","RNASET2","8635",129.925079,188.388475,29.787998,94.713713
"456","ENSG00000026508","CD44","960",491.738888,511.127982,189.825507,474.452053
"457","ENSG00000026559","KCNG1","3755",0.158454,0.103365,0.025951,0.26425
"458","ENSG00000026652","AGPAT4","56895",6.241317,5.992672,3.641981,2.185013
"459","ENSG00000026751","SLAMF7","57823",180.390783,118.121563,153.409473,239.89449
"460","ENSG00000026950","BTN3A1","11119",159.968167,138.207523,63.283128,136.79144
"461","ENSG00000027001","MIPEP","4285",5.838988,5.633677,4.165609,7.463989
"462","ENSG00000027075","PRKCH","5583",101.834027,107.157879,147.839917,134.690169
"463","ENSG00000027644","INSRR","3645",1.629488,0.842771,0,0.014011
"464","ENSG00000027697","IFNGR1","3459",92.936964,87.302722,57.985058,92.873957
"465","ENSG00000027847","B4GALT7","11285",17.460993,23.516414,8.709081,22.64805
"466","ENSG00000027869","SH2D2A","9047",215.408736,257.646549,160.284326,135.760012
"467","ENSG00000028116","VRK2","7444",6.324455,7.47923,20.6643,17.666737
"468","ENSG00000028137","TNFRSF1B","7133",163.010253,156.619661,221.728273,250.472473
"469","ENSG00000028203","VEZT","55591",46.232452,50.428173,31.739516,35.896383
"470","ENSG00000028277","POU2F2","5452",16.56436,22.655487,14.863809,26.47947
"471","ENSG00000028310","BRD9","65980",42.302032,35.213451,24.550439,39.254474
"472","ENSG00000028528","SNX1","6642",106.315915,122.230871,98.455382,115.902014
"473","ENSG00000028839","TBPL1","9519",53.721428,56.18706,51.739479,45.836168
"474","ENSG00000029153","BMAL2","56938",9.238151,12.834978,28.070277,27.553455
"475","ENSG00000029363","BCLAF1","9774",59.260038,57.861756,100.540474,104.226046
"476","ENSG00000029364","SLC39A9","55334",19.494738,19.215813,33.265669,28.347069
"477","ENSG00000029534","ANK1","286",5.855694,4.778318,7.791111,7.56052
"479","ENSG00000029639","TFB1M","51106",15.884315,16.192375,10.056492,12.782511
"480","ENSG00000029725","RABEP1","9135",31.427226,36.213868,33.021822,32.700237
"481","ENSG00000029993","HMGB3","3149",12.849457,19.306007,73.446401,40.791999
"482","ENSG00000030066","NUP160","23279",13.814456,12.09539,27.856353,21.139751
"483","ENSG00000030110","BAK1","578",46.837263,49.611822,74.529473,60.524881
"485","ENSG00000030419","IKZF2","22807",13.279511,11.511267,14.632772,12.506597
"486","ENSG00000030582","GRN","2896",85.836391,101.127882,46.626673,63.672383
"487","ENSG00000031003","FAM13B","51306",29.318548,33.716615,25.988997,37.12374
"488","ENSG00000031081","ARHGAP31","57514",3.670656,2.402745,1.829664,5.887189
"489","ENSG00000031691","CENPQ","55166",5.344581,4.953696,26.284474,10.400274
"490","ENSG00000031698","SARS1","6301",122.22705,123.111453,117.287388,127.381979
"491","ENSG00000031823","RANBP3","8498",53.658063,62.048698,68.383603,80.84389
"492","ENSG00000032219","ARID4A","5926",36.830998,38.025287,19.834683,25.572425
"493","ENSG00000032389","EIPR1","7260",20.520729,23.522201,36.598435,29.360283
"494","ENSG00000032444","PNPLA6","10908",136.770307,180.86893,94.362057,123.595901
"495","ENSG00000032742","IFT88","8100",9.218483,11.266717,5.36568,6.043043
"496","ENSG00000033011","ALG1","56052",10.233068,7.437229,21.425634,21.820579
"497","ENSG00000033030","ZCCHC8","55596",30.983872,38.374602,26.663999,29.978226
"498","ENSG00000033050","ABCF2","10061",12.824526,19.285273,23.365682,28.980222
"499","ENSG00000033100","CHPF2","54480",35.971122,44.532141,29.515968,50.523516
"501","ENSG00000033170","FUT8","2530",35.065163,55.978878,84.152428,95.498251
"502","ENSG00000033178","UBA6","55236",36.050069,27.819992,41.984551,19.763144
"503","ENSG00000033327","GAB2","9846",9.964436,15.188195,7.143682,16.442547
"504","ENSG00000033627","ATP6V0A1","535",25.612225,26.409018,2.228607,8.011258
"505","ENSG00000033800","PIAS1","8554",36.399274,33.721251,23.726832,27.691653
"506","ENSG00000033867","SLC4A7","9497",62.627875,73.669659,68.734297,73.548977
"508","ENSG00000034152","MAP2K3","5606",68.829195,89.230694,65.994492,61.145163
"510","ENSG00000034510","TMSB10","9168",2591.784287,3417.782791,8213.870942,5873.528761
"511","ENSG00000034533","ASTE1","28990",6.830405,7.340283,7.647573,11.628733
"512","ENSG00000034677","RNF19A","25897",97.167838,99.567194,55.697878,71.805755
"513","ENSG00000034693","PEX3","8504",22.796261,23.181707,13.113065,12.361144
"514","ENSG00000034713","GABARAPL2","11345",159.596064,175.688265,104.857747,122.268131
"516","ENSG00000035115","SH3YL1","26751",19.012182,16.969784,6.801592,8.849125
"517","ENSG00000035141","FAM136A","84908",31.326732,36.690684,41.951448,34.220174
"518","ENSG00000035403","VCL","7414",17.30497,25.737692,16.524612,26.135944
"519","ENSG00000035499","DEPDC1B","55789",6.103982,8.148966,36.102527,16.860222
"520","ENSG00000035664","DAPK2","23604",12.51736,24.32639,9.458061,11.109141
"521","ENSG00000035681","NSMAF","8439",33.063957,36.310264,41.126029,59.992025
"522","ENSG00000035687","ADSS2","159",42.942023,50.678666,41.403496,52.972264
"523","ENSG00000035720","STAP1","26228",12.776608,36.417716,16.265433,45.899349
"524","ENSG00000035862","TIMP2","7077",4.748212,7.671445,0.194138,1.459585
"525","ENSG00000035928","RFC1","5981",39.041641,46.449568,53.554974,47.668032
"526","ENSG00000036054","TBC1D23","55773",16.279494,16.64949,16.35572,21.522264
"527","ENSG00000036257","CUL3","8452",40.035953,45.517504,42.511425,47.575714
"530","ENSG00000036530","CYP46A1","10858",0.969423,0.959498,0.055867,0.064061
"531","ENSG00000036549","ZZZ3","26009",23.455125,16.473011,22.386623,23.591365
"532","ENSG00000036565","SLC18A1","6570",0.105255,0.192695,0.622384,0.313454
"533","ENSG00000036672","USP2","9099",1.213285,0.248704,0.140032,0.717076
"534","ENSG00000036828","CASR","846",2.25389,2.12541,0.89065,1.812191
"535","ENSG00000037042","TUBG2","27175",6.569514,5.952829,3.197708,1.478129
"536","ENSG00000037241","RPL26L1","51121",25.552007,31.008544,56.293757,38.319931
"537","ENSG00000037280","FLT4","2324",3.156731,1.624047,0.630541,2.251496
"538","ENSG00000037474","NSUN2","54888",59.053798,57.881155,59.231931,65.955742
"539","ENSG00000037637","FBXO42","54455",17.193246,9.942775,14.567848,17.618025
"540","ENSG00000037749","MFAP3","4238",20.545598,18.066965,22.654403,26.513885
"541","ENSG00000037757","MRI1","84245",77.351534,83.374641,35.687771,52.764935
"542","ENSG00000037897","METTL1","4234",4.40076,4.152799,6.877815,3.308225
"544","ENSG00000038002","AGA","175",67.073968,44.167924,20.214257,78.178206
"545","ENSG00000038210","PI4K2B","55300",19.06462,15.404629,35.349663,17.280195
"546","ENSG00000038219","BOD1L1","259282",39.34601,38.058609,18.157406,34.761228
"547","ENSG00000038274","MAT2B","27430",143.51763,161.311166,122.973661,148.390805
"549","ENSG00000038358","EDC4","23644",52.32158,59.109464,40.883962,50.766224
"550","ENSG00000038382","TRIO","7204",3.017019,2.762644,1.204151,0.906001
"551","ENSG00000038427","VCAN","1462",0.019905,0.125464,0,0.043316
"552","ENSG00000038532","CLEC16A","23274",20.249898,19.873621,11.080339,15.807256
"554","ENSG00000039068","CDH1","999",0.276436,0.883458,0.054855,0.133011
"555","ENSG00000039123","MTREX","23517",31.39184,40.242023,54.920235,47.663695
"557","ENSG00000039319","ZFYVE16","9765",11.852291,11.480776,5.929523,8.492672
"558","ENSG00000039523","RIPOR1","79567",22.100641,22.511981,6.797781,22.041122
"560","ENSG00000039560","RAI14","26064",0.099949,0.321829,0.441255,0
"561","ENSG00000039600","SOX30","11063",0.027906,0.08741,0.033711,0.090273
"562","ENSG00000039650","PNKP","11284",84.441596,129.324517,53.519972,125.692778
"564","ENSG00000040199","PHLPP2","23035",8.001436,6.71936,3.660686,3.527852
"565","ENSG00000040275","SPDL1","54908",23.354435,18.333104,46.732881,21.41554
"566","ENSG00000040341","STAU2","27067",39.195939,47.367509,45.409069,41.602311
"567","ENSG00000040487","SLC66A1","54896",7.69422,6.730169,9.165899,13.362876
"568","ENSG00000040531","CTNS","1497",25.028968,31.271025,20.822912,22.845759
"569","ENSG00000040608","RTN4R","65078",2.373999,1.083331,5.562376,4.915364
"570","ENSG00000040633","PHF23","79142",40.825106,45.12699,52.558549,66.980207
"572","ENSG00000040933","INPP4A","3631",83.907057,95.562111,83.341091,107.929168
"573","ENSG00000041353","RAB27B","5874",2.775403,4.87272,3.468562,12.979574
"574","ENSG00000041357","PSMA4","5685",192.507365,209.072545,423.358941,268.273763
"576","ENSG00000041802","LSG1","55341",23.745703,54.302357,25.981795,45.797903
"577","ENSG00000041880","PARP3","10039",7.209133,9.070002,5.822945,8.149713
"578","ENSG00000041982","TNC","3371",0.12968,0,0.05406,0.043424
"579","ENSG00000041988","THAP3","90326",25.473257,22.897551,15.375474,20.402439
"580","ENSG00000042062","RIPOR3","140876",0.084953,0.088055,0.08819,0.139121
"581","ENSG00000042088","TDP1","55775",42.249411,42.005022,49.297664,34.916966
"582","ENSG00000042286","AIFM2","84883",3.245293,2.719407,8.364006,5.615706
"584","ENSG00000042317","SPATA7","55812",5.296076,4.513786,2.3771,1.216724
"585","ENSG00000042429","MED17","9440",29.237813,31.880189,26.180145,32.289878
"586","ENSG00000042445","RETSAT","54884",33.266023,38.851008,23.838758,35.686766
"587","ENSG00000042493","CAPG","822",82.500538,246.474149,74.636079,318.902024
"588","ENSG00000042753","AP2S1","1175",110.153988,127.622192,162.22534,123.270061
"591","ENSG00000042832","TG","7038",0.912514,0.341116,0.02475,0.295888
"593","ENSG00000043039","BARX2","8538",0.036282,0.037897,0.080447,0.071821
"594","ENSG00000043093","DCUN1D1","54165",22.287238,32.488704,37.866912,39.074761
"595","ENSG00000043143","JADE2","23338",12.503263,20.034679,49.885673,55.957672
"596","ENSG00000043355","ZIC2","7546",0.805554,0.078843,0.092998,0
"597","ENSG00000043462","LCP2","3937",261.729173,364.20152,323.35724,492.613489
"598","ENSG00000043514","TRIT1","54802",12.282653,9.42646,9.780753,8.833131
"599","ENSG00000043591","ADRB1","153",0.185035,0.082794,0.039063,0
"601","ENSG00000044090","CUL7","9820",7.785068,5.334826,5.794689,6.072203
"602","ENSG00000044115","CTNNA1","1495",61.1877,77.718943,51.469742,62.901783
"603","ENSG00000044446","PHKA2","5256",20.265004,21.18843,9.818832,16.362272
"604","ENSG00000044459","CNTLN","54875",0,0.026929,0.057187,0.07447
"606","ENSG00000044574","HSPA5","3309",107.415513,132.370673,201.734333,217.677516
"607","ENSG00000046604","DSG2","1829",0.309566,0.64533,0.100046,0.158299
"608","ENSG00000046647","GEMIN8","54960",24.045704,32.513125,10.64527,17.314719
"609","ENSG00000046651","OFD1","8481",48.327597,49.184154,17.522609,41.645773
"613","ENSG00000047056","WDR37","22884",20.000289,20.772456,16.721729,23.015007
"614","ENSG00000047188","YTHDC2","64848",21.541166,19.527871,13.52229,20.366437
"615","ENSG00000047230","CTPS2","56474",1.940621,2.698476,1.963229,2.328283
"616","ENSG00000047249","ATP6V1H","51606",29.598837,30.472885,29.998235,28.73445
"617","ENSG00000047315","POLR2B","5431",95.880607,99.866702,87.831102,83.350254
"618","ENSG00000047346","ATOSA","56204",75.576633,87.848011,32.109947,57.271253
"619","ENSG00000047365","ARAP2","116984",47.840432,43.252414,34.779596,53.116298
"620","ENSG00000047410","TPR","7175",60.564711,81.712933,50.87568,72.450457
"622","ENSG00000047578","KATNIP","23247",15.525633,13.22012,5.062281,14.285848
"623","ENSG00000047579","DTNBP1","84062",20.977229,19.445981,19.823668,20.732834
"624","ENSG00000047597","XK","7504",0.027721,0.028926,0.102376,0
"626","ENSG00000047621","C12orf4","57102",13.411097,13.018537,17.663702,19.028268
"627","ENSG00000047634","SCML1","6322",4.641311,0.823055,0.124325,0.169069
"628","ENSG00000047644","WWC3","55841",39.874968,45.834266,23.622812,38.088681
"630","ENSG00000047662","FAM184B","27146",0.032352,0.045005,0,0.021325
"631","ENSG00000047849","MAP4","4134",72.80646,98.060969,52.041148,76.825191
"632","ENSG00000047932","GOPC","57120",36.155523,34.694804,21.503124,27.521923
"634","ENSG00000048028","USP28","57646",61.355634,49.392547,58.142976,55.470287
"635","ENSG00000048052","HDAC9","9734",0.162063,0.64538,0.37099,0.364966
"636","ENSG00000048140","TSPAN17","26262",38.902923,41.560981,59.672192,68.19716
"637","ENSG00000048162","NOP16","51491",11.226246,11.808067,29.296559,16.822597
"638","ENSG00000048342","CC2D2A","57545",0.537869,0.76592,0.125314,0.599403
"639","ENSG00000048392","RRM2B","50484",37.270078,32.480717,32.707619,46.987135
"640","ENSG00000048405","ZNF800","168850",25.757859,30.755705,23.29422,26.738739
"642","ENSG00000048471","SNX29","92017",5.666137,5.565857,10.795588,5.982157
"644","ENSG00000048544","MRPS10","55173",23.177988,24.171853,38.421473,32.836321
"646","ENSG00000048649","RSF1","51773",23.044957,36.046872,26.449821,32.177198
"647","ENSG00000048707","VPS13D","55187",32.764288,29.925102,12.007217,21.698151
"648","ENSG00000048740","CELF2","10659",43.837051,69.097608,115.88524,121.217103
"649","ENSG00000048828","FAM120A","23196",73.212258,93.234133,127.554846,112.745103
"650","ENSG00000048991","R3HDM1","23518",38.948567,45.646132,35.175649,31.460555
"651","ENSG00000049089","COL9A2","1298",3.157815,4.351563,5.301395,5.7935
"653","ENSG00000049167","ERCC8","1161",5.142021,7.950489,7.058148,7.099081
"654","ENSG00000049192","ADAMTS6","11174",3.408322,5.240495,0.781277,0.452937
"655","ENSG00000049239","H6PD","9563",14.239626,11.752915,9.396043,15.290489
"656","ENSG00000049245","VAMP3","9341",36.058601,46.766523,22.854745,44.561262
"657","ENSG00000049246","PER3","8863",0.883029,0.681047,0.794009,1.081198
"658","ENSG00000049247","UTS2","10911",43.769692,92.625123,58.912934,138.708809
"659","ENSG00000049249","TNFRSF9","3604",4.044856,12.464652,8.013864,4.781415
"661","ENSG00000049323","LTBP1","4052",1.16156,0.717391,0.260907,0.111695
"662","ENSG00000049449","RCN1","5954",2.379948,4.052981,16.118167,12.742714
"664","ENSG00000049541","RFC2","5982",11.097081,16.112745,62.788951,30.062646
"665","ENSG00000049618","ARID1B","57492",19.562414,24.06413,27.196992,33.64421
"667","ENSG00000049759","NEDD4L","23327",7.85762,2.544018,0.943854,1.022934
"668","ENSG00000049768","FOXP3","50943",2.671164,3.033722,1.478101,6.207707
"669","ENSG00000049769","PPP1R3F","89801",4.072482,9.394022,9.431822,4.683204
"670","ENSG00000049860","HEXB","3074",60.657217,55.009805,76.401776,65.860343
"671","ENSG00000049883","PTCD2","79810",4.824929,3.953073,3.451431,2.833441
"673","ENSG00000050130","JKAMP","51528",50.507669,57.829833,31.894878,39.212834
"674","ENSG00000050165","DKK3","27122",0.262276,0.052405,0.042627,0.099313
"676","ENSG00000050344","NFE2L3","9603",30.355073,17.584126,20.299807,15.732023
"677","ENSG00000050393","MCUR1","63933",9.030722,11.43207,15.863529,7.992261
"678","ENSG00000050405","LIMA1","51474",20.277859,26.708289,61.535581,25.52353
"679","ENSG00000050426","LETMD1","25875",114.957221,78.909867,44.225195,54.167166
"680","ENSG00000050438","SLC4A8","9498",4.886082,3.309857,2.922481,3.552453
"682","ENSG00000050628","PTGER3","5733",0.74147,0.855252,0.139309,1.028206
"683","ENSG00000050730","TNIP3","79931",0.831437,0.669072,0.336034,0.651606
"684","ENSG00000050748","MAPK9","5601",40.63654,40.228286,41.26483,42.441828
"685","ENSG00000050767","COL23A1","91522",0.099343,0.069167,0.073417,0.098314
"687","ENSG00000051009","FHIP1B","84067",28.050987,36.575863,9.054417,28.940959
"688","ENSG00000051108","HERPUD1","9709",152.349319,184.787312,95.333987,125.148691
"689","ENSG00000051128","HOMER3","9454",4.292633,3.883008,0.780138,0.261286
"690","ENSG00000051180","RAD51","5888",4.855753,5.147483,51.353561,25.320734
"691","ENSG00000051341","POLQ","10721",2.573474,5.443197,16.539842,6.79374
"692","ENSG00000051382","PIK3CB","5291",18.956978,16.913465,12.11666,15.867487
"693","ENSG00000051523","CYBA","1535",1309.198968,1228.627313,626.323725,854.567709
"694","ENSG00000051596","THOC3","84321",51.526076,41.62894,94.475541,59.051434
"695","ENSG00000051620","HEBP2","23593",23.393893,28.794398,28.546077,25.947267
"696","ENSG00000051825","MPHOSPH9","10198",56.317025,58.702017,64.966453,54.948493
"697","ENSG00000052126","PLEKHA5","54477",13.503439,16.502161,6.094704,9.147625
"699","ENSG00000052723","SIKE1","80143",37.667739,39.304949,38.326442,35.431008
"700","ENSG00000052749","RRP12","23223",8.065146,6.063936,7.366732,5.703538
"701","ENSG00000052795","FNIP2","57600",7.916687,4.443269,6.652474,5.395674
"702","ENSG00000052802","MSMO1","6307",35.055128,22.355896,81.089424,48.869556
"703","ENSG00000052841","TTC17","55761",52.232261,61.986514,27.01105,46.48684
"705","ENSG00000053108","FSTL4","23105",0.976397,1.505326,1.078162,1.142372
"706","ENSG00000053254","FOXN3","1112",81.181491,86.120036,47.806106,71.114892
"708","ENSG00000053371","AKR7A2","8574",40.259296,45.296555,37.914531,40.37367
"709","ENSG00000053372","MRTO4","51154",8.028266,5.466592,24.249405,11.619126
"710","ENSG00000053438","NNAT","4826",1.014908,0.206886,0,0.466747
