"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","DysiNKTD1","DysiNKTD2"
"19378","ENSG00000213923","CSNK1E","1454",115.43411,112.759485,104.411066,69.648449
"19382","ENSG00000213927","CCL27","10850",0.881209,0.957972,1.76261,0.245094
"19383","ENSG00000213928","IRF9","10379",50.341277,64.914364,122.436231,203.753876
"19384","ENSG00000213930","GALT","2592",85.863873,88.098182,116.819282,85.193774
"19388","ENSG00000213937","CLDN9","9080",2.60193,2.238348,0.866045,0.127104
"19395","ENSG00000213949","ITGA1","3672",62.562312,100.250253,129.936711,136.239963
"19403","ENSG00000213965","NUDT19","390916",8.457587,8.909012,6.783295,7.731969
"19404","ENSG00000213967","ZNF726","730087",3.082715,1.230995,4.414077,4.029879
"19409","ENSG00000213977","TAX1BP3","30851",40.452734,39.248899,29.910759,25.455568
"19411","ENSG00000213983","AP1G2","8906",121.773442,160.299678,269.335776,317.953479
"19414","ENSG00000213988","ZNF90","7643",9.237867,7.10974,6.101048,8.936173
"19415","ENSG00000213995","NAXD","55739",20.363058,20.248469,30.207139,27.606823
"19422","ENSG00000214013","GANC","2595",15.17729,14.849592,21.457965,22.907452
"19428","ENSG00000214021","TTLL3","26140",19.057319,24.739014,44.243768,52.07867
"19429","ENSG00000214022","REPIN1","29803",44.603098,47.823621,68.003229,47.731729
"19434","ENSG00000214029","ZNF891","101060200",2.317204,2.066555,3.103719,1.998386
"19440","ENSG00000214046","SMIM7","79086",45.367763,43.055039,45.693879,54.932757
"19445","ENSG00000214063","TSPAN4","7106",18.216312,12.835542,4.399806,1.93535
"19448","ENSG00000214070","MANEALP1","391448",0.17873,0.187133,0.224576,0
"19452","ENSG00000214076","CPSF1P1","129099",0.414981,0.639383,0.571652,0.262248
"19454","ENSG00000214078","CPNE1","8904",204.691538,239.828608,312.367855,291.496779
"19456","ENSG00000214087","ARL16","339231",45.050732,40.165106,38.48591,39.963893
"19458","ENSG00000214093","RPS18P14","100128535",0.680058,2.879591,0.423692,0.767231
"19466","ENSG00000214113","LYRM4","57128",8.893372,14.620791,5.161692,10.816623
"19467","ENSG00000214114","MYCBP","26292",30.197534,48.192216,27.44083,24.412836
"19471","ENSG00000214128","TMEM213","155006",0.368627,0.479276,1.228832,0.155275
"19474","ENSG00000214140","PRCD","768206",0.27611,0,0.977252,0.929722
"19479","ENSG00000214160","ALG3","10195",23.933283,30.60068,19.756593,25.30268
"19484","ENSG00000214182","PTMAP5","150928",0.411015,0.564943,1.039458,0.425621
"19489","ENSG00000214193","SH3D21","79729",15.582029,7.679837,18.190153,10.603427
"19490","ENSG00000214194","SMIM30","401397",38.655577,42.452767,28.010803,32.43544
"19492","ENSG00000214198","TTC41P","253724",0.116409,0.631554,0.291575,1.34003
"19495","ENSG00000214203","RPS4XP1","400064",0.646084,0.135538,0,0.143942
"19504","ENSG00000214226","C17orf67","339210",4.955421,3.476337,3.684458,2.465958
"19510","ENSG00000214253","FIS1","51024",174.264408,160.533108,166.474296,177.131095
"19522","ENSG00000214274","ANG","283",7.608331,3.828903,3.649444,9.264127
"19524","ENSG00000214279","SCART1","619207",7.738012,5.780387,9.189965,13.280206
"19537","ENSG00000214300","SPDYE3","441272",0.170196,0.217693,0.209619,0
"19539","ENSG00000214309","MBLAC1","255374",1.542491,0.806259,1.662085,2.686899
"19551","ENSG00000214336","FOXI3","344167",0.026942,0.028129,0.135531,0
"19552","ENSG00000214338","MTCL3","387104",8.495532,13.931129,7.401012,6.236206
"19558","ENSG00000214357","NEURL1B","54492",0.623742,0.546857,2.258539,1.59224
"19563","ENSG00000214367","HAUS3","79441",28.839979,28.473557,34.960022,27.012216
"19570","ENSG00000214402","LCNL1","401562",0,0.052176,0.025027,0.227745
"19572","ENSG00000214413","BBIP1","92482",12.94971,13.80639,16.879402,24.230565
"19582","ENSG00000214435","AS3MT","57412",0.830577,0.51161,0,1.427644
"19598","ENSG00000214517","PPME1","51400",19.526074,19.485459,11.653093,13.193794
"19602","ENSG00000214530","STARD10","10809",40.609974,31.667548,23.924546,19.942143
"19614","ENSG00000214562","NUTM2D","728130",3.445538,4.615823,4.894338,4.668867
"19621","ENSG00000214595","EML6","400954",8.642411,4.121608,0.896229,0.803989
"19637","ENSG00000214654","B3GALT9","100288842",11.253233,10.209736,6.238907,4.554113
"19638","ENSG00000214655","ZSWIM8","23053",141.449957,142.942029,108.686579,131.411682
"19649","ENSG00000214688","C10orf105","414152",0.030689,0.016012,0.115804,0.084823
"19654","ENSG00000214706","IFRD2","7866",21.875894,14.277318,17.115127,13.007552
"19655","ENSG00000214711","CAPN14","440854",0.447284,0.284089,0.122267,0
"19656","ENSG00000214717","ZBED1","9189",17.456059,15.359508,24.054292,17.165224
"19661","ENSG00000214736","TOMM6","100188893",158.977721,169.180217,96.050166,125.433703
"19665","ENSG00000214753","HNRNPUL2","221092",56.389652,63.139158,69.262647,80.566823
"19667","ENSG00000214756","CSKMT","751071",6.486823,10.905392,11.571569,8.453376
"19674","ENSG00000214784","RPS3AP21","402287",0.122332,0.128315,0,0.136258
"19675","ENSG00000214787","MS4A4E","643680",2.393441,2.425459,2.913698,3.525053
"19690","ENSG00000214827","MTCP1","4515",12.08304,20.0409,14.480221,28.7008
"19728","ENSG00000214941","ZSWIM7","125150",20.244884,26.513571,23.87954,19.247018
"19730","ENSG00000214944","ARHGEF28","64283",0.025615,0.034377,0.091022,0.100353
"19732","ENSG00000214954","LRRC69","100130742",2.145832,4.832444,6.819512,6.045025
"19733","ENSG00000214960","CRPPA","729920",0.052127,0.05439,0.098354,0.154592
"19751","ENSG00000215012","RTL10","79680",5.025361,4.554394,6.572121,6.095357
"19753","ENSG00000215018","COL28A1","340267",0.435503,1.091174,0.583202,0.665364
"19754","ENSG00000215021","PHB2","11331",164.437024,218.083839,119.969695,134.670423
"19756","ENSG00000215030","RPL13P12","388344",0.963605,0,0.987424,0.203029
"19757","ENSG00000215032","GNL3LP1","80060",0.272372,0.775852,0.435537,0.602153
"19761","ENSG00000215041","NEURL4","84461",40.070285,40.556205,46.27175,42.793108
"19763","ENSG00000215045","GRID2IP","392862",0.263948,0.387495,0.33209,0.076989
"19783","ENSG00000215114","UBXN2B","137886",26.429224,23.902729,25.297968,24.697927
"19787","ENSG00000215126","ZNG1F","644019",2.580943,8.293249,4.672571,6.591916
"19797","ENSG00000215160","OR7E122P","81428",1.94987,1.380488,2.613336,1.385507
"19804","ENSG00000215183","MSMP","692094",1.491101,0.279039,0.330704,0.594182
"19807","ENSG00000215187","CIMIP2B","730112",0.43365,0.558277,0.810165,0.361795
"19809","ENSG00000215193","PEX26","55670",13.602369,16.880572,18.547116,20.017084
"19824","ENSG00000215251","FASTKD5","60493",16.572024,18.506418,15.730132,14.476574
"19825","ENSG00000215252","GOLGA8B","440270",330.572835,461.708155,621.466982,606.034324
"19829","ENSG00000215267","AKR1C7P","648947",6.232059,19.691765,11.197848,24.050316
"19842","ENSG00000215301","DDX3X","1654",213.263983,329.641067,278.335665,356.871259
"19844","ENSG00000215305","VPS16","64601",47.042598,50.098669,50.352454,48.30854
"19869","ENSG00000215375","MYL5","4636",19.851737,22.163218,19.321169,12.913288
"19879","ENSG00000215421","ZNF407","55628",4.798869,5.126151,4.198103,4.998504
"19893","ENSG00000215472","RPL17-C18orf32","100526842",2.39058,2.401293,0.536929,0.993317
"19895","ENSG00000215475","SIAH3","283514",0.807552,0.200095,1.942796,0.078095
"19907","ENSG00000215529","EFCAB8","388795",0.333031,0.437302,1.535554,1.203868
"19926","ENSG00000215595","C20orf202","400831",0.101843,0.159669,0.128036,0.05643
"19932","ENSG00000215630","GUSBP9","118126072",22.315474,20.383706,25.32529,13.809806
"19935","ENSG00000215695","RSC1A1","6248",8.169435,13.349018,11.929712,9.408495
"19937","ENSG00000215712","TMEM242","729515",9.874317,9.945453,6.000644,8.451755
"19938","ENSG00000215717","TMEM167B","56900",45.560764,43.67704,48.721485,46.059306
"19943","ENSG00000215784","FAM72D","728833",2.160634,4.613561,2.20068,3.260222
"19945","ENSG00000215788","TNFRSF25","8718",91.919693,122.068867,250.202053,237.210696
"19962","ENSG00000215845","TSTD1","100131187",126.015336,147.150122,109.365832,95.569619
"19975","ENSG00000215883","CYB5RL","606495",2.941401,3.702752,3.925518,4.401614
"19985","ENSG00000215910","C1orf167","284498",0.36055,0.303735,0.599211,0.145043
"19988","ENSG00000215915","ATAD3C","219293",0.369129,0.140515,1.490865,3.874573
"20012","ENSG00000216490","IFI30","10437",16.291903,22.62453,13.179649,12.385605
"20069","ENSG00000216937","CCDC7","79741",7.817619,6.209634,12.423931,10.176009
"20089","ENSG00000217128","FNIP1","96459",9.472503,9.538877,10.896673,11.314818
"20131","ENSG00000217482","HMGB1P17","100419974",0,1.163069,2.543348,1.03044
"20139","ENSG00000217555","CKLF","51192",187.307918,241.561711,250.041329,334.525156
"20188","ENSG00000218052","ADAMTS7P4","642935",0.97932,1.445434,5.441227,3.023411
"20214","ENSG00000218305","CDC14C","168448",0.235279,0.272929,0.26252,0.251411
"20227","ENSG00000218426","RPL27AP6","389435",0.401763,0.530786,0,0.765506
"20251","ENSG00000218631","LOC100420839","100420839",1.333364,2.003483,3.582851,1.491176
"20265","ENSG00000218739","CEBPZOS","100505876",40.673432,47.595859,38.658891,34.494005
"20286","ENSG00000218891","ZNF579","163033",4.7953,4.7812,7.9172,5.052616
"20307","ENSG00000219133","RPL21P19","641293",0.312194,0.318596,0.376361,0
"20317","ENSG00000219200","RNASEK","440400",341.937477,493.788602,270.310682,305.900928
"20335","ENSG00000219355","RPL31P52","100271476",1.199111,2.560816,3.692108,0.683943
"20343","ENSG00000219395","HSPA8P15","100420051",0.129461,0.27159,0,0.576861
"20348","ENSG00000219435","CATSPERZ","25858",0,1.057991,0.530594,0.314104
"20354","ENSG00000219481","NBPF1","55672",24.125648,17.509344,18.677531,16.653073
"20362","ENSG00000219545","UMAD1","729852",22.115531,23.059315,15.87089,19.69276
"20372","ENSG00000219607","PPP1R3G","648791",0.029521,0.046208,0.018566,0
"20376","ENSG00000219626","FAM228B","375190",23.178944,21.296842,26.310222,28.222338
"20389","ENSG00000219712","MARK2P18","100421511",0.282748,0.073948,0.088842,0.235311
"20394","ENSG00000219755","RPS3P5","100131956",0.841821,0.14724,0.88072,0.938425
"20422","ENSG00000220008","LINGO3","645191",0.553318,1.04745,1.869936,2.335234
"20439","ENSG00000220201","ZGLP1","100125288",3.839811,2.873536,2.177869,1.414421
"20441","ENSG00000220205","VAMP2","6844",182.836943,169.297419,250.190008,221.174402
"20448","ENSG00000220305","HNRNPH1P1","100132803",0,0.077301,1.02139,0.737995
"20450","ENSG00000220323","H2BC19P","337874",10.135115,12.714893,10.466373,20.898425
"20460","ENSG00000220392","FCF1P5","106479045",0,0.320012,0.755971,0.340902
"20471","ENSG00000220517","ASS1P1","442167",0.839598,0.73192,2.374322,1.863213
"20480","ENSG00000220563","PKMP3","100419758",1.942986,1.098404,2.43892,0.333419
"20501","ENSG00000220744","RPL5P18","389428",0,0.113248,0.135755,0.120216
"20512","ENSG00000220842","RPL21P16","729402",62.103085,238.807437,189.555411,111.761775
"20529","ENSG00000221821","C6orf226","441150",49.316161,38.302692,45.228423,30.113344
"20530","ENSG00000221823","PPP3R1","5534",46.895475,48.796836,38.831608,43.324657
"20532","ENSG00000221829","FANCG","2189",46.648846,55.429617,45.044141,33.255698
"20533","ENSG00000221836","OR2A5","393046",0.089635,0.076506,0.10255,0.07105
"20535","ENSG00000221838","AP4M1","9179",8.577294,7.468785,14.066715,19.323195
"20545","ENSG00000221866","PLXNA4","91584",0.440373,0.287536,0.307285,0.053313
"20546","ENSG00000221867","MAGEA3","4102",0.0555,0.276119,0.938842,0.998789
"20547","ENSG00000221869","CEBPD","1052",12.393366,11.340607,25.644416,30.010983
"20554","ENSG00000221886","FAM200C","63920",0.793618,0.718101,0.707708,0.526837
"20555","ENSG00000221887","HMSD","284293",1.03562,1.989097,0.634855,0.782689
"20557","ENSG00000221890","NPTXR","23467",8.022584,7.347037,5.405037,2.978882
"20560","ENSG00000221909","FAM200A","221786",7.265446,7.383127,9.014087,6.83385
"20562","ENSG00000221914","PPP2R2A","5520",26.91028,34.883725,33.710072,34.328108
"20563","ENSG00000221916","C19orf73","55150",2.108861,2.065608,0.882518,0.626909
"20564","ENSG00000221923","ZNF880","400713",17.440281,21.863577,19.687251,20.454333
"20565","ENSG00000221926","TRIM16","10626",7.854872,12.099482,4.770421,3.425428
"20572","ENSG00000221944","TIGD1","200765",9.686613,9.872216,10.431094,7.573975
"20573","ENSG00000221946","FXYD7","53822",109.524953,128.991736,53.59805,24.621691
"20574","ENSG00000221947","XKR9","389668",0.703317,0.919081,0.740755,0.925373
"20576","ENSG00000221955","SLC12A8","84561",0.213275,0.296513,0.259221,0.324461
"20579","ENSG00000221963","APOL6","80830",14.718775,21.986793,32.838471,42.259299
"20580","ENSG00000221968","FADS3","3995",16.800661,14.115636,25.788715,16.778711
"20585","ENSG00000221978","CCNL2","81669",197.890039,172.897194,332.769802,243.952327
"20586","ENSG00000221983","UBA52","7311",2054.663686,1923.582364,1523.314721,1612.222594
"20590","ENSG00000221994","ZNF630","57232",0.069904,0,0.979696,0.925895
"20593","ENSG00000222009","BTBD19","149478",2.110147,3.250237,5.620989,8.951187
"20594","ENSG00000222011","FAM185A","222234",6.709815,5.933268,9.421986,6.216064
"20603","ENSG00000222046","DCDC2B","149069",0.188396,0.065672,0.078937,0
"20604","ENSG00000222047","C10orf55","414236",0.228386,0.136293,0.123086,0.144452
"20717","ENSG00000223431","MTND6P21","100873332",0.605558,1.280046,0.377986,0
"20728","ENSG00000223459","TCAF1P1","653199",2.016711,2.712751,3.520518,2.516837
"20735","ENSG00000223484","TRPC6P1","644218",1.209723,0.922025,0.828849,0.122349
"20742","ENSG00000223496","EXOSC6","118460",15.543989,12.463368,18.850627,17.37935
"20765","ENSG00000223547","ZNF844","284391",2.651293,0.799091,4.118056,0.530725
"20768","ENSG00000223551","TMSB4XP4","7118",1.142303,1.821778,1.425342,1.083301
"20779","ENSG00000223572","CKMT1A","548596",0,0.075435,0.186547,0.830112
"20780","ENSG00000223573","TINCR","257000",1.362456,0.473971,1.687896,0.371199
"20783","ENSG00000223583","RPL17P9","729301",0.245582,0,0.307342,1.102308
"20842","ENSG00000223705","NSUN5P1","155400",90.4133,86.009994,82.309426,62.920298
"20933","ENSG00000223922","ASS1P2","447",0.212938,0.222764,0.089209,0
"20946","ENSG00000223959","AFG3L1P","172",21.646102,25.955266,35.548518,34.076168
"20987","ENSG00000224051","CPTP","80772",27.629391,33.335666,18.499803,20.452736
"21004","ENSG00000224081","SLC44A3-AS1","101928079",1.31105,1.329527,2.214462,2.370024
"21006","ENSG00000224083","MTCO1P11","107075264",0.269816,0.282051,0.271357,0.239254
"21010","ENSG00000224097","LOC401127","401127",0.914499,0.311233,0.48992,0.198029
"21054","ENSG00000224221","RPS6P8","100128450",0.144737,0,0.363394,0.322784
"21071","ENSG00000224261","RPSAP18","388707",0.544642,0.114151,0.273659,0.2424
"21079","ENSG00000224287","MSL3P1","151507",3.178493,3.068595,3.527881,3.504449
"21095","ENSG00000224316","GTF2IP5","100420546",0.577732,0.30321,0.725264,0.322099
"21126","ENSG00000224383","PRR29","92340",3.792307,5.56721,1.68929,1.837738
"21143","ENSG00000224420","ADM5","199800",4.896341,4.761464,3.641517,2.268937
"21170","ENSG00000224470","ATXN1L","342371",25.392263,25.996595,24.783545,25.484118
"21196","ENSG00000224531","SMIM13","221710",4.825689,5.122973,4.521968,3.807851
"21221","ENSG00000224578","HNRNPA1L3","642659",0.389882,0.090674,0.467063,0.411097
"21309","ENSG00000224763","FDPSP8","401981",0.164788,0.258722,0.103539,0.091498
"21329","ENSG00000224802","TUBB4BP2","100418974",0.126597,0.132773,0,0.281996
"21356","ENSG00000224877","NDUFAF8","284184",60.574386,55.4106,44.299838,58.030432
"21364","ENSG00000224895","VPS26BP1","100421729",0.137495,0,0.345255,0.153245
"21378","ENSG00000224940","PRRT4","401399",0.567324,0.268361,0.056299,0
"21423","ENSG00000225043","RPL18AP2","387494",0,0.320012,0.377986,0.340902
"21437","ENSG00000225079","FTH1P22","100462772",14.789375,6.843083,57.442664,13.696085
"21478","ENSG00000225171","DUTP6","100873912",0.331874,3.863235,0.413709,1.497089
"21494","ENSG00000225210","DUXAP9","503638",13.098664,19.845301,12.123544,7.030729
"21498","ENSG00000225217","HSPA7","3311",0.687617,0.557566,3.245693,0.454849
"21501","ENSG00000225224","RPS27AP12","100130446",0.981498,2.423023,0,0.737716
"21582","ENSG00000225423","TNPO1P1","100418919",0.155635,0.244302,1.466921,0.172781
"21627","ENSG00000225528","TMA7B","112268293",2.704333,4.915843,5.746311,3.999445
"21637","ENSG00000225556","C2CD4D","100191040",1.280486,2.150444,0.862468,1.469198
"21638","ENSG00000225557","MTCO3P20","107075180",0,0.166774,0.199277,0.354444
"21643","ENSG00000225569","CCT4P2","100131638",0.053128,0.055535,0.267161,0
"21656","ENSG00000225614","ZNF469","84627",0.353203,0.221238,1.372794,0.873673
"21662","ENSG00000225630","MTND2P28","100652939",3.11106,2.956715,2.862958,2.868457
"21676","ENSG00000225663","MCRIP1","348262",32.626958,21.432505,40.348331,49.540071
"21691","ENSG00000225697","SLC26A6","65010",62.821863,58.563627,56.289821,42.864629
"21741","ENSG00000225828","FAM229A","100128071",24.740344,20.936342,33.614784,25.841309
"21742","ENSG00000225830","ERCC6","2074",10.868148,9.821432,15.609193,17.44794
"21761","ENSG00000225873","C3orf86P","102724231",0.28525,0.089474,0.468318,0.970418
"21764","ENSG00000225883","BMS1P11","644632",0.150267,0.376816,1.441527,1.354042
"21780","ENSG00000225921","NOL7","51406",75.201011,74.749223,49.305838,56.355184
"21803","ENSG00000225972","MTND1P23","100887749",0.914698,4.760487,0.890566,3.505302
"21804","ENSG00000225973","PIGBOS1","101928527",17.59352,15.046368,25.784574,21.96787
"21811","ENSG00000225991","RPL23AP34","100271294",3.529512,3.282061,3.829743,6.002536
"21822","ENSG00000226015","CCT8P1","644131",0,0.102411,0.184795,0.217157
"21868","ENSG00000226107","RPL36AP54","100271612",1.316467,1.419626,0,3.01426
"21872","ENSG00000226111","MRPS18B","28973",40.21907,47.015424,40.650856,40.580744
"21881","ENSG00000226124","FTCDNL1","348751",0.303099,0.31347,0,0.148159
"21905","ENSG00000226174","TEX22","647310",0.800637,1.301596,2.386635,0.951644
"21916","ENSG00000226210","WASH8P","100288778",55.787225,21.693477,58.395362,19.097966
"21930","ENSG00000226232","NPIPB14P","109729168",29.590105,33.067955,43.612294,44.999795
"21971","ENSG00000226314","ZKSCAN8P1","651302",0.318275,0.723168,1.070252,0.201839
"21972","ENSG00000226318","RPS3AP38","100271594",0.676641,1.135901,2.038962,1.055666
"21986","ENSG00000226348","VN2R10P","100033398",0.114944,0,0.144373,0.127921
"21990","ENSG00000226359","ACTG1P24","441783",1.21556,0.926497,0.277615,0.614722
"22043","ENSG00000226479","TMEM185B","79134",7.834735,10.66928,12.245697,16.699829
"22053","ENSG00000226498","RPSAP21","729079",0.327304,0.457333,0.137047,0.970963
"22125","ENSG00000226660","TRBV2","28620",1.237932,9.638216,1.537176,19.624281
"22136","ENSG00000226690","LOC102725191","102725191",0.041882,0.131271,0.105321,0.139156
"22148","ENSG00000226721","EEF1DP2","442429",0.584505,1.225504,2.496032,1.040917
"22156","ENSG00000226742","HSBP1L1","440498",6.59644,6.583749,11.399683,8.065565
"22160","ENSG00000226752","CUTALP","253039",140.288848,166.720825,192.496218,149.263502
"22164","ENSG00000226763","SRRM5","100170229",0.340056,0.148952,0.353528,0.251199
"22178","ENSG00000226792","C13orf42","647166",0.120384,0.757327,1.36072,0.670116
"22218","ENSG00000226887","ERVMER34-1","100288413",0.027592,0.086425,0.120796,0.061059
"22286","ENSG00000227051","C14orf132","56967",0.01874,0.01955,0,0.02071
"22317","ENSG00000227124","ZNF717","100131827",7.691287,4.726063,8.229423,4.386391
"22346","ENSG00000227191","TRGC2","6967",231.814124,354.111958,422.271266,567.030168
"22406","ENSG00000227331","RPL7AP22","100271039",0,0.132283,0.633578,0.140476
"22412","ENSG00000227344","HAUS6P1","653175",0.044278,0,0.206547,0.179751
"22413","ENSG00000227345","PARG","8505",20.751872,17.083341,18.976276,19.313966
"22427","ENSG00000227372","GFOD3P","57212",10.686634,7.017275,15.738285,11.161207
"22436","ENSG00000227394","RPL11P1","100133170",1.261738,0,2.63526,0.470944
"22476","ENSG00000227471","AKR1B15","441282",1.782465,2.435965,3.785253,3.432736
"22485","ENSG00000227500","SCAMP4","113178",23.41521,29.306701,27.461637,24.602674
"22500","ENSG00000227536","SOCS5P4","100132415",0.366787,0.328622,0.461113,0.580728
"22517","ENSG00000227582","ADGRF5P1","389740",1.067815,1.519922,1.486501,1.205
"22628","ENSG00000227825","SLC9A7P1","121456",0.044942,0.023457,0.087061,0
"22630","ENSG00000227827","PKD1P2","283955",0,0.61794,0.070374,1.206121
"22727","ENSG00000228049","POLR2J2","246721",4.87572,4.45769,7.346247,8.838315
"22748","ENSG00000228097","MTATP6P11","107075311",0,0.522206,1.039459,0.740004
"22766","ENSG00000228146","CASP16P","197350",0.269305,0.075276,0.270665,0.288139
"22772","ENSG00000228166","MTND1P11","100873212",0.221367,0,0.139031,0.123144
"22774","ENSG00000228168","HNRNPA1P21","344697",2.336326,13.458813,5.014451,5.626894
"22788","ENSG00000228198","OR2M3","127062",0.426547,0.215112,0.455294,0.314221
"22810","ENSG00000228253","ATP8","4509",24739.38508,27059.08929,20531.16111,23671.71912
"22824","ENSG00000228300","FAM174C","55009",57.05993,52.379801,34.247208,43.654755
"22839","ENSG00000228336","OR9H1P","81439",0.555219,0.398995,0.7499,0.746219
"22878","ENSG00000228451","SDAD1P1","157489",2.085985,0.908685,0.93653,0.806749
"22890","ENSG00000228474","OST4","100128731",429.209633,454.788874,341.613801,451.9935
"22894","ENSG00000228486","C2orf92","728537",23.430347,25.610015,22.408581,11.099442
"22920","ENSG00000228570","NUTM2E","283008",2.437359,1.195877,2.35319,1.844304
"22929","ENSG00000228594","FNDC10","643988",8.144349,5.331801,5.946383,3.033543
"22940","ENSG00000228623","ZNF883","169834",0.222672,0.099659,0.489483,0.172388
"22956","ENSG00000228668","TRGV5P","6979",13.379071,14.308972,7.397898,3.057624
"22958","ENSG00000228672","PROB1","389333",1.213315,1.928531,1.810112,2.542277
"22974","ENSG00000228716","DHFR","1719",19.003245,29.160574,29.220044,33.714999
"22977","ENSG00000228725","MTND2P12","100873344",0.551305,0.090419,0.17323,0.07646
"23005","ENSG00000228808","HMGB3P4","100873890",0,0.560253,0.331962,1.491272
"23017","ENSG00000228828","TLK2P2","553121",0.172999,0.036137,0.609123,0.038302
"23115","ENSG00000229031","MTCO1P25","107075167",0.044487,0.139453,0.161194,0.246396
"23142","ENSG00000229089","ANKRD20A8P","729171",0.048849,0,0.097477,0.101971
"23158","ENSG00000229117","RPL41","6171",9384.768766,7478.188441,7127.399181,7740.648584
"23202","ENSG00000229222","KRT18P4","391256",0.399058,0.347825,0.083597,0.147563
"23237","ENSG00000229320","KRT8P12","90133",4.204116,3.754274,6.479836,3.66176
"23273","ENSG00000229405","LOC100130731","100130731",0.170614,0,0.214064,0.190571
"23282","ENSG00000229419","RALGAPA1P1","26134",0.248448,0.236772,0.112005,0.127991
"23285","ENSG00000229427","ANKRD26P4","100873882",0.197777,0,0.124238,0.329804
"23301","ENSG00000229474","PATL2","197135",138.084181,98.570155,235.513366,77.757105
"23366","ENSG00000229644","NAMPTP1","646309",3.957966,2.963116,1.900591,1.656629
"23371","ENSG00000229659","RPL26P6","100131526",1.874671,2.384824,3.731469,1.271302
"23379","ENSG00000229676","ZNF492","57615",0.167596,0.215656,0.498349,0.361312
"23380","ENSG00000229677","RPL17P28","100270940",2.090823,3.182366,4.363438,3.125818
"23383","ENSG00000229689","ANKRD33BP1","100419920",0.438924,0.296548,0.814701,0.658208
"23436","ENSG00000229809","ZNF688","146542",14.442403,19.503706,29.232757,28.215672
"23450","ENSG00000229833","PET100","100131801",73.081379,108.846217,67.509259,120.830509
"23487","ENSG00000229920","RPS4XP5","100271132",0.64942,0.281188,0.160068,0
"23536","ENSG00000230042","AK3P3","100419075",0.672443,1.413143,1.476535,0.938728
"23547","ENSG00000230069","LRRC37A15P","106481796",0.184389,0.177722,0.324079,0
"23548","ENSG00000230071","RPL4P6","100271033",0.261978,0.959001,0.576257,0.653853
"23561","ENSG00000230099","TRBV5-4","28611",0.475876,6.771135,1.136989,25.353853
"23599","ENSG00000230189","RABGEF1P2","122149301",0.378651,1.090509,1.42723,0.946866
"23618","ENSG00000230224","PHB1P9","100289414",0,0.379332,0.151456,0.402781
"23687","ENSG00000230359","TPI1P2","286016",0.701651,0.814414,0.343102,0.345311
"23720","ENSG00000230445","LRRC37A6P","387646",0.132327,0.047679,0,0.075784
"23724","ENSG00000230453","ANKRD18B","441459",0.548208,0.452971,0.384203,0.043173
"23781","ENSG00000230581","ACTG1P14","100418910",0.079255,0.331774,0.298797,0.439971
"23791","ENSG00000230601","TEX48","100505478",0.506811,0,1.059836,0.188679
"23833","ENSG00000230701","FBXW4P1","26226",0.588493,0.361554,0.261184,0.30657
"23857","ENSG00000230772","VN1R108P","100312850",0.95637,0.376013,0.450422,0.931577
"23870","ENSG00000230797","YY2","404281",0.492135,1.211416,0.957222,0.733597
"23904","ENSG00000230870","FBXW11P1","54099",0.338131,0.176751,0.212532,0.249899
"23907","ENSG00000230873","STMND1","401236",0.319643,0.06734,0,0.041555
"23952","ENSG00000230989","HSBP1","3281",28.193365,36.423732,26.105523,29.420521
"24024","ENSG00000231181","RPL9P11","642740",0.452402,1.429767,0.283305,0
"24054","ENSG00000231256","CFAP97D1","284067",0.517488,0.635696,0.487525,0.341926
"24076","ENSG00000231307","RPS3P2","140761",0.462462,0.323755,0.580458,0
"24194","ENSG00000231576","MTCO2P20","107075230",0,0.17281,0.206405,0.183658
"24208","ENSG00000231615","LOC646870","646870",0.507965,0.066403,0.638498,0.140847
"24268","ENSG00000231784","DBIL5P","100131454",0.17013,0.118426,0.142637,0.031376
"24279","ENSG00000231812","SNRPCP9","100310853",3.501126,0,8.743728,3.917614
"24329","ENSG00000231940","RPS7P3","440732",4.020064,4.232389,5.567903,4.738792
"24399","ENSG00000232112","TMA7","51372",698.889159,692.789665,556.340108,585.890583
"24403","ENSG00000232119","MCTS1","28985",33.172312,44.137258,35.495625,35.68654
"24408","ENSG00000232133","IMPDH1P10","100874399",0.160127,0.223179,1.34203,1.955194
"24427","ENSG00000232166","RPL9P10","100270855",0,0.229896,0.273492,0.489136
"24459","ENSG00000232237","ASCL5","647219",0.038782,0,0.222381,0.065384
"24474","ENSG00000232268","OR52I1","390037",0.177648,0.053781,0.142456,0.25269
"24486","ENSG00000232303","DFFBP1","100422581",1.803566,1.789426,1.6697,1.3715
"24495","ENSG00000232333","RPS27AP2","140752",1.962996,0.346146,3.263559,0.737716
"24512","ENSG00000232373","MTCYBP3","100873204",0.38953,0,0.293717,0.69191
"24524","ENSG00000232388","SMIM26","388789",52.16722,57.914046,36.982009,76.683264
"24547","ENSG00000232434","AJM1","389813",12.031689,10.041441,14.590163,7.239627
"24549","ENSG00000232439","RPL18AP7","100133038",1.022433,0.539229,0.319764,0
"24552","ENSG00000232450","RPS2P14","100270827",2.510084,2.926768,1.925819,2.487086
"24559","ENSG00000232466","H3P31","115482710",0.576143,1.844266,0,0.656744
"24564","ENSG00000232479","KRT8P52","100887068",0.065998,0.207085,0.16591,0.439269
"24604","ENSG00000232578","LOC100533629","100533629",1.011199,1.584503,3.12983,6.502945
