"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","DysiNKTD1","DysiNKTD2"
"1","ENSG00000000003","TSPAN6","7105",0.105609,0.12757,0.126869,0.155885
"3","ENSG00000000419","DPM1","8813",60.91787,61.845124,40.604845,45.007072
"4","ENSG00000000457","SCYL3","57147",16.47276,17.03261,17.268882,17.015758
"5","ENSG00000000460","FIRRM","55732",11.679183,17.699927,12.767662,12.635568
"6","ENSG00000000938","FGR","2268",1.141952,0.171181,3.292277,0.471714
"7","ENSG00000000971","CFH","3075",13.642117,28.565287,7.20142,24.051371
"8","ENSG00000001036","FUCA2","2519",3.236189,6.889991,12.016509,13.40732
"9","ENSG00000001084","GCLC","2729",60.888805,74.44967,39.379712,56.261087
"10","ENSG00000001167","NFYA","4800",29.610692,25.185731,32.623693,30.0885
"11","ENSG00000001460","STPG1","90529",6.054617,5.337744,4.246236,3.463984
"12","ENSG00000001461","NIPAL3","57185",45.737054,47.924054,49.391542,44.190589
"13","ENSG00000001497","LAS1L","81887",24.842912,28.399841,20.112408,26.932707
"14","ENSG00000001561","ENPP4","22875",10.527998,6.487523,9.646914,6.493474
"15","ENSG00000001617","SEMA3F","6405",0.412133,0.222267,0.058416,0.154135
"17","ENSG00000001629","ANKIB1","54467",43.069733,51.299996,45.749138,37.556093
"18","ENSG00000001630","CYP51A1","1595",19.26664,19.334009,14.345191,13.902504
"19","ENSG00000001631","KRIT1","889",32.055207,40.303864,50.979907,47.146414
"20","ENSG00000002016","RAD52","5893",13.44586,11.598423,25.527826,12.898514
"22","ENSG00000002330","BAD","572",81.214541,64.996512,54.498169,51.618177
"23","ENSG00000002549","LAP3","51056",36.286559,51.290031,40.267516,44.119127
"24","ENSG00000002586","CD99","4267",536.004751,518.217138,528.779927,497.987104
"25","ENSG00000002587","HS3ST1","9957",0.053066,0.211865,0.499839,0.896097
"28","ENSG00000002746","HECW1","23072",0.029706,0.075555,0.121444,0.172272
"29","ENSG00000002822","MAD1L1","8379",61.350428,61.246611,88.624262,114.656221
"30","ENSG00000002834","LASP1","3927",134.915146,153.561161,208.094434,196.171819
"31","ENSG00000002919","SNX11","29916",9.253354,9.018793,8.068458,13.349801
"33","ENSG00000003056","M6PR","4074",222.338906,268.953615,133.133709,151.048636
"35","ENSG00000003137","CYP26B1","56603",0.036429,0.038019,0.045819,0.040283
"36","ENSG00000003147","ICA1","3382",1.767594,4.020442,1.21544,3.044955
"37","ENSG00000003249","DBNDD1","79007",0.376551,0.43267,0.117003,0.041692
"38","ENSG00000003393","ALS2","57679",6.782712,9.376646,6.382645,5.815813
"39","ENSG00000003400","CASP10","843",16.622228,25.809104,8.53536,14.194056
"40","ENSG00000003402","CFLAR","8837",105.371208,144.494128,291.170202,250.39127
"41","ENSG00000003436","TFPI","7035",2.220224,3.159009,6.541149,5.41012
"42","ENSG00000003509","NDUFAF7","55471",22.042784,20.751214,28.291526,27.276617
"43","ENSG00000003756","RBM5","10181",119.885301,129.901845,221.07667,263.211977
"44","ENSG00000003987","MTMR7","9108",0.019101,0.019936,0.024025,0
"46","ENSG00000004059","ARF5","381",200.961523,185.516874,168.919835,162.594808
"47","ENSG00000004139","SARM1","23098",13.289787,11.516858,17.892312,18.756982
"48","ENSG00000004142","POLDIP2","26073",34.120264,39.198392,25.918557,34.068171
"49","ENSG00000004399","PLXND1","23129",141.127575,98.857948,345.654995,246.971306
"50","ENSG00000004455","AK2","204",100.217441,86.309968,65.343726,63.451042
"51","ENSG00000004468","CD38","952",7.50269,29.688672,13.178594,23.714882
"52","ENSG00000004478","FKBP4","2288",46.685778,47.002542,28.615588,20.557534
"53","ENSG00000004487","KDM1A","23028",51.886203,54.679971,37.979169,30.054793
"54","ENSG00000004534","RBM6","10180",140.337356,140.784384,165.284917,177.637022
"55","ENSG00000004660","CAMKK1","84254",9.963242,5.137585,6.409646,4.131401
"56","ENSG00000004700","RECQL","5965",63.601551,86.519277,52.203029,71.412358
"57","ENSG00000004766","VPS50","55610",15.842421,14.789077,16.419359,18.775975
"59","ENSG00000004777","ARHGAP33","115703",56.652712,55.229511,57.636535,61.05375
"60","ENSG00000004779","NDUFAB1","4706",70.177859,94.141179,47.041436,51.626575
"61","ENSG00000004799","PDK4","5166",0.036514,0.038139,0.052014,0
"63","ENSG00000004838","ZMYND10","51364",3.759336,3.815856,2.928093,1.258608
"64","ENSG00000004846","ABCB5","340273",0,0.097809,0.173424,0.128257
"66","ENSG00000004864","SLC25A13","10165",3.239336,9.572004,9.247688,5.155738
"68","ENSG00000004897","CDC27","996",42.053997,51.722268,42.372651,42.284476
"69","ENSG00000004939","SLC4A1","6521",0.019075,0.182923,0.047983,0
"71","ENSG00000004961","HCCS","3052",20.522327,24.265439,18.051512,17.581767
"72","ENSG00000004975","DVL2","1856",49.440055,37.976812,43.021197,29.033572
"74","ENSG00000005007","UPF1","5976",47.238405,44.860416,41.554944,39.527017
"75","ENSG00000005020","SKAP2","8935",23.424563,19.69857,20.398803,15.812014
"76","ENSG00000005022","SLC25A5","292",189.137898,252.778554,134.508803,156.060811
"77","ENSG00000005059","MCUB","55013",77.215612,83.817971,102.991916,101.220402
"79","ENSG00000005075","POLR2J","5439",97.311938,76.710232,62.876107,61.063511
"80","ENSG00000005100","DHX33","56919",9.439209,10.655281,11.03883,9.261127
"83","ENSG00000005156","LIG3","3980",15.059679,16.822434,14.555589,21.434414
"84","ENSG00000005175","RPAP3","79657",38.584234,43.2034,23.795668,27.551712
"85","ENSG00000005187","ACSM3","6296",2.157664,3.044695,0.827607,0.550884
"86","ENSG00000005189","REXO5","81691",5.515409,4.900553,3.14046,4.486205
"87","ENSG00000005194","CIAPIN1","57019",33.356636,31.909631,29.062295,22.030165
"88","ENSG00000005206","SPPL2B","56928",71.176741,82.487209,115.153821,90.715681
"89","ENSG00000005238","ATOSB","80256",29.624901,33.1114,32.644329,28.069841
"90","ENSG00000005243","COPZ2","51226",4.927845,2.81031,8.906217,6.801367
"91","ENSG00000005249","PRKAR2B","5577",3.935157,1.129508,0.544448,0.304639
"92","ENSG00000005302","MSL3","10943",43.597328,60.190338,79.293022,92.888027
"93","ENSG00000005339","CREBBP","1387",34.222057,34.834011,63.387088,71.754864
"94","ENSG00000005379","TSPOAP1","9256",26.027514,31.37895,62.706282,64.530129
"97","ENSG00000005436","GCFC2","6936",15.910063,13.783398,13.407222,16.583309
"98","ENSG00000005448","WDR54","84058",91.909016,73.06983,65.318174,58.094531
"99","ENSG00000005469","CROT","54677",10.539855,11.498598,13.081334,16.404049
"100","ENSG00000005471","ABCB4","5244",0.059817,0.146938,0.100313,0.022051
"101","ENSG00000005483","KMT2E","55904",76.113825,90.610463,123.49635,107.465994
"102","ENSG00000005486","RHBDD2","57414",58.080054,80.04982,84.291989,94.247851
"103","ENSG00000005513","SOX8","30812",2.07526,1.595001,0.53087,0.244716
"104","ENSG00000005700","IBTK","25998",12.700516,19.15876,19.187541,27.961057
"105","ENSG00000005801","ZNF195","7748",9.185841,11.386464,13.203951,16.144954
"106","ENSG00000005810","MYCBP2","23077",70.233964,86.148518,99.441946,70.12393
"107","ENSG00000005812","FBXL3","26224",14.763716,17.922518,26.396393,34.100127
"108","ENSG00000005844","ITGAL","3683",395.939069,431.187494,740.688647,652.404627
"109","ENSG00000005882","PDK2","5164",28.637956,34.401885,21.112476,30.473266
"110","ENSG00000005884","ITGA3","3675",19.035019,26.989068,21.122698,16.361578
"111","ENSG00000005889","ZFX","7543",10.206565,18.757933,20.189601,29.272935
"112","ENSG00000005893","LAMP2","3920",69.391858,74.420007,55.115389,56.375895
"113","ENSG00000005961","ITGA2B","3674",0.549613,0.116444,0.424247,0.064322
"115","ENSG00000006007","GDE1","51573",76.484876,97.826732,62.026192,82.598273
"116","ENSG00000006015","REX1BD","55049",78.76015,63.855471,97.976968,83.10823
"118","ENSG00000006025","OSBPL7","114881",118.876728,108.045655,159.659005,88.714913
"119","ENSG00000006042","TMEM98","26022",6.751162,7.58583,4.160399,7.992057
"120","ENSG00000006047","YBX2","51087",6.618842,4.849028,0.991852,0.235156
"122","ENSG00000006062","MAP3K14","9020",26.54042,28.784996,33.313315,30.342506
"125","ENSG00000006118","TMEM132A","54972",10.601789,10.968873,1.314137,1.291679
"126","ENSG00000006125","AP2B1","163",105.418451,112.188909,116.552841,126.633292
"128","ENSG00000006194","ZNF263","10127",38.510726,31.814648,33.718333,27.994668
"130","ENSG00000006282","SPATA20","64847",8.05685,13.73298,21.448891,30.122152
"131","ENSG00000006283","CACNA1G","8913",1.301587,1.066987,0.075489,0
"132","ENSG00000006327","TNFRSF12A","51330",19.361991,11.425234,8.416394,5.455745
"134","ENSG00000006432","MAP3K9","4293",8.398994,7.636609,4.531009,2.46707
"135","ENSG00000006451","RALA","5898",47.052101,56.332869,51.503948,53.748504
"136","ENSG00000006453","BAIAP2L1","55971",0.224345,0.234163,0.625566,0.270673
"137","ENSG00000006459","KDM7A","80853",22.149912,23.068057,54.391738,53.536033
"138","ENSG00000006468","ETV1","2115",1.584491,0.950663,2.589148,1.698488
"140","ENSG00000006534","ALDH3B1","221",0.121982,0.310198,0.486066,0.120088
"141","ENSG00000006555","TTC22","55001",5.158325,9.745588,10.843578,13.583005
"142","ENSG00000006576","PHTF2","57157",37.524643,50.13666,39.356879,53.538063
"144","ENSG00000006607","FARP2","9855",10.925577,13.133764,5.985576,8.168323
"146","ENSG00000006625","GGCT","79017",28.542497,31.012327,16.39358,20.853221
"147","ENSG00000006634","DBF4","10926",20.035231,24.89091,16.986486,18.653578
"148","ENSG00000006638","TBXA2R","6915",2.141863,1.833349,2.975668,1.91719
"149","ENSG00000006652","IFRD1","3475",27.038389,36.215368,39.140823,35.224594
"151","ENSG00000006695","COX10","1352",8.247676,14.763017,8.265295,11.280785
"152","ENSG00000006704","GTF2IRD1","9569",1.239149,1.013118,0.492408,0.536279
"153","ENSG00000006712","PAF1","54623",39.266035,45.291583,43.579755,49.378277
"154","ENSG00000006715","VPS41","27072",24.918067,26.901263,30.447891,45.304936
"155","ENSG00000006740","ARHGAP44","9912",0.204494,0.177442,0,0.018194
"156","ENSG00000006744","ELAC2","60528",38.7364,54.857313,38.9183,41.234881
"157","ENSG00000006747","SCIN","85477",0.227063,0.136764,0.173517,0.088239
"158","ENSG00000006756","ARSD","414",2.083097,2.511221,7.38846,10.181388
"159","ENSG00000006757","PNPLA4","8228",3.992095,5.393623,0.748139,2.950702
"161","ENSG00000006831","ADIPOR2","79602",37.220429,49.096583,37.811856,46.887013
"162","ENSG00000006837","CDKL3","51265",4.012483,5.310505,1.630987,1.607274
"164","ENSG00000007038","PRSS21","10942",1.172862,3.662134,1.27632,3.916108
"165","ENSG00000007047","MARK4","57787",28.110069,32.951458,23.551625,30.32123
"167","ENSG00000007080","CCDC124","115098",85.322641,85.808549,68.406753,58.76024
"168","ENSG00000007129","CEACAM21","90273",91.934226,122.165876,123.69016,85.117224
"169","ENSG00000007168","PAFAH1B1","5048",83.643688,99.172471,124.59549,111.272889
"170","ENSG00000007171","NOS2","4843",0.280205,0.069595,0.110137,0.073745
"172","ENSG00000007202","BLTP2","9703",59.135047,64.320419,67.952996,54.519589
"174","ENSG00000007237","GAS7","8522",0.630436,0.564028,0.877825,2.586686
"175","ENSG00000007255","TRAPPC6A","79090",120.842879,119.126477,71.213912,84.141658
"176","ENSG00000007264","MATK","4145",59.489122,27.013559,114.612428,40.50685
"178","ENSG00000007312","CD79B","974",6.567867,13.620566,22.543796,28.050108
"180","ENSG00000007341","ST7L","54879",9.599886,10.039287,9.201461,11.380939
"181","ENSG00000007350","TKTL1","8277",1.823873,0.217217,0.261603,0.731999
"182","ENSG00000007372","PAX6","5080",0.083243,0,0.065177,0.011441
"183","ENSG00000007376","RPUSD1","113000",21.043628,20.545408,20.22681,18.783297
"184","ENSG00000007384","RHBDF1","64285",0.294902,0.057455,0.031556,0.121775
"185","ENSG00000007392","LUC7L","55692",61.102836,58.526092,110.264664,79.625838
"186","ENSG00000007402","CACNA2D2","9254",3.311856,1.910818,6.31172,2.709545
"187","ENSG00000007516","BAIAP3","8938",29.524659,52.850648,11.317486,14.998341
"188","ENSG00000007520","TSR3","115939",35.883317,36.838083,36.87056,44.771612
"189","ENSG00000007541","PIGQ","9091",43.784328,70.656899,26.151523,23.309693
"190","ENSG00000007545","CRAMP1","57585",22.048605,28.026687,24.530757,22.87112
"191","ENSG00000007866","TEAD3","7005",2.794265,3.022311,1.108089,0.724094
"193","ENSG00000007923","DNAJC11","55735",16.431321,21.109686,21.345904,20.541094
"194","ENSG00000007933","FMO3","2328",0.46535,0.251556,0,0.400654
"195","ENSG00000007944","MYLIP","29116",45.095706,49.472288,40.482506,39.764472
"197","ENSG00000007968","E2F2","1870",4.465451,14.964771,5.406925,12.413812
"198","ENSG00000008018","PSMB1","5689",193.694037,203.243414,143.556872,170.791353
"199","ENSG00000008056","SYN1","6853",0.11771,0.541633,0.17024,0.078126
"200","ENSG00000008083","JARID2","3720",20.366704,26.682674,20.444312,20.361653
"201","ENSG00000008086","CDKL5","6792",2.653366,2.432003,3.485965,2.601047
"203","ENSG00000008128","CDK11A","728642",120.019812,153.700913,163.324146,175.983313
"204","ENSG00000008130","NADK","65220",75.669904,81.43192,94.703746,89.420286
"207","ENSG00000008226","DLEC1","9940",5.32914,6.607068,2.695956,2.841494
"208","ENSG00000008256","CYTH3","9265",4.860134,3.268838,8.345785,2.662581
"209","ENSG00000008277","ADAM22","53616",3.643479,2.40853,1.254151,0.992054
"210","ENSG00000008282","SYPL1","6856",16.222035,21.137158,13.801922,15.961712
"211","ENSG00000008283","CYB561","1534",29.051516,50.517396,82.650519,143.365078
"212","ENSG00000008294","SPAG9","9043",33.489889,32.413326,40.745765,34.846569
"213","ENSG00000008300","CELSR3","1951",3.079704,2.038233,1.712448,1.637793
"214","ENSG00000008311","AASS","10157",2.390464,2.74362,1.874175,1.369965
"216","ENSG00000008324","SS18L2","51188",72.912198,77.473318,61.106327,69.734225
"217","ENSG00000008382","MPND","84954",15.389346,16.960739,11.710716,14.392951
"218","ENSG00000008394","MGST1","4257",0.62325,1.515163,8.848557,3.097063
"219","ENSG00000008405","CRY1","1407",31.508155,27.053151,19.650849,13.587071
"221","ENSG00000008441","NFIX","4784",0.190934,0.165211,2.266639,0.052608
"222","ENSG00000008513","ST3GAL1","6482",59.092746,68.00012,67.576729,68.361275
"223","ENSG00000008516","MMP25","64386",78.939774,111.530381,178.119975,239.385047
"224","ENSG00000008517","IL32","9235",3065.970098,3827.307723,2118.781789,2727.314322
"225","ENSG00000008710","PKD1","5310",105.437882,91.014747,100.130357,86.511142
"226","ENSG00000008735","MAPK8IP2","23542",0.219729,0.241455,0.331549,0.194384
"227","ENSG00000008838","MED24","9862",29.907952,38.965415,54.726551,70.447028
"228","ENSG00000008853","RHOBTB2","23221",8.625609,6.131062,1.543115,1.337601
"229","ENSG00000008869","HEATR5B","54497",17.210046,24.524618,19.500854,21.870712
"230","ENSG00000008952","SEC62","7095",56.582809,56.629519,62.317286,68.83492
"231","ENSG00000008988","RPS20","6224",2651.857402,1952.365412,2073.966595,1649.924387
"232","ENSG00000009307","CSDE1","7812",207.796852,217.159625,263.900635,248.796138
"233","ENSG00000009335","UBE3C","9690",35.554306,40.254822,33.478023,33.495686
"234","ENSG00000009413","REV3L","5980",24.509054,27.711317,27.445905,28.440769
"235","ENSG00000009694","TENM1","10178",0.00544,0.039723,0.047909,0.078143
"237","ENSG00000009724","MASP2","10747",0,0.032839,0.316358,0.069607
"238","ENSG00000009765","IYD","389434",0.264982,0.4334,0.692342,0.759997
"239","ENSG00000009780","FAM76A","199870",16.489286,15.353546,13.156804,15.797708
"240","ENSG00000009790","TRAF3IP3","80342",273.843004,358.703811,488.857671,608.539905
"241","ENSG00000009830","POMT2","29954",15.022763,24.025815,8.247452,6.582902
"242","ENSG00000009844","VTA1","51534",34.810319,32.81046,24.176294,29.214844
"243","ENSG00000009950","MLXIPL","51085",0.732455,0.465016,1.395963,0.866733
"244","ENSG00000009954","BAZ1B","9031",44.094694,48.885756,54.572515,49.992941
"245","ENSG00000010017","RANBP9","10048",48.455844,56.377822,49.830272,54.5515
"246","ENSG00000010030","ETV7","51513",2.816485,3.322575,4.84205,4.893925
"247","ENSG00000010072","SPRTN","83932",10.606316,13.196491,7.291866,9.813492
"248","ENSG00000010165","METTL13","51603",34.848148,27.592278,30.629655,28.965167
"249","ENSG00000010219","DYRK4","8798",27.693172,33.378676,34.147583,38.598699
"250","ENSG00000010244","ZNF207","7756",112.337563,151.855598,207.075889,205.271564
"251","ENSG00000010256","UQCRC1","7384",84.444281,70.865582,90.030958,85.285787
"252","ENSG00000010270","STARD3NL","83930",41.28965,39.791254,20.505895,23.357105
"253","ENSG00000010278","CD9","928",6.601888,12.25548,10.789414,14.152363
"255","ENSG00000010292","NCAPD2","9918",62.940603,85.630961,52.163826,54.585163
"256","ENSG00000010295","IFFO1","25900",48.050266,48.889647,54.6376,51.955483
"257","ENSG00000010310","GIPR","2696",35.772452,33.606285,64.020596,21.299457
"258","ENSG00000010318","PHF7","51533",23.630067,19.392601,20.920484,14.509357
"259","ENSG00000010319","SEMA3G","56920",0.044358,0.015429,0,0.032693
"260","ENSG00000010322","NISCH","11188",78.243779,76.517179,143.777649,111.144198
"261","ENSG00000010327","STAB1","23166",0.089085,0,0.037518,0.039915
"262","ENSG00000010361","FUZ","80199",13.975432,13.4743,16.050022,11.615496
"263","ENSG00000010379","SLC6A13","6540",0.040522,0.042334,0.468674,0.32914
"264","ENSG00000010404","IDS","3423",182.812535,196.481989,281.848218,237.935947
"266","ENSG00000010539","ZNF200","7752",12.955247,10.456693,8.789474,11.179765
"267","ENSG00000010610","CD4","920",109.171259,225.260116,170.513657,298.139461
"268","ENSG00000010626","LRRC23","10233",8.668657,5.418434,7.778012,3.814579
"270","ENSG00000010704","HFE","3077",1.625147,0.859922,1.720094,1.295001
"271","ENSG00000010803","SCMH1","22955",17.394864,15.715132,22.895754,12.938747
"272","ENSG00000010810","FYN","2534",522.696981,530.64772,912.435334,705.397497
"273","ENSG00000010818","HIVEP2","3097",18.997521,15.244524,18.623075,13.795947
"275","ENSG00000011007","ELOA","6924",26.891026,30.47456,20.2121,25.476243
"276","ENSG00000011009","LYPLA2","11313",52.001384,62.456099,55.825129,59.480311
"277","ENSG00000011021","CLCN6","1185",9.846626,11.996994,8.274443,9.53125
"278","ENSG00000011028","MRC2","9902",19.291169,17.048912,21.964095,9.172772
"279","ENSG00000011052","NME1-NME2","654364",2.135061,2.135977,0.406252,1.655112
"281","ENSG00000011105","TSPAN9","10867",1.331618,1.043035,0.630605,0.07538
"282","ENSG00000011114","BTBD7","55727",9.822891,9.722196,9.409711,10.15977
"283","ENSG00000011132","APBA3","9546",78.793013,78.961893,102.623328,101.239184
"284","ENSG00000011143","MKS1","54903",8.850994,9.902605,9.634954,10.519696
"285","ENSG00000011198","ABHD5","51099",6.558383,8.276999,3.908733,9.385713
"287","ENSG00000011243","AKAP8L","26993",180.30048,200.323577,170.131029,152.733192
"288","ENSG00000011258","MBTD1","54799",15.070919,15.562208,19.687997,15.738715
"289","ENSG00000011260","UTP18","51096",36.740197,36.907767,30.151092,25.856973
"290","ENSG00000011275","RNF216","54476",31.764845,30.608787,33.317494,28.961179
"291","ENSG00000011295","TTC19","54902",24.007262,23.425895,21.330344,21.146961
"292","ENSG00000011304","PTBP1","5725",149.930947,173.981517,152.938002,171.812726
"293","ENSG00000011332","DPF1","8193",0.034828,0.270631,0,0.106388
"294","ENSG00000011347","SYT7","9066",0.834384,0.109061,0.147378,0
"295","ENSG00000011376","LARS2","23395",3.999274,3.380788,4.210588,4.243052
"296","ENSG00000011405","PIK3C2A","5286",9.120032,13.750418,12.08391,17.255945
"297","ENSG00000011422","PLAUR","5329",6.83156,9.007192,7.497317,6.42896
"298","ENSG00000011426","ANLN","54443",2.982354,5.661485,6.380968,7.366011
"299","ENSG00000011451","WIZ","58525",23.349987,30.584484,22.36144,24.185961
"300","ENSG00000011454","RABGAP1","23637",18.815006,19.749276,20.145517,19.360743
"302","ENSG00000011478","QPCTL","54814",15.851392,14.106727,18.60359,17.070325
"303","ENSG00000011485","PPP5C","5536",62.00693,77.673679,92.032427,89.161798
"304","ENSG00000011523","CEP68","23177",20.961889,21.967302,15.257324,11.402862
"305","ENSG00000011566","MAP4K3","8491",5.327995,8.781692,9.391363,7.77787
"306","ENSG00000011590","ZBTB32","27033",6.418599,7.608294,3.338537,1.999578
"307","ENSG00000011600","TYROBP","7305",89.166565,83.24815,194.130715,185.886876
"308","ENSG00000011638","LDAF1","57146",12.280856,20.6769,19.55238,13.336326
"310","ENSG00000012048","BRCA1","672",7.743646,6.77755,5.648735,6.407922
"311","ENSG00000012061","ERCC1","2067",39.930309,41.416768,45.868966,51.760475
"313","ENSG00000012171","SEMA3B","7869",1.038373,0.478163,1.372095,0.588002
"314","ENSG00000012174","MBTPS2","51360",5.383516,4.94348,5.113255,5.129853
"315","ENSG00000012211","PRICKLE3","4007",14.820489,17.436241,14.669657,13.487886
"316","ENSG00000012223","LTF","4057",1.515953,5.905352,2.428641,1.863283
"317","ENSG00000012232","EXTL3","2137",12.25526,13.297847,14.576684,17.853198
"319","ENSG00000012660","ELOVL5","60481",171.850537,202.515632,161.418103,154.800956
"322","ENSG00000012822","CALCOCO1","57658",297.471908,332.096571,245.106086,241.125145
"324","ENSG00000012983","MAP4K5","11183",36.802218,28.134598,40.65948,26.507835
"325","ENSG00000013016","EHD3","30845",2.05325,1.880959,1.4001,1.438314
"326","ENSG00000013275","PSMC4","5704",65.345562,73.030709,50.993751,59.574813
"327","ENSG00000013288","MAN2B2","23324",18.129357,15.281498,38.158141,37.11591
"328","ENSG00000013293","SLC7A14","57709",0.056266,0.087272,0.131671,0.023444
"329","ENSG00000013297","CLDN11","5010",0.115923,0.44404,1.053676,0.428207
"330","ENSG00000013306","SLC25A39","51629",104.626972,90.469065,57.796474,59.420135
"331","ENSG00000013364","MVP","9961",173.418878,187.906693,183.933668,148.153772
"332","ENSG00000013374","NUB1","51667",118.085784,124.59763,122.600782,125.487489
"333","ENSG00000013375","PGM3","5238",9.143279,12.347076,19.352983,28.495322
"334","ENSG00000013392","RWDD2A","112611",5.865137,5.38211,4.431093,3.156312
"335","ENSG00000013441","CLK1","1195",158.302736,175.496099,283.208093,275.135589
"336","ENSG00000013503","POLR3B","55703",2.460952,2.78763,5.26135,2.012465
"337","ENSG00000013523","ANGEL1","23357",11.455126,15.515629,15.814654,12.33343
"338","ENSG00000013561","RNF14","9604",32.092839,26.575484,26.374216,34.922951
"339","ENSG00000013563","DNASE1L1","1774",16.246371,14.275549,27.878721,31.193247
"340","ENSG00000013573","DDX11","1663",76.818855,78.495776,98.711382,56.446282
"341","ENSG00000013583","HEBP1","50865",19.984515,21.02484,8.466037,7.34127
"342","ENSG00000013588","GPRC5A","9052",0.629661,1.318717,2.095954,1.611476
"343","ENSG00000013619","MAMLD1","10046",10.793353,12.523771,8.128383,4.1056
"344","ENSG00000013725","CD6","923",296.180656,472.298305,721.067759,726.98128
"345","ENSG00000013810","TACC3","10460",47.593428,67.996819,98.451916,118.784647
"346","ENSG00000014123","UFL1","23376",19.809612,22.045955,22.870929,29.266687
"347","ENSG00000014138","POLA2","23649",8.046372,9.773217,9.015895,9.12993
"349","ENSG00000014216","CAPN1","823",39.151038,62.565304,106.268897,120.127573
"351","ENSG00000014641","MDH1","4190",132.71778,145.603585,79.134908,94.318365
"352","ENSG00000014824","SLC30A9","10463",20.980117,25.992574,17.097236,21.627716
"353","ENSG00000014914","MTMR11","10903",2.322098,2.98936,3.552152,5.624847
"354","ENSG00000014919","COX15","1355",19.332513,21.078864,23.037379,22.783975
"355","ENSG00000015133","CCDC88C","440193",117.032515,116.011681,152.812618,145.228463
"356","ENSG00000015153","YAF2","10138",26.999678,22.798752,24.431123,24.86984
"357","ENSG00000015171","ZMYND11","10771",28.011586,22.849156,43.062194,49.880745
"358","ENSG00000015285","WAS","7454",89.33199,158.196757,151.511621,248.678461
"360","ENSG00000015475","BID","637",25.49665,19.984561,14.348896,14.738725
"363","ENSG00000015532","XYLT2","64132",16.834153,13.960285,22.221906,18.290955
"364","ENSG00000015568","RGPD5","84220",11.638479,11.474409,7.50687,1.763536
"365","ENSG00000015592","STMN4","81551",0.138103,0.144464,0.189387,0
"366","ENSG00000015676","NUDCD3","23386",40.408773,34.518818,34.506593,35.019713
"368","ENSG00000016391","CHDH","55349",4.660829,10.014814,15.160106,25.623166
"372","ENSG00000016864","GLT8D1","55830",64.119524,56.310539,67.088714,71.239429
"373","ENSG00000017260","ATP2C1","27032",39.051562,55.614169,50.449556,50.18722
"374","ENSG00000017427","IGF1","3479",1.323545,1.651806,3.902853,2.300904
"375","ENSG00000017483","SLC38A5","92745",21.254101,29.136893,52.855037,41.506091
"376","ENSG00000017797","RALBP1","10928",54.815597,51.088873,46.017737,41.749221
"377","ENSG00000018189","RUFY3","22902",12.281787,10.39413,14.595297,9.17934
"379","ENSG00000018280","SLC11A1","6556",0.452558,0.627308,0.353506,0.417557
"380","ENSG00000018408","WWTR1","25937",1.13297,1.766558,1.717213,1.133498
"381","ENSG00000018510","AGPS","8540",17.019687,19.705142,14.534395,17.16461
"383","ENSG00000018610","STEEP1","63932",21.936662,22.867041,24.312917,23.799511
"385","ENSG00000018699","TTC27","55622",1.414883,1.720812,3.262253,6.168018
"386","ENSG00000018869","ZNF582","147948",1.505657,0.652406,1.909158,3.445377
"388","ENSG00000019144","PHLDB1","23187",5.60833,3.58007,1.518267,0.868752
"391","ENSG00000019485","PRDM11","56981",0.265611,0.344489,1.411045,2.510174
"393","ENSG00000019549","SNAI2","6591",0.039136,0.613252,0.14763,0.207213
"394","ENSG00000019582","CD74","972",1122.797353,1699.708746,1204.951195,1595.154625
"396","ENSG00000019995","ZRANB1","54764",13.227925,15.22438,13.510194,15.388789
"397","ENSG00000020129","NCDN","23154",42.697233,76.819275,100.627082,139.531159
"398","ENSG00000020181","ADGRA2","25960",1.426421,0.720051,0.192078,0.039301
"400","ENSG00000020256","ZFP64","55734",2.784543,3.458353,2.62028,6.766356
"401","ENSG00000020426","MNAT1","4331",60.831438,72.940198,39.374048,44.432389
"402","ENSG00000020577","SAMD4A","23034",1.379887,1.839624,0.24978,0.256618
"403","ENSG00000020633","RUNX3","864",265.533954,279.31618,309.12603,227.972564
"404","ENSG00000020922","MRE11","4361",15.744456,12.434988,20.424495,16.259246
"405","ENSG00000021300","PLEKHB1","58473",3.742578,1.575051,5.63303,2.850441
"406","ENSG00000021355","SERPINB1","1992",54.650981,60.114605,63.748273,63.565221
"408","ENSG00000021488","SLC7A9","11136",0.19331,0.271232,0.23076,0.098512
"409","ENSG00000021574","SPAST","6683",11.958788,13.834792,11.988394,13.406313
"410","ENSG00000021645","NRXN3","9369",0.041854,0.024241,0.083772,0.055189
"411","ENSG00000021762","OSBPL5","114879",3.179566,1.942663,6.161237,2.850883
"412","ENSG00000021776","AQR","9716",14.500741,17.455704,13.119996,17.32666
"413","ENSG00000021826","CPS1","1373",0.648162,1.041692,1.076645,0.872399
"415","ENSG00000022267","FHL1","2273",10.090298,17.633482,5.915182,3.687401
"416","ENSG00000022277","RTF2","51507",120.922444,136.105111,75.244516,96.637001
"419","ENSG00000022567","SLC45A4","57210",17.731868,15.602857,19.394489,17.471457
"420","ENSG00000022840","RNF10","9921",175.141556,242.693246,161.343884,232.866973
"421","ENSG00000022976","ZNF839","55778",13.461038,17.504832,18.239031,19.411711
"422","ENSG00000023041","ZDHHC6","64429",33.249617,44.167534,54.728718,55.77217
"423","ENSG00000023171","GRAMD1B","57476",85.99926,186.167965,178.571525,184.916292
