"","Gene","SYMBOL","ENTREZID","iNKTD2_D131","iNKTD1","iNKTD2"
"15671","ENSG00000185198","PRSS57","400668",0,2.414441,0.163224
"15672","ENSG00000185201","IFITM2","10581",473.808262,496.008217,966.160869
"15673","ENSG00000185215","TNFAIP2","7127",12.742707,0.304551,0.991081
"15674","ENSG00000185219","ZNF445","353274",17.494432,6.441933,9.322654
"15675","ENSG00000185220","PGBD2","267002",8.763348,3.82972,6.784061
"15677","ENSG00000185222","TCEAL9","51186",9.32303,0.196142,0
"15679","ENSG00000185236","RAB11B","9230",100.14032,96.749758,136.358469
"15680","ENSG00000185238","PRMT3","10196",7.705086,11.902055,8.998666
"15681","ENSG00000185245","GP1BA","2811",0.267854,0.073064,0.097841
"15682","ENSG00000185246","PRPF39","55015",38.375482,17.518557,26.052024
"15684","ENSG00000185250","PPIL6","285755",0.621665,0.175633,0.305544
"15685","ENSG00000185252","ZNF74","7625",13.179988,4.778674,6.186431
"15686","ENSG00000185261","KIAA0825","285600",4.389612,2.348665,5.191569
"15687","ENSG00000185262","UBALD2","283991",164.588867,329.640222,270.474993
"15689","ENSG00000185267","CDNF","441549",3.410433,0.525029,0.220045
"15690","ENSG00000185269","NOTUM","147111",0.760432,0,0.682942
"15691","ENSG00000185271","KLHL33","123103",0.306111,0.098897,0.187062
"15695","ENSG00000185278","ZBTB37","84614",11.354137,2.969008,5.670808
"15696","ENSG00000185290","NUPR2","389493",2.536852,1.027228,2.166396
"15697","ENSG00000185291","IL3RA","3563",2.383221,9.799811,6.937854
"15700","ENSG00000185298","CCDC137","339230",32.901246,31.004776,25.340623
"15702","ENSG00000185304","RGPD2","729857",1.40361,0.946258,0.396733
"15703","ENSG00000185305","ARL15","54622",6.042205,11.09662,12.670726
"15707","ENSG00000185324","CDK10","8558",128.155936,40.141488,61.29244
"15708","ENSG00000185332","TMEM105","284186",0.309855,0.352523,0.022184
"15709","ENSG00000185338","SOCS1","8651",35.455662,42.015612,65.780859
"15710","ENSG00000185339","TCN2","6948",2.935301,2.044417,1.458305
"15711","ENSG00000185340","GAS2L1","10634",32.53516,6.229965,12.353927
"15712","ENSG00000185344","ATP6V0A2","23545",29.183672,27.917456,26.671724
"15713","ENSG00000185345","PRKN","5071",0.330242,0.151724,0.072664
"15714","ENSG00000185347","TEDC1","283643",13.944712,34.214692,27.705271
"15716","ENSG00000185359","HGS","9146",158.163009,49.40251,95.888634
"15717","ENSG00000185361","TNFAIP8L1","126282",19.218888,13.584503,15.206531
"15718","ENSG00000185372","OR2V1","26693",0.128686,0,0.094044
"15719","ENSG00000185379","RAD51D","5892",11.708746,20.386482,15.165892
"15720","ENSG00000185385","OR7A17","26333",1.865417,1.18567,1.662107
"15721","ENSG00000185386","MAPK11","5600",7.696944,5.996035,12.440334
"15723","ENSG00000185404","SP140L","93349",186.804969,41.413931,118.217509
"15724","ENSG00000185414","MRPL30","51263",17.156667,19.142561,16.709695
"15725","ENSG00000185418","TARS3","123283",33.820731,9.00671,14.837173
"15726","ENSG00000185420","SMYD3","64754",10.532211,10.581212,8.10449
"15727","ENSG00000185432","TMT1A","25840",3.420523,1.818623,0.82185
"15728","ENSG00000185436","IFNLR1","163702",3.63972,2.65038,3.510103
"15729","ENSG00000185437","SH3BGR","6450",0.493238,0.980974,0
"15730","ENSG00000185442","FAM174B","400451",3.535975,1.333153,1.059424
"15732","ENSG00000185453","ZSWIM9","374920",10.788066,5.464235,5.539286
"15734","ENSG00000185475","TMEM179B","374395",60.139501,59.012205,65.862513
"15735","ENSG00000185477","GPRIN3","285513",19.885555,31.131264,36.383216
"15737","ENSG00000185480","PARPBP","55010",8.479884,18.273219,10.494599
"15738","ENSG00000185482","STAC3","246329",3.51469,1.424584,1.5366
"15739","ENSG00000185483","ROR1","4919",0.244187,0,0.105788
"15742","ENSG00000185499","MUC1","4582",5.498818,13.477499,17.480734
"15743","ENSG00000185504","FAAP100","80233",23.9448,13.963438,20.382303
"15745","ENSG00000185513","L3MBTL1","26013",16.08036,1.462955,4.78092
"15746","ENSG00000185515","BRCC3","79184",19.548453,27.455604,20.483007
"15747","ENSG00000185518","SV2B","9899",0.068767,0.013895,0.0062
"15748","ENSG00000185519","FAM131C","348487",4.73838,2.152322,8.100917
"15751","ENSG00000185527","PDE6G","5148",6.274972,10.813909,13.106879
"15755","ENSG00000185561","TLCD2","727910",5.561378,0.50572,1.397039
"15756","ENSG00000185565","LSAMP","4045",0.050206,0.197106,0
"15757","ENSG00000185567","AHNAK2","113146",1.944468,0,0.064061
"15758","ENSG00000185585","OLFML2A","169611",0.299498,0.017766,0.068289
"15759","ENSG00000185591","SP1","6667",37.543816,35.349147,41.795996
"15763","ENSG00000185608","MRPL40","64976",22.63339,25.538381,20.028362
"15765","ENSG00000185614","INKA1","389119",1.085415,0.647955,0.694679
"15767","ENSG00000185619","PCGF3","10336",82.784741,23.509202,40.600306
"15768","ENSG00000185621","LMLN","89782",3.362241,0.75722,1.408139
"15769","ENSG00000185624","P4HB","5034",531.017431,388.354201,462.247537
"15770","ENSG00000185627","PSMD13","5719",108.529026,181.417986,157.575313
"15771","ENSG00000185630","PBX1","5087",1.570986,0.042196,0
"15773","ENSG00000185633","NDUFA4L2","56901",1.336413,0.110279,0.295522
"15774","ENSG00000185634","SHC4","399694",3.318164,1.884784,2.671683
"15778","ENSG00000185650","ZFP36L1","677",123.754181,53.833847,126.366174
"15779","ENSG00000185651","UBE2L3","7332",40.16132,87.132009,70.776724
"15781","ENSG00000185658","BRWD1","54014",45.867546,16.567686,23.982949
"15783","ENSG00000185664","PMEL","6490",0.627241,0.143016,0.48757
"15785","ENSG00000185668","POU3F1","5453",0.38616,0.157887,0.070478
"15786","ENSG00000185669","SNAI3","333929",47.6986,3.231917,11.466487
"15787","ENSG00000185670","ZBTB3","79842",3.237861,3.635107,6.326439
"15793","ENSG00000185697","MYBL1","4603",14.471063,9.148848,11.313306
"15795","ENSG00000185710","SMG1P4","100507526",16.079427,8.128596,0.309617
"15796","ENSG00000185716","MOSMO","730094",23.378501,12.816911,17.778184
"15797","ENSG00000185721","DRG1","4733",32.941078,52.442337,38.159679
"15798","ENSG00000185722","ANKFY1","51479",41.436287,21.781642,30.611643
"15799","ENSG00000185728","YTHDF3","253943",26.802606,21.907817,27.304768
"15800","ENSG00000185730","ZNF696","79943",6.877827,3.736445,6.277713
"15801","ENSG00000185736","ADARB2","105",0.616025,0.068347,0.137312
"15805","ENSG00000185745","IFIT1","3434",2.597909,4.255402,4.036184
"15806","ENSG00000185753","CXorf38","159013",25.863899,17.01542,26.610558
"15808","ENSG00000185760","KCNQ5","56479",2.519233,1.938488,1.175634
"15809","ENSG00000185761","ADAMTSL5","339366",11.261165,0.998411,4.281875
"15812","ENSG00000185787","MORF4L1","10933",312.813633,393.194004,363.745881
"15814","ENSG00000185798","WDR53","348793",36.218472,16.457831,22.130466
"15815","ENSG00000185800","DMWD","1762",20.305157,12.408929,36.362998
"15816","ENSG00000185803","SLC52A2","79581",27.897099,31.585646,34.412098
"15817","ENSG00000185808","PIGP","51227",16.761275,18.420125,18.193259
"15818","ENSG00000185811","IKZF1","10320",170.800599,224.931741,279.481527
"15819","ENSG00000185813","PCYT2","5833",39.199241,41.869044,31.607278
"15820","ENSG00000185818","NAT8L","339983",2.847711,0.03816,0.127717
"15822","ENSG00000185823","NPAP1","23742",0.177808,0.020922,0.056016
"15823","ENSG00000185825","BCAP31","10134",140.953767,119.780461,146.64831
"15826","ENSG00000185838","GNB1L","54584",10.459764,7.045326,6.685134
"15828","ENSG00000185842","DNAH14","127602",5.856798,0.043712,1.650634
"15830","ENSG00000185862","EVI2B","2124",193.127258,182.050984,209.641138
"15833","ENSG00000185869","ZNF829","374899",3.731362,1.806999,3.035053
"15835","ENSG00000185875","THNSL1","79896",1.887887,2.347489,1.10696
"15837","ENSG00000185883","ATP6V0C","527",134.844928,162.442486,204.496934
"15838","ENSG00000185885","IFITM1","8519",293.375146,446.65911,579.630702
"15840","ENSG00000185896","LAMP1","3916",107.044009,69.088002,134.312095
"15841","ENSG00000185897","FFAR3","2865",0.406751,0.109682,0
"15843","ENSG00000185900","POMK","84197",9.251334,9.811106,8.222231
"15845","ENSG00000185905","C16orf54","283897",58.152398,57.674503,92.30695
"15846","ENSG00000185909","KLHDC8B","200942",1.820173,1.21997,1.15807
"15847","ENSG00000185915","KLHL34","257240",0,0.014982,0.080237
"15848","ENSG00000185917","SETD4","54093",9.436848,8.430498,10.73712
"15849","ENSG00000185920","PTCH1","5727",18.049247,6.550628,7.809079
"15850","ENSG00000185924","RTN4RL1","146760",0.769918,0.015053,0.584486
"15852","ENSG00000185933","CALHM1","255022",0.364782,0.145071,0.242803
"15855","ENSG00000185946","RNPC3","55599",48.776534,15.363589,26.615187
"15856","ENSG00000185947","ZNF267","10308",22.074024,17.600677,22.758133
"15857","ENSG00000185950","IRS2","8660",21.578105,2.964108,5.96325
"15858","ENSG00000185955","SPACDR","402573",6.427015,1.994625,2.667285
"15860","ENSG00000185960","SHOX","6473",0.514159,0.092728,0
"15862","ENSG00000185963","BICD2","23299",28.43642,20.13427,23.978278
"15865","ENSG00000185973","TMLHE","55217",4.647857,5.660293,8.008351
"15870","ENSG00000185988","PLK5","126520",0.050328,0.094249,0
"15871","ENSG00000185989","RASA3","22821",61.575996,30.890806,35.77088
"15872","ENSG00000186001","LRCH3","84859",43.362799,21.371346,33.695702
"15876","ENSG00000186010","NDUFA13","51079",128.576136,208.427456,188.354553
"15877","ENSG00000186017","ZNF566","84924",15.776575,2.562423,8.613063
"15878","ENSG00000186020","ZNF529","57711",21.89869,3.823029,11.326645
"15879","ENSG00000186026","ZNF284","342909",2.937678,0.297205,0.892828
"15882","ENSG00000186049","KRT73","319101",0.432349,0,0.066999
"15884","ENSG00000186063","AIDA","64853",44.71348,58.17519,57.993308
"15885","ENSG00000186073","CDIN1","84529",3.981061,5.60354,3.103411
"15891","ENSG00000186086","NBPF6","653149",1.432567,0,0.178492
"15892","ENSG00000186088","GSAP","54103",28.949024,4.306797,11.14918
"15897","ENSG00000186104","CYP2R1","120227",30.647859,18.451405,26.807172
"15898","ENSG00000186105","LRRC70","100130733",0,0.806894,0.327125
"15899","ENSG00000186106","ANKRD46","157567",7.693946,6.988021,7.686545
"15900","ENSG00000186111","PIP5K1C","23396",29.188627,15.371471,21.936654
"15905","ENSG00000186124","OR9M1P","81153",0,0.052342,0.023361
"15906","ENSG00000186130","ZBTB6","10773",10.579038,9.549648,11.550872
"15907","ENSG00000186132","C2orf76","130355",6.81527,9.809879,10.719077
"15909","ENSG00000186141","POLR3C","10623",21.349663,24.868359,25.770091
"15915","ENSG00000186153","WWOX","51741",13.07791,9.529733,15.121921
"15917","ENSG00000186162","CIDECP1","152302",12.367285,11.356785,13.970728
"15919","ENSG00000186166","CENATAC","338657",63.049469,17.842686,35.058225
"15920","ENSG00000186174","BCL9L","283149",100.168159,56.326725,108.781881
"15921","ENSG00000186184","POLR1D","51082",165.239428,132.217018,112.514639
"15922","ENSG00000186185","KIF18B","146909",10.88313,39.057311,25.851158
"15923","ENSG00000186187","ZNRF1","84937",9.780056,16.927549,18.044689
"15927","ENSG00000186193","SAPCD2","89958",9.848016,28.279289,14.271393
"15928","ENSG00000186197","EDARADD","128178",17.124037,16.976984,26.681896
"15931","ENSG00000186205","MTARC1","64757",0.269952,0.014117,0.094498
"15934","ENSG00000186222","BLOC1S4","55330",25.414179,19.652305,25.124273
"15936","ENSG00000186230","ZNF749","388567",11.529982,9.504887,10.274872
"15937","ENSG00000186231","KLHL32","114792",0.878808,0.487881,0.098635
"15940","ENSG00000186260","MRTFB","57496",12.048617,4.486286,5.695508
"15941","ENSG00000186265","BTLA","151888",0.972007,16.787991,5.930792
"15943","ENSG00000186272","ZNF17","7565",6.428941,4.415115,9.509148
"15944","ENSG00000186280","KDM4D","55693",0.681653,0.596282,0.27445
"15945","ENSG00000186281","GPAT2","150763",1.295023,0.104073,1.923866
"15946","ENSG00000186283","TOR3A","64222",25.551391,55.328673,37.254432
"15949","ENSG00000186298","PPP1CC","5501",135.136841,182.534489,128.417415
"15950","ENSG00000186300","ZNF555","148254",2.682058,0.652647,0.706994
"15953","ENSG00000186310","NAP1L3","4675",0.242461,0.255438,0.25653
"15955","ENSG00000186314","PRELID2","153768",1.256308,0.818793,0.814336
"15956","ENSG00000186318","BACE1","23621",5.111308,0.799121,1.271249
"15957","ENSG00000186326","RGS9BP","388531",0.879411,0.192275,0.334688
"15959","ENSG00000186329","TMEM212","389177",15.823062,5.148299,9.466614
"15960","ENSG00000186334","SLC36A3","285641",0.224468,0,0.123384
"15961","ENSG00000186335","SLC36A2","153201",0.051655,0.048073,0
"15963","ENSG00000186350","RXRA","6256",14.374437,4.363136,16.144375
"15964","ENSG00000186352","ANKRD37","353322",20.133876,5.147258,4.06241
"15965","ENSG00000186364","NUDT17","200035",4.265375,2.401025,5.51896
"15968","ENSG00000186376","ZNF75D","7626",26.775774,10.036249,21.095882
"15971","ENSG00000186395","KRT10","3858",27.4756,48.941759,43.597099
"15972","ENSG00000186399","GOLGA8R","101059918",25.086304,3.58135,22.102522
"15974","ENSG00000186409","CCDC30","728621",2.169121,0.327495,1.099228
"15975","ENSG00000186416","NKRF","55922",9.505293,8.674566,7.953207
"15977","ENSG00000186432","KPNA4","3840",15.50562,13.909709,16.323959
"15981","ENSG00000186446","ZNF501","115560",3.261357,1.410119,4.503728
"15985","ENSG00000186453","FAM228A","653140",0.254356,0,0.134321
"15987","ENSG00000186462","NAP1L2","4674",2.308448,2.565103,1.214027
"15989","ENSG00000186468","RPS23","6228",2405.041501,2187.318698,2312.141952
"15990","ENSG00000186469","GNG2","54331",118.145188,174.050024,177.622436
"15991","ENSG00000186470","BTN3A2","11118",157.05578,93.104007,82.543553
"15996","ENSG00000186480","INSIG1","3638",43.434261,233.965933,73.244078
"15998","ENSG00000186487","MYT1L","23040",1.926049,0.494021,0.647471
"16000","ENSG00000186496","ZNF396","252884",2.668399,0.522673,1.818215
"16001","ENSG00000186501","TMEM222","84065",31.556601,40.709499,43.586768
"16006","ENSG00000186517","ARHGAP30","257106",170.991803,254.581497,301.813796
"16007","ENSG00000186522","SEPTIN10","151011",4.731507,0,0.168875
"16008","ENSG00000186523","FAM86B1","85002",2.065009,0.249274,0.611862
"16009","ENSG00000186526","CYP4F8","11283",0.06483,0,0.047333
"16010","ENSG00000186529","CYP4F3","4051",0,0.042309,0.441427
"16011","ENSG00000186532","SMYD4","114826",18.012311,12.097811,13.183777
"16014","ENSG00000186564","FOXD2","2306",1.486238,0.527861,0.506974
"16015","ENSG00000186566","GPATCH8","23131",35.390713,26.16571,33.234403
"16016","ENSG00000186567","CEACAM19","56971",2.251986,0.262665,0.310148
"16018","ENSG00000186575","NF2","4771",16.4203,23.312578,15.88183
"16019","ENSG00000186577","SMIM29","221491",39.235203,44.673489,69.741358
"16021","ENSG00000186583","SPATC1","375686",0.159622,0,0.132485
"16022","ENSG00000186591","UBE2H","7328",54.876147,31.116584,35.763214
"16023","ENSG00000186603","HPDL","84842",0.885022,3.548599,0.792183
"16024","ENSG00000186625","KATNA1","11104",19.106493,24.48362,21.037848
"16025","ENSG00000186628","FSD2","123722",0.165873,0.03212,0.132184
"16026","ENSG00000186635","ARAP1","116985",109.658117,75.704069,71.023537
"16027","ENSG00000186638","KIF24","347240",1.368241,5.480369,3.477678
"16028","ENSG00000186642","PDE2A","5138",0.493693,0.180023,0.047825
"16030","ENSG00000186648","CARMIL3","90668",5.562525,4.317357,3.262302
"16032","ENSG00000186654","PRR5","55615",26.298329,5.657292,18.053757
"16033","ENSG00000186660","ZFP91","80829",44.420675,55.529237,49.736847
"16034","ENSG00000186665","C17orf58","284018",8.499686,16.336974,8.006972
"16035","ENSG00000186666","BCDIN3D","144233",7.276771,4.639505,6.424138
"16039","ENSG00000186684","CYP27C1","339761",0.089294,0.012234,0.032758
"16040","ENSG00000186687","LYRM7","90624",17.666669,8.566568,10.327256
"16042","ENSG00000186710","CFAP73","387885",1.721682,0.403483,1.080943
"16043","ENSG00000186714","CCDC73","493860",0.022432,0.499234,0.016458
"16044","ENSG00000186715","MST1L","11223",4.646799,0.255495,0.608224
"16045","ENSG00000186716","BCR","613",29.16945,23.835611,18.986166
"16046","ENSG00000186723","OR10H1","26539",2.255328,0.785179,1.699766
"16049","ENSG00000186765","FSCN2","25794",2.459711,0.075213,0.096488
"16051","ENSG00000186767","SPIN4","139886",6.065524,6.711671,8.282366
"16053","ENSG00000186787","SPIN2B","474343",12.33406,6.689675,11.393662
"16056","ENSG00000186792","HYAL3","8372",4.464735,20.490756,19.434909
"16059","ENSG00000186806","VSIG10L","147645",5.347211,0.397701,5.531097
"16060","ENSG00000186810","CXCR3","2833",81.580843,192.401564,239.309756
"16061","ENSG00000186812","ZNF397","84307",25.597381,5.687618,12.03938
"16062","ENSG00000186814","ZSCAN30","100101467",19.905631,3.812666,6.134323
"16063","ENSG00000186815","TPCN1","53373",78.170208,7.862347,13.21661
"16065","ENSG00000186827","TNFRSF4","7293",39.192186,9.846132,34.527348
"16068","ENSG00000186834","HEXIM1","10614",53.745566,25.19083,28.590122
"16074","ENSG00000186862","PDZD7","79955",6.358489,0.197529,0.871538
"16075","ENSG00000186866","POFUT2","23275",42.217714,8.291096,19.035301
"16078","ENSG00000186871","ERCC6L","54821",2.218369,8.890669,3.352217
"16081","ENSG00000186889","TMEM17","200728",0.47533,0.289563,0.132313
"16082","ENSG00000186891","TNFRSF18","8784",69.143233,7.367967,57.281897
"16085","ENSG00000186907","RTN4RL2","349667",4.181669,0.156345,0.06979
"16086","ENSG00000186908","ZDHHC17","23390",42.761695,13.353415,24.525816
"16088","ENSG00000186912","P2RY4","5030",0,0.151618,0.050771
"16089","ENSG00000186918","ZNF395","55893",43.257707,5.728336,10.398307
"16090","ENSG00000186919","ZACN","353174",2.869454,1.911828,1.770561
"16096","ENSG00000186951","PPARA","5465",17.170142,9.798692,16.268667
"16097","ENSG00000186952","TMEM232","642987",0.630996,0.371431,0
"16102","ENSG00000186973","CFAP144","440585",0.918749,0,1.233536
"16103","ENSG00000186976","EFCAB6","64800",0.10801,0,0.110532
"16106","ENSG00000186994","KANK3","256949",11.731086,1.955159,3.927758
"16107","ENSG00000186998","EMID1","129080",9.246025,0.132212,0.868481
"16110","ENSG00000187010","RHD","6007",0.662105,0,0.120261
"16111","ENSG00000187017","ESPN","83715",3.778082,0.594547,0.4961
"16113","ENSG00000187024","PTRH1","138428",18.985603,15.191387,19.290654
"16116","ENSG00000187037","GPR141","353345",3.35384,2.769488,1.103839
"16117","ENSG00000187045","TMPRSS6","164656",2.726456,0.082468,0.487565
"16119","ENSG00000187049","TMEM216","51259",14.121793,15.009565,16.487794
"16120","ENSG00000187051","RPS19BP1","91582",97.7848,137.176303,110.815387
"16122","ENSG00000187066","TMEM262","100130348",0.215098,0.039281,0.105181
"16123","ENSG00000187068","C3orf70","285382",0.06548,0.017965,0
"16124","ENSG00000187079","TEAD1","7003",2.089461,0.030836,0.024767
"16126","ENSG00000187091","PLCD1","5333",53.358652,14.610959,28.341946
"16128","ENSG00000187097","ENTPD5","957",8.713812,4.914904,5.246063
"16131","ENSG00000187105","HEATR4","399671",0.230726,0.031569,0.021134
"16132","ENSG00000187109","NAP1L1","4673",387.006895,421.736872,301.429942
"16134","ENSG00000187118","CMC1","152100",40.593536,36.532368,25.160577
"16135","ENSG00000187122","SLIT1","6585",0.469484,0.132223,0.300902
"16137","ENSG00000187134","AKR1C1","1645",2.180144,0.103168,0.206841
"16140","ENSG00000187144","SPATA21","374955",0.110186,0.120643,0.356651
"16141","ENSG00000187147","RNF220","55182",85.883628,70.284247,82.644196
"16143","ENSG00000187164","SHTN1","57698",1.138344,0.052465,0.03513
"16150","ENSG00000187186","LOC730098","730098",7.733336,3.616235,2.30755
"16151","ENSG00000187187","ZNF546","339327",9.687341,1.128983,3.63098
"16152","ENSG00000187189","TSPYL4","23270",19.388896,9.317786,13.997422
"16154","ENSG00000187193","MT1X","4501",90.970821,53.254422,76.412048
"16155","ENSG00000187210","GCNT1","2650",9.193165,22.88165,18.244937
"16157","ENSG00000187231","SESTD1","91404",2.781128,1.60779,0.473825
"16159","ENSG00000187239","FNBP1","23048",258.387227,194.214151,245.634415
"16160","ENSG00000187240","DYNC2H1","79659",2.928151,2.186921,0.970849
"16163","ENSG00000187244","BCAM","4059",4.151921,0.38617,1.242338
"16164","ENSG00000187257","RSBN1L","222194",25.983592,20.817822,22.588558
"16166","ENSG00000187260","WDR86","349136",9.481089,0.198982,0.350487
"16167","ENSG00000187266","EPOR","2057",10.478996,5.277466,7.684443
"16168","ENSG00000187268","FAM9C","171484",0.319651,0.048139,0.063883
"16172","ENSG00000187325","TAF9B","51616",15.545737,15.952023,21.380761
"16174","ENSG00000187391","MAGI2","9863",0.839778,0.157976,0.468957
"16177","ENSG00000187446","CHP1","11261",17.934186,35.402242,34.596827
"16184","ENSG00000187486","KCNJ11","3767",0.625068,0.059792,0.186809
"16185","ENSG00000187492","CDHR4","389118",2.18093,1.1342,1.099155
"16190","ENSG00000187514","PTMA","5757",1710.175093,2311.820479,1836.523675
"16192","ENSG00000187522","HSPA14","51182",18.380178,29.316556,20.263254
"16194","ENSG00000187531","SIRT7","51547",78.782208,44.366178,67.166272
"16197","ENSG00000187535","IFT140","9742",22.921091,10.139832,6.343598
"16204","ENSG00000187554","TLR5","7100",0.169098,0,0.044124
"16205","ENSG00000187555","USP7","7874",111.214986,77.246437,84.263907
"16206","ENSG00000187556","NANOS3","342977",4.952682,1.295641,2.345335
"16208","ENSG00000187566","NHLRC1","378884",0.233515,0.127341,0.443372
"16211","ENSG00000187583","PLEKHN1","84069",6.308704,0.942823,7.570392
"16213","ENSG00000187595","ZNF385C","201181",0.487946,0.05548,0.037149
"16214","ENSG00000187601","MAGEH1","28986",19.96099,13.931936,13.982902
"16215","ENSG00000187605","TET3","200424",7.896592,5.351177,6.010992
"16216","ENSG00000187607","ZNF286A","57335",30.470612,12.660268,16.583674
"16217","ENSG00000187608","ISG15","9636",93.79561,161.170739,170.556668
"16218","ENSG00000187609","EXD3","54932",33.502296,4.257189,9.371311
"16221","ENSG00000187624","LIAT1","400566",0.294642,0.224389,0.042932
"16222","ENSG00000187626","ZKSCAN4","387032",6.932489,4.644485,6.656054
"16223","ENSG00000187627","RGPD1","400966",2.337116,0.068098,0.198658
"16224","ENSG00000187630","DHRS4L2","317749",22.957217,17.545499,24.261276
"16225","ENSG00000187634","SAMD11","148398",0.966751,0,0.168008
"16226","ENSG00000187642","PERM1","84808",0.378384,0,0.786149
"16227","ENSG00000187650","VMAC","400673",22.032627,5.027564,8.908783
"16233","ENSG00000187676","B3GLCT","145173",4.444535,6.836738,7.64175
"16234","ENSG00000187678","SPRY4","81848",2.655082,0.01083,0.131887
"16235","ENSG00000187682","ERAS","3266",0.093055,0,0.239166
"16237","ENSG00000187688","TRPV2","51393",59.901716,83.235186,111.437833
"16242","ENSG00000187713","TMEM203","94107",34.155679,29.25971,32.294907
"16244","ENSG00000187715","KBTBD12","166348",1.255454,0.275576,0.349701
"16247","ENSG00000187726","DNAJB13","374407",1.071833,0.097793,0.041976
"16248","ENSG00000187730","GABRD","2563",0.097934,0,0.070958
"16250","ENSG00000187735","TCEA1","6917",78.437228,87.082053,85.54769
"16251","ENSG00000187736","NHEJ1","79840",6.977023,10.791642,14.02633
"16252","ENSG00000187741","FANCA","2175",45.34755,39.933531,29.660749
"16253","ENSG00000187742","SECISBP2","79048",62.2248,26.174385,46.712016
"16260","ENSG00000187764","SEMA4D","10507",270.030514,187.617234,217.516069
"16264","ENSG00000187775","DNAH17","8632",1.121896,0,0.041026
"16265","ENSG00000187778","MCRS1","10445",52.46997,61.28031,82.844976
"16267","ENSG00000187790","FANCM","57697",5.174769,9.490004,4.393067
"16269","ENSG00000187792","ZNF70","7621",3.812027,1.050997,1.762724
"16270","ENSG00000187796","CARD9","64170",0.145587,1.390513,0.749792
"16272","ENSG00000187801","ZFP69B","65243",2.597689,0.610272,0.657764
"16274","ENSG00000187808","SOWAHD","347454",3.681618,2.623965,2.360662
"16276","ENSG00000187815","ZFP69","339559",2.626546,1.881485,1.038877
"16279","ENSG00000187824","TMEM220","388335",0,0.035593,0.095314
"16281","ENSG00000187837","H1-2","3006",84.11546,92.703567,51.841609
"16282","ENSG00000187838","PLSCR3","57048",44.220021,86.194833,106.191824
"16283","ENSG00000187840","EIF4EBP1","1978",29.227683,50.623204,28.467493
"16284","ENSG00000187847","OR7E25P","26647",0.178925,0.062477,0.083639
"16288","ENSG00000187860","CCDC157","550631",2.626908,2.459512,2.420303
"16289","ENSG00000187862","TTC24","164118",5.635332,0.616626,3.02538
"16290","ENSG00000187866","PABIR1","116224",9.424766,8.394834,12.307792
"16291","ENSG00000187867","PALM3","342979",0.463737,0.050581,0.067734
"16298","ENSG00000187905","LRRC74B","400891",0.081364,0.01685,0.01493
"16302","ENSG00000187922","LCN10","414332",0.061241,0.033298,0
"16303","ENSG00000187942","LDLRAD2","401944",0.098593,0.013502,0
"16304","ENSG00000187944","C2orf66","401027",0.330615,0,0.144322
"16307","ENSG00000187953","PMS2CL","441194",29.752263,11.273425,21.702288
"16308","ENSG00000187954","ZFTRAF1","50626",64.384676,26.119737,48.381271
"16309","ENSG00000187955","COL14A1","7373",0.591565,0.015879,0
"16312","ENSG00000187961","KLHL17","339451",81.225655,15.234592,27.743793
"16314","ENSG00000187980","PLA2G2C","391013",0.557556,0.016946,0.294956
"16316","ENSG00000187987","ZSCAN23","222696",3.933952,1.027382,0.675534
"16318","ENSG00000187994","RINL","126432",122.379535,81.27235,108.876648
"16319","ENSG00000187997","C17orf99","100141515",1.08196,0.094469,0.503883
"16321","ENSG00000188000","OR7D2","162998",0.447495,0.576951,0.140455
"16322","ENSG00000188001","TPRG1","285386",41.236188,32.159141,17.579266
"16324","ENSG00000188010","MORN2","729967",6.171005,1.895543,2.683369
"16327","ENSG00000188021","UBQLN2","29978",22.743568,18.209592,32.101383
"16328","ENSG00000188026","RILPL1","353116",7.461193,0.587518,1.755093
"16331","ENSG00000188033","ZNF490","57474",6.062533,4.6406,5.281119
"16332","ENSG00000188037","CLCN1","1180",0,0.086967,0.046577
"16333","ENSG00000188038","NRN1L","123904",7.34405,0.672344,0.91615
"16334","ENSG00000188039","NWD1","284434",0.09237,0.007245,0.011493
"16335","ENSG00000188042","ARL4C","10123",338.156111,354.053738,487.787541
"16339","ENSG00000188060","RAB42","115273",0.220079,0.119793,0.080229
"16340","ENSG00000188064","WNT7B","7477",4.772667,0.150316,0.319105
"16341","ENSG00000188070","ZFTA","65998",11.614474,2.270854,4.288963
"16345","ENSG00000188089","PLA2G4E","123745",0.024297,0,0.03564
"16346","ENSG00000188092","GPR89B","51463",28.802549,18.711623,16.071115
"16350","ENSG00000188107","EYS","346007",4.714231,0.549458,1.646846
"16351","ENSG00000188112","C6orf132","647024",2.597147,0.248761,1.704696
"16354","ENSG00000188130","MAPK12","6300",12.430593,1.262701,3.3392
"16356","ENSG00000188152","NUTM2G","441457",0.20557,0.044892,0
"16359","ENSG00000188157","AGRN","375790",35.937184,1.59391,5.91412
"16360","ENSG00000188158","NHS","4810",0.464048,1.034992,1.245861
"16363","ENSG00000188167","TMPPE","643853",3.72318,1.67392,2.142059
"16364","ENSG00000188171","ZNF626","199777",8.23093,3.737271,3.360189
"16366","ENSG00000188176","SMTNL2","342527",0.056058,0.091536,0
"16367","ENSG00000188177","ZC3H6","376940",10.124089,5.214506,6.581263
"16368","ENSG00000188186","LAMTOR4","389541",151.863171,211.912951,219.859821
"16369","ENSG00000188191","PRKAR1B","5575",8.192738,12.879218,13.704025
