"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD2_D131"
"422","ENSG00000023041","ZDHHC6","64429",54.728718,55.77217,51.657851,64.500668
"423","ENSG00000023171","GRAMD1B","57476",178.571525,184.916292,105.889719,125.037729
"424","ENSG00000023228","NDUFS1","4719",29.413959,28.949341,30.602755,30.739036
"425","ENSG00000023287","RB1CC1","9821",34.680255,37.030771,37.40573,42.749702
"426","ENSG00000023318","ERP44","23071",16.996157,20.666402,18.552558,15.970798
"427","ENSG00000023330","ALAS1","211",20.931164,29.14061,26.383336,29.332701
"428","ENSG00000023445","BIRC3","330",44.252618,54.791885,90.191712,99.487658
"429","ENSG00000023516","AKAP11","11215",21.251359,22.230761,24.825883,23.344024
"430","ENSG00000023572","GLRX2","51022",19.284268,18.194345,27.676803,20.810516
"431","ENSG00000023608","SNAPC1","6617",3.309343,2.816943,4.862564,9.209391
"432","ENSG00000023697","DERA","51071",9.988064,20.569765,7.190199,9.505336
"433","ENSG00000023734","STRAP","11171",62.767091,70.418662,59.133963,57.293883
"434","ENSG00000023839","ABCC2","1244",1.174962,1.143397,5.064183,1.901607
"435","ENSG00000023892","DEF6","50619",276.686144,294.735888,299.213378,185.238146
"436","ENSG00000023902","PLEKHO1","51177",236.116311,265.62176,216.147814,163.762458
"437","ENSG00000023909","GCLM","2730",24.49579,28.74051,29.894065,24.301635
"438","ENSG00000024048","UBR2","23304",38.21581,37.050542,42.443162,35.615318
"439","ENSG00000024422","EHD2","30846",0.285303,0.433334,0.757485,0.537871
"440","ENSG00000024526","DEPDC1","55635",2.381398,3.439482,3.134346,3.520727
"441","ENSG00000024862","CCDC28A","25901",40.065222,55.831701,46.644933,39.10984
"442","ENSG00000025039","RRAGD","58528",1.710677,0.827261,4.478054,4.249927
"443","ENSG00000025156","HSF2","3298",13.38513,5.821814,22.691238,10.132022
"444","ENSG00000025293","PHF20","51230",41.232511,28.971397,42.631706,48.914241
"445","ENSG00000025423","HSD17B6","8630",1.474867,0.424046,1.498423,1.379025
"446","ENSG00000025434","NR1H3","10062",9.303833,9.748937,5.353396,8.425145
"447","ENSG00000025708","TYMP","1890",40.256368,39.971472,60.004067,63.352546
"448","ENSG00000025770","NCAPH2","29781",40.473705,36.220914,35.825851,45.531147
"449","ENSG00000025772","TOMM34","10953",9.176473,11.699869,11.678554,19.183433
"450","ENSG00000025796","SEC63","11231",43.583441,49.991855,53.407736,52.088023
"451","ENSG00000025800","KPNA6","23633",17.091557,17.750671,22.953893,20.096114
"452","ENSG00000026025","VIM","7431",729.872316,1011.130164,812.128842,738.764472
"453","ENSG00000026036","RTEL1-TNFRSF6B","100533107",5.886396,4.034874,8.006093,8.918722
"454","ENSG00000026103","FAS","355",57.777576,78.696652,64.307284,56.323968
"455","ENSG00000026297","RNASET2","8635",101.099658,160.441543,214.184146,213.759793
"456","ENSG00000026508","CD44","960",699.10626,669.389241,507.373391,400.875918
"457","ENSG00000026559","KCNG1","3755",0.099647,0.134831,0.47208,0.564434
"458","ENSG00000026652","AGPAT4","56895",12.444722,10.093344,5.83508,5.31385
"459","ENSG00000026751","SLAMF7","57823",206.468607,137.532538,166.199394,318.498363
"460","ENSG00000026950","BTN3A1","11119",407.904858,306.729937,346.221647,322.592035
"461","ENSG00000027001","MIPEP","4285",4.010799,2.197145,2.220991,3.999005
"462","ENSG00000027075","PRKCH","5583",136.578502,135.243058,112.532235,115.366881
"463","ENSG00000027644","INSRR","3645",0.891155,0.266296,0.427851,1.46951
"464","ENSG00000027697","IFNGR1","3459",73.199187,60.92242,116.434825,111.471662
"465","ENSG00000027847","B4GALT7","11285",20.391371,19.022859,20.945492,19.914538
"466","ENSG00000027869","SH2D2A","9047",387.255091,335.764846,178.722668,231.585168
"467","ENSG00000028116","VRK2","7444",8.823305,13.396394,7.529486,8.194148
"468","ENSG00000028137","TNFRSF1B","7133",203.135321,183.325059,134.4696,212.21781
"469","ENSG00000028203","VEZT","55591",41.235821,42.325906,36.031366,51.156379
"470","ENSG00000028277","POU2F2","5452",28.847743,22.398821,26.392732,20.869232
"471","ENSG00000028310","BRD9","65980",42.342302,44.038263,43.295559,55.594566
"472","ENSG00000028528","SNX1","6642",96.082173,100.567957,93.43807,101.136331
"473","ENSG00000028839","TBPL1","9519",41.165974,38.871269,37.701391,43.049
"474","ENSG00000029153","BMAL2","56938",8.804607,12.373109,11.705379,11.270685
"475","ENSG00000029363","BCLAF1","9774",91.141783,116.772531,74.998421,94.033857
"476","ENSG00000029364","SLC39A9","55334",20.84221,18.442041,21.708918,21.640682
"477","ENSG00000029534","ANK1","286",16.473572,16.57246,6.957937,6.99804
"479","ENSG00000029639","TFB1M","51106",13.55305,15.59231,14.380755,14.365169
"480","ENSG00000029725","RABEP1","9135",29.375305,37.158125,43.047006,33.725811
"481","ENSG00000029993","HMGB3","3149",12.807765,24.601339,30.847954,29.492439
"482","ENSG00000030066","NUP160","23279",14.39394,19.812751,17.019237,16.78515
"483","ENSG00000030110","BAK1","578",51.524609,47.624517,50.054432,38.708109
"485","ENSG00000030419","IKZF2","22807",18.00234,11.226874,16.408457,22.133291
"486","ENSG00000030582","GRN","2896",50.935568,41.845732,86.990822,94.747551
"487","ENSG00000031003","FAM13B","51306",31.313262,38.178,33.670097,41.256098
"488","ENSG00000031081","ARHGAP31","57514",1.944384,2.11824,2.577169,3.778446
"489","ENSG00000031691","CENPQ","55166",4.148629,5.612149,5.766024,5.752775
"490","ENSG00000031698","SARS1","6301",92.535393,107.48103,122.437649,105.81557
"491","ENSG00000031823","RANBP3","8498",64.548321,73.389307,84.682824,71.996472
"492","ENSG00000032219","ARID4A","5926",45.247985,33.893676,62.938573,54.01589
"493","ENSG00000032389","EIPR1","7260",18.262382,22.644973,15.172176,16.766279
"494","ENSG00000032444","PNPLA6","10908",127.5082,139.32382,125.670443,144.629697
"495","ENSG00000032742","IFT88","8100",7.507283,7.224817,10.099665,7.232236
"496","ENSG00000033011","ALG1","56052",10.482574,14.394179,8.593931,12.406221
"497","ENSG00000033030","ZCCHC8","55596",40.986231,36.796454,47.096434,38.447984
"498","ENSG00000033050","ABCF2","10061",17.210328,14.874796,18.5776,19.774284
"499","ENSG00000033100","CHPF2","54480",41.586838,41.601012,35.825467,42.034196
"501","ENSG00000033170","FUT8","2530",41.09292,63.755311,60.336537,54.425
"502","ENSG00000033178","UBA6","55236",36.788375,30.216083,45.296189,39.822241
"503","ENSG00000033327","GAB2","9846",16.601995,24.339452,18.719201,25.911053
"504","ENSG00000033627","ATP6V0A1","535",21.284781,13.15881,37.202426,32.859096
"505","ENSG00000033800","PIAS1","8554",40.891347,35.690521,31.858775,34.275108
"506","ENSG00000033867","SLC4A7","9497",76.514032,106.144225,119.201761,97.15046
"508","ENSG00000034152","MAP2K3","5606",79.448082,62.484448,62.316566,53.785624
"510","ENSG00000034510","TMSB10","9168",2126.451302,2855.755378,2672.450204,3584.814351
"511","ENSG00000034533","ASTE1","28990",8.530784,12.523677,11.072739,9.847428
"512","ENSG00000034677","RNF19A","25897",223.224137,137.011909,174.151258,145.179307
"513","ENSG00000034693","PEX3","8504",13.097128,14.96178,11.572788,11.813667
"514","ENSG00000034713","GABARAPL2","11345",130.057485,149.501492,149.90408,152.288043
"516","ENSG00000035115","SH3YL1","26751",24.203599,22.281024,16.513195,29.785242
"517","ENSG00000035141","FAM136A","84908",36.472882,48.757165,28.760235,39.559817
"518","ENSG00000035403","VCL","7414",8.028254,13.684849,13.172915,17.034037
"519","ENSG00000035499","DEPDC1B","55789",7.629687,7.689679,5.600508,9.292063
"520","ENSG00000035664","DAPK2","23604",63.013772,60.601053,115.807298,67.90896
"521","ENSG00000035681","NSMAF","8439",59.788019,64.276842,59.482854,64.649722
"522","ENSG00000035687","ADSS2","159",36.987573,49.434244,44.321598,44.473979
"523","ENSG00000035720","STAP1","26228",8.563989,24.770855,25.668236,25.776643
"524","ENSG00000035862","TIMP2","7077",3.584464,6.240254,12.630075,8.63896
"525","ENSG00000035928","RFC1","5981",31.16015,35.049593,37.891852,40.796879
"526","ENSG00000036054","TBC1D23","55773",15.839366,18.574022,20.695689,19.786251
"527","ENSG00000036257","CUL3","8452",38.008851,47.590371,47.621582,47.405559
"530","ENSG00000036530","CYP46A1","10858",0.27861,0.407264,0.186279,0.837003
"531","ENSG00000036549","ZZZ3","26009",24.498933,20.673864,25.249005,17.465201
"533","ENSG00000036672","USP2","9099",2.856174,0,0.255979,0.771198
"534","ENSG00000036828","CASR","846",4.188549,3.144446,2.508985,2.784627
"535","ENSG00000037042","TUBG2","27175",7.127052,3.303887,13.345552,16.065944
"536","ENSG00000037241","RPL26L1","51121",16.107588,21.805509,12.206341,15.70571
"537","ENSG00000037280","FLT4","2324",5.160098,1.139297,8.386609,5.020155
"538","ENSG00000037474","NSUN2","54888",70.714706,50.146212,62.566219,67.262546
"539","ENSG00000037637","FBXO42","54455",12.395634,12.784471,16.212641,14.907032
"540","ENSG00000037749","MFAP3","4238",17.014511,19.968463,18.136695,28.454277
"541","ENSG00000037757","MRI1","84245",88.226835,80.26772,133.197155,114.588993
"542","ENSG00000037897","METTL1","4234",0.555141,1.368495,2.089942,3.815628
"544","ENSG00000038002","AGA","175",81.542509,60.18229,58.543186,54.824143
"545","ENSG00000038210","PI4K2B","55300",15.648842,11.855951,22.99259,13.880919
"546","ENSG00000038219","BOD1L1","259282",55.578468,46.945058,43.112436,39.652141
"547","ENSG00000038274","MAT2B","27430",136.935348,166.455503,157.282099,144.615758
"549","ENSG00000038358","EDC4","23644",66.895519,67.217413,70.414937,51.159178
"550","ENSG00000038382","TRIO","7204",1.670851,0.876399,5.522788,11.725684
"551","ENSG00000038427","VCAN","1462",0.397512,0.330846,0.072297,1.939443
"552","ENSG00000038532","CLEC16A","23274",16.174115,16.710234,16.730131,15.530693
"554","ENSG00000039068","CDH1","999",1.733375,1.245933,3.779364,0.727441
"555","ENSG00000039123","MTREX","23517",35.677417,46.123738,54.284815,40.728459
"556","ENSG00000039139","DNAH5","1767",0.094594,0,0.222266,0.686327
"557","ENSG00000039319","ZFYVE16","9765",18.783588,18.472219,28.617378,13.457738
"558","ENSG00000039523","RIPOR1","79567",22.768196,19.578287,27.803253,38.623923
"560","ENSG00000039560","RAI14","26064",0.84413,0.640791,3.373133,29.18213
"561","ENSG00000039600","SOX30","11063",0.144128,0.107883,0.151052,0.150973
"562","ENSG00000039650","PNKP","11284",121.933251,148.208791,120.199976,140.852639
"563","ENSG00000039987","BEST2","54831",0.104492,0.046019,0.090317,0
"564","ENSG00000040199","PHLPP2","23035",5.509156,3.388383,7.861271,5.570479
"565","ENSG00000040275","SPDL1","54908",17.643249,13.136696,9.849127,14.58844
"566","ENSG00000040341","STAU2","27067",43.047045,42.578358,73.960365,51.636161
"567","ENSG00000040487","SLC66A1","54896",8.465239,9.604156,10.240848,11.047072
"568","ENSG00000040531","CTNS","1497",15.522713,18.490994,21.852617,18.041977
"569","ENSG00000040608","RTN4R","65078",3.3099,2.777724,3.624346,4.219127
"570","ENSG00000040633","PHF23","79142",39.061139,45.734752,39.605596,47.219043
"572","ENSG00000040933","INPP4A","3631",107.613234,89.667725,124.83141,109.332324
"573","ENSG00000041353","RAB27B","5874",1.634995,1.760481,6.445672,7.005157
"574","ENSG00000041357","PSMA4","5685",138.972672,165.17528,151.936894,160.430377
"575","ENSG00000041515","MYO16","23026",0.12071,0,0.267428,0.129659
"576","ENSG00000041802","LSG1","55341",19.149357,54.07313,41.826839,49.152265
"577","ENSG00000041880","PARP3","10039",13.293559,15.541798,17.437862,15.362387
"578","ENSG00000041982","TNC","3371",0.057333,0.058099,0.31425,4.178576
"579","ENSG00000041988","THAP3","90326",21.115884,23.58351,27.102659,27.35169
"580","ENSG00000042062","RIPOR3","140876",0.296676,0.217721,0.32909,1.398208
"581","ENSG00000042088","TDP1","55775",32.039506,24.594911,29.087215,31.132794
"582","ENSG00000042286","AIFM2","84883",4.624867,4.458894,5.399859,7.562853
"584","ENSG00000042317","SPATA7","55812",3.052806,2.683715,1.446374,3.369458
"585","ENSG00000042429","MED17","9440",30.661395,35.292025,38.821197,35.343192
"586","ENSG00000042445","RETSAT","54884",42.374173,35.367156,43.634606,40.557253
"587","ENSG00000042493","CAPG","822",145.691858,309.586855,204.305592,137.269795
"588","ENSG00000042753","AP2S1","1175",63.078166,65.940986,60.45292,95.05012
"591","ENSG00000042832","TG","7038",0.546664,0.955361,1.36398,0.996102
"593","ENSG00000043039","BARX2","8538",0.101054,0.200843,0.118116,0.34439
"594","ENSG00000043093","DCUN1D1","54165",26.86193,29.690237,31.711747,34.845649
"595","ENSG00000043143","JADE2","23338",60.472564,61.06998,63.819042,55.636352
"596","ENSG00000043355","ZIC2","7546",0.189958,0.194948,0.490172,2.439378
"597","ENSG00000043462","LCP2","3937",411.625729,426.531398,453.046027,377.238413
"598","ENSG00000043514","TRIT1","54802",9.891488,10.869245,9.570867,12.400123
"599","ENSG00000043591","ADRB1","153",0.132975,0.146231,1.315829,0.750461
"601","ENSG00000044090","CUL7","9820",8.697583,8.622059,9.180108,12.459249
"602","ENSG00000044115","CTNNA1","1495",51.50183,47.813898,49.946526,59.969316
"603","ENSG00000044446","PHKA2","5256",31.510435,28.238163,29.237775,23.54933
"606","ENSG00000044574","HSPA5","3309",122.709377,209.413782,181.131842,175.938791
"607","ENSG00000046604","DSG2","1829",1.239192,0.737217,2.835332,2.188464
"608","ENSG00000046647","GEMIN8","54960",14.669619,19.185714,22.151372,17.403964
"609","ENSG00000046651","OFD1","8481",69.503596,57.792035,95.378513,76.17231
"613","ENSG00000047056","WDR37","22884",27.337998,21.676451,30.098511,25.91769
"614","ENSG00000047188","YTHDC2","64848",24.587226,18.938666,23.139925,22.339308
"615","ENSG00000047230","CTPS2","56474",5.22646,3.707883,4.078318,3.861553
"616","ENSG00000047249","ATP6V1H","51606",17.481701,22.845075,26.180359,22.765263
"617","ENSG00000047315","POLR2B","5431",90.643188,84.199251,129.363501,89.246831
"618","ENSG00000047346","ATOSA","56204",131.020445,142.677645,120.012376,106.911628
"619","ENSG00000047365","ARAP2","116984",69.076331,54.457662,108.945801,95.773622
"620","ENSG00000047410","TPR","7175",73.694555,80.520213,77.591286,65.257622
"622","ENSG00000047578","KATNIP","23247",18.709316,12.605054,12.970622,11.258998
"623","ENSG00000047579","DTNBP1","84062",13.107671,15.673044,16.905532,18.964897
"624","ENSG00000047597","XK","7504",0.069738,0.076613,0.104621,0.056
"626","ENSG00000047621","C12orf4","57102",13.336499,12.14117,13.695641,16.18202
"627","ENSG00000047634","SCML1","6322",3.512977,0.503379,2.703434,1.022203
"628","ENSG00000047644","WWC3","55841",46.402735,47.474263,37.33543,45.425519
"630","ENSG00000047662","FAM184B","27146",0.040697,0.035758,0.279003,0.101636
"631","ENSG00000047849","MAP4","4134",76.868914,74.69136,97.236465,63.472343
"632","ENSG00000047932","GOPC","57120",33.387433,35.403442,36.998742,36.952161
"634","ENSG00000048028","USP28","57646",65.978304,67.061814,79.482017,93.757511
"635","ENSG00000048052","HDAC9","9734",0.106152,0.185344,1.251461,0.720812
"636","ENSG00000048140","TSPAN17","26262",48.504291,45.249934,56.543657,54.269667
"637","ENSG00000048162","NOP16","51491",10.47886,10.223646,8.172317,11.489595
"638","ENSG00000048342","CC2D2A","57545",1.080475,0.873258,0.585171,1.265463
"639","ENSG00000048392","RRM2B","50484",50.051276,39.51625,51.902094,57.991735
"640","ENSG00000048405","ZNF800","168850",36.667566,30.928846,45.003181,34.75281
"642","ENSG00000048471","SNX29","92017",8.152601,6.951032,7.64576,6.269448
"644","ENSG00000048544","MRPS10","55173",21.71364,25.990032,17.963809,25.159365
"646","ENSG00000048649","RSF1","51773",45.28684,37.753368,48.794693,50.47974
"647","ENSG00000048707","VPS13D","55187",40.44101,27.644671,42.81222,39.153398
"648","ENSG00000048740","CELF2","10659",94.924185,108.116214,98.383509,84.759751
"649","ENSG00000048828","FAM120A","23196",89.55438,103.225763,82.301325,79.643494
"650","ENSG00000048991","R3HDM1","23518",29.167345,33.667565,31.827048,28.096348
"651","ENSG00000049089","COL9A2","1298",2.374537,3.964456,5.927517,7.180759
"652","ENSG00000049130","KITLG","4254",0.052494,0.064852,0.225899,1.230484
"653","ENSG00000049167","ERCC8","1161",5.769024,5.381729,4.11055,7.733832
"654","ENSG00000049192","ADAMTS6","11174",4.904119,2.140588,3.10972,1.881048
"655","ENSG00000049239","H6PD","9563",22.722019,16.521075,21.739856,20.120322
"656","ENSG00000049245","VAMP3","9341",43.361202,46.075301,58.88215,30.471136
"657","ENSG00000049246","PER3","8863",1.462024,1.799124,2.045187,0.8817
"658","ENSG00000049247","UTS2","10911",41.990811,113.15079,122.292003,86.748384
"659","ENSG00000049249","TNFRSF9","3604",1.954802,2.056569,1.852913,36.967565
"660","ENSG00000049283","EPN3","55040",0,0.075838,0.167505,0.127146
"661","ENSG00000049323","LTBP1","4052",0.907155,0.064703,0.939144,1.341155
"662","ENSG00000049449","RCN1","5954",4.875543,6.294919,8.308666,20.401888
"664","ENSG00000049541","RFC2","5982",17.562221,20.669994,11.709003,12.812892
"665","ENSG00000049618","ARID1B","57492",36.168505,33.858892,27.863132,29.925954
"667","ENSG00000049759","NEDD4L","23327",1.222758,1.101846,2.330821,3.627897
"668","ENSG00000049768","FOXP3","50943",2.410801,3.569421,3.810539,6.377468
"669","ENSG00000049769","PPP1R3F","89801",11.70753,8.676015,11.484435,5.798079
"670","ENSG00000049860","HEXB","3074",62.766717,48.869968,55.637193,60.68355
"671","ENSG00000049883","PTCD2","79810",7.798031,5.293253,5.859506,6.333939
"673","ENSG00000050130","JKAMP","51528",45.535229,48.890126,55.557301,47.984801
"674","ENSG00000050165","DKK3","27122",0.507825,0.111124,0.96418,3.863269
"676","ENSG00000050344","NFE2L3","9603",17.250711,8.212535,17.7152,16.959199
"677","ENSG00000050393","MCUR1","63933",6.481029,6.141056,5.740244,6.771377
"678","ENSG00000050405","LIMA1","51474",16.898972,20.213697,15.231877,13.133805
"679","ENSG00000050426","LETMD1","25875",140.176174,96.603549,93.158371,88.550275
"680","ENSG00000050438","SLC4A8","9498",4.313149,4.590017,5.037993,5.874634
"682","ENSG00000050628","PTGER3","5733",0.218973,0.592487,0.659057,0.89444
"683","ENSG00000050730","TNIP3","79931",0.74353,0.411493,0.798442,3.070084
"684","ENSG00000050748","MAPK9","5601",34.783583,34.233631,48.617462,40.848205
"685","ENSG00000050767","COL23A1","91522",0.124926,0.073308,0.502636,0
"686","ENSG00000050820","BCAR1","9564",0.63115,0.953714,2.374568,2.910346
"687","ENSG00000051009","FHIP1B","84067",42.927647,46.169782,40.316004,35.807788
"688","ENSG00000051108","HERPUD1","9709",188.839595,159.669577,122.60984,156.770162
"689","ENSG00000051128","HOMER3","9454",1.579706,0.467806,4.67867,6.607364
"690","ENSG00000051180","RAD51","5888",4.545578,6.107143,6.843099,5.790539
"691","ENSG00000051341","POLQ","10721",4.355784,3.893297,2.503337,2.789672
"692","ENSG00000051382","PIK3CB","5291",25.888116,17.977258,43.957881,25.086405
"693","ENSG00000051523","CYBA","1535",1654.169723,1402.467973,807.959679,1497.68457
