"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD1","iNKTD2"
"29093","ENSG00000249884","RNF103-CHMP3","100526767",0.554304,0.191961,0.797719,0,0.192502
"29106","ENSG00000249915","PDCD6","10016",96.165565,107.39156,112.842627,102.794033,109.144344
"29124","ENSG00000249961","TERB1","283847",4.380556,2.477828,2.794263,0.818892,1.492182
"29134","ENSG00000249978","TRGV7","6981",82.909223,84.838506,63.946784,112.868928,101.205769
"29139","ENSG00000249992","TMEM158","25907",0.221726,0.439514,0.287689,0.097774,0.04365
"29148","ENSG00000250021","ARPIN-AP3S2","100526783",0.751778,2.201617,1.17143,6.074383,4.703991
"29156","ENSG00000250050","MTND4P9","100873193",0.237462,0.13968,0.206569,0.605498,0.436784
"29158","ENSG00000250067","YJEFN3","374887",11.84082,6.163188,20.59653,2.887729,4.241183
"29175","ENSG00000250120","PCDHA10","56139",0,0.025072,0.030515,0.008378,0.005704
"29177","ENSG00000250138","LOC728488","728488",0,0.018155,0.026367,0,0.016238
"29183","ENSG00000250151","ARPC4-TTLL3","100526693",27.95183,32.143849,36.398952,21.409631,29.303955
"29205","ENSG00000250227","TRIM60P14","653794",0.081188,0.150427,0,0.08979,0
"29211","ENSG00000250251","PKD1P6","353511",20.150656,19.332198,35.76077,7.938172,15.893086
"29213","ENSG00000250254","PTTG2","10744",0.395822,0.527965,0.531687,0.233935,0
"29233","ENSG00000250312","ZNF718","255403",7.805835,6.102874,14.178996,4.200098,6.132988
"29236","ENSG00000250317","SMIM20","389203",14.526458,14.678175,17.796818,15.958096,14.123993
"29237","ENSG00000250318","RPL13AP26","729212",8.90962,11.418393,15.092044,3.432581,5.374245
"29277","ENSG00000250423","KIAA1210","57481",0.034234,0.010077,0.009769,0,0.008968
"29302","ENSG00000250486","FAM218A","152756",0.945105,0.27736,0.194165,0.211614,0.531348
"29309","ENSG00000250506","CDK3","1018",4.136636,9.600229,1.757401,3.187546,6.770101
"29319","ENSG00000250539","KRT8P33","100418737",3.696837,4.499829,3.468837,1.391972,1.748137
"29328","ENSG00000250565","ATP6V1E2","90423",7.804544,11.996326,14.083434,5.47894,7.556845
"29331","ENSG00000250569","NTAN1P2","100420307",0.504201,0.446208,0.110894,0.148583,0
"29332","ENSG00000250571","GLI4","2738",26.48291,30.337969,31.893655,18.479363,29.58747
"29367","ENSG00000250673","REELD1","345051",0.369078,0,0,0.081351,0.036314
"29371","ENSG00000250687","NAIPP1","728535",0.280075,0.305203,0,0.420142,0
"29383","ENSG00000250722","SELENOP","6414",0.825651,0.429124,2.324884,0.095323,0.863036
"29441","ENSG00000250878","METTL21EP","121952",0.20993,0.340928,0,0.11132,0.066085
"29490","ENSG00000251046","ZNF969P","100130995",1.542163,1.005007,1.580738,0.21928,0.879723
"29493","ENSG00000251056","ANKRD20A17P","100421363",0.763444,0,0.349503,0.234785,0.06333
"29504","ENSG00000251102","CTBP2P4","642909",1.039239,0.919621,0.457326,1.224712,1.538835
"29521","ENSG00000251158","LOC728506","728506",0.021185,0,0.027481,0,0.016656
"29524","ENSG00000251163","PRELID3BP4","100420275",1.635809,1.950264,0.746834,0,0.868291
"29532","ENSG00000251192","ZNF674","641339",5.436848,4.85218,4.926912,2.674659,4.112934
"29537","ENSG00000251201","TMED7-TICAM2","100302736",0.575804,0.292118,1.767291,1.049521,2.045208
"29552","ENSG00000251247","ZNF345","25850",13.717164,14.419227,17.877645,2.841716,9.365818
"29564","ENSG00000251287","ALG1L2","644974",1.083741,0,1.23639,0.482068,0
"29585","ENSG00000251349","MSANTD3-TMEFF1","100526694",0.476097,0.461153,1.562026,1.032806,0.712078
"29594","ENSG00000251369","ZNF550","162972",17.138472,16.017669,20.736309,4.758502,8.763537
"29644","ENSG00000251493","FOXD1","2297",1.284558,1.629776,6.528419,0.679451,0.370689
"29648","ENSG00000251503","CENPS-CORT","100526739",0,0.215323,0.59254,2.58027,0.567277
"29673","ENSG00000251578","TRBV21-1","28566",0,13.50503,20.151167,0,7.044498
"29683","ENSG00000251595","ABCA11P","79963",5.034052,3.326766,2.72955,1.873723,3.019222
"29708","ENSG00000251667","BRCC3P1","100421311",0.992479,0.109776,0.327268,0,0.783968
"29898","ENSG00000253183","ST13P17","442730",0.156303,0.464825,0.815613,0.321897,0.369627
"29930","ENSG00000253250","C8orf88","100127983",2.702354,0.83753,1.072196,5.815291,1.815376
"29931","ENSG00000253251","SHLD3","112441434",4.407256,5.365421,2.143858,4.10533,3.947343
"29938","ENSG00000253276","CCDC71L","168455",12.454863,13.14935,15.293095,18.353863,16.885226
"29942","ENSG00000253291","TRBV7-7","28591",0,4.0722,16.00687,0,2.888591
"29948","ENSG00000253304","TMEM200B","399474",0.269173,0.372284,0.629612,0.203364,0.211802
"29949","ENSG00000253305","PCDHGB6","56100",0.099368,0.104813,0.068186,0.023341,0.046874
"29953","ENSG00000253313","C1orf210","149466",0.353062,0.498155,1.164714,0.083077,0.500785
"30006","ENSG00000253463","HMGB1P19","100419979",0.802783,0.239178,1.220064,0.476037,0.425985
"30015","ENSG00000253485","PCDHGA5","56110",0.419142,0.204748,0.256687,0.107944,0.391427
"30034","ENSG00000253537","PCDHGA7","56108",0.315947,0.050522,0.159366,0.017525,0
"30047","ENSG00000253558","LOC100422441","100422441",0.172299,0.037919,0.111452,0.025316,0.135604
"30061","ENSG00000253598","SLC10A5","347051",0.298716,0.098574,0.096481,0.043881,0.088139
"30102","ENSG00000253710","ALG11","440138",16.13066,16.877332,13.171278,13.652936,16.241193
"30104","ENSG00000253719","ATXN7L3B","552889",24.563574,25.720717,25.812526,16.201221,21.424658
"30108","ENSG00000253729","PRKDC","5591",50.396933,48.334058,60.243354,51.499294,45.569338
"30109","ENSG00000253731","PCDHGA6","56109",0.464157,0.342471,0.213562,0.24019,0.132031
"30123","ENSG00000253767","PCDHGA8","9708",0.18038,0.121888,0.202036,0.008146,0.087245
"30138","ENSG00000253797","UTP14C","9724",6.736194,7.863148,10.006769,8.105655,10.043085
"30160","ENSG00000253846","PCDHGA10","56106",0.04106,0.036093,0.049684,0.197656,0.027476
"30183","ENSG00000253910","PCDHGB2","56103",0.444234,0.162878,0.286941,0.239276,0.145637
"30213","ENSG00000253989","IGHVIII-38-1","28346",8.713684,3.271058,5.21963,3.255433,0
"30221","ENSG00000254004","ZNF260","339324",8.318781,7.327686,10.519224,3.690093,6.457956
"30228","ENSG00000254017","IGHEP2","3499",0.086269,0,0.075174,0.050776,0.476199
"30252","ENSG00000254087","LYN","4067",5.59909,4.502953,4.876943,11.293219,5.300686
"30267","ENSG00000254126","CD8B2","927",0.151338,0.26602,1.041548,0.629297,0.576999
"30295","ENSG00000254206","NPIPB11","728888",6.280654,5.277482,5.33419,1.685015,2.077277
"30360","ENSG00000254402","LRRC24","441381",2.528224,1.417589,2.536051,0.675725,1.501916
"30368","ENSG00000254413","CHKB-CPT1B","386593",32.354445,21.276059,23.174978,10.345086,7.395945
"30385","ENSG00000254463","PPIAP41","111082977",0.762562,1.719864,0.716785,0.682919,1.529379
"30389","ENSG00000254469","XNDC1N","100133315",5.820151,7.520928,7.814201,4.718696,8.415535
"30390","ENSG00000254470","AP5B1","91056",17.823448,13.141303,21.492551,14.061527,12.817337
"30407","ENSG00000254503","HMGB3P29","100420015",0.172194,0,0.375103,0.101349,0
"30408","ENSG00000254505","CHMP4A","29082",184.889754,204.216106,196.65088,187.022006,204.730762
"30415","ENSG00000254521","SIGLEC12","89858",0.138849,0.978034,0.759012,1.115371,0.692195
"30448","ENSG00000254595","LOC644169","644169",0.800796,0.356108,0.179384,0.236663,0
"30465","ENSG00000254634","SMG1P6","100422558",2.418868,0.996005,1.313243,0.75346,0.564914
"30484","ENSG00000254681","PKD1P5","348156",2.173988,19.163378,23.727479,0.976251,11.54436
"30487","ENSG00000254685","FPGT","8790",13.028305,8.732224,7.261346,6.673589,8.704553
"30508","ENSG00000254726","MEX3A","92312",0.029433,0.025863,0.100862,0.034563,0.023135
"30515","ENSG00000254737","OR10G4","390264",0.212286,0.040598,0.12185,0.033312,0
"30533","ENSG00000254772","EEF1G","1937",967.196518,881.035434,987.127103,1034.01348,886.483108
"30539","ENSG00000254783","LOC100289518","100289518",6.557406,5.508216,5.368301,4.604859,4.631666
"30543","ENSG00000254788","CKLF-CMTM1","100529251",17.75137,23.007165,29.227287,13.42872,21.414572
"30554","ENSG00000254806","SYS1-DBNDD2","767557",0.771682,0,0,0.267327,0.17707
"30567","ENSG00000254838","GVINP1","387751",52.09953,55.414415,52.134908,16.188458,34.277904
"30578","ENSG00000254858","MPV17L2","84769",7.992562,12.740725,13.358348,14.117057,17.366664
"30595","ENSG00000254901","BORCS8","729991",20.568015,25.926541,11.153801,24.080412,24.494919
"30622","ENSG00000254965","C1DP5","106481729",1.30894,1.206072,1.957312,0.795494,0.535125
"30628","ENSG00000254986","DPP3","10072",10.427447,20.564517,7.180199,51.453904,37.896764
"30631","ENSG00000254995","STX16-NPEPL1","100534593",63.317175,77.337959,94.459635,7.131265,37.424074
"30632","ENSG00000254996","ANKHD1-EIF4EBP3","404734",10.381465,19.593002,13.412764,7.497051,11.650828
"30633","ENSG00000254997","KRTAP5-9","3846",0.098017,0,0,0.115426,0.154666
"30634","ENSG00000254999","BRK1","55845",131.298264,146.785698,153.418034,188.506996,169.211397
"30687","ENSG00000255112","CHMP1B","57132",45.668427,45.327108,55.530063,20.332634,37.258573
"30703","ENSG00000255150","EID3","493861",3.562653,7.351933,4.949316,2.305403,7.748612
"30706","ENSG00000255154","HTD2","109703458",3.643959,4.87983,8.306833,6.802863,8.34248
"30717","ENSG00000255185","PDXDC2P","109731405",72.434895,69.211246,50.099401,10.308418,21.455581
"30758","ENSG00000255274","SMIM35","100526771",0.494791,0.701047,0.425171,0.452109,0.691806
"30777","ENSG00000255302","EID1","23741",162.136342,186.171689,123.976055,186.476482,188.102348
"30778","ENSG00000255303","OR5BA1P","81210",0.227999,0.102008,0.199295,0.048681,0.052137
"30817","ENSG00000255381","LOC100422399","100422399",0.365343,0.32914,0,0.435799,0
"30825","ENSG00000255398","HCAR3","8843",0.229449,0.040404,0.237628,0,0.072242
"30833","ENSG00000255423","EBLN2","55096",7.068687,4.00879,3.460934,1.409749,1.64615
"30876","ENSG00000255524","NPIPB8","728734",0.050412,0,0.294555,0,0.38582
"30877","ENSG00000255526","NEDD8-MDP1","100528064",2.066369,0.514466,2.41943,1.096457,0.588692
"30879","ENSG00000255529","POLR2M","81488",134.530241,118.55283,53.389881,86.222123,81.919165
"30900","ENSG00000255561","FDXACB1","91893",1.978253,1.139727,2.51557,2.04256,2.828561
"30904","ENSG00000255569","TRAV1-1","28693",18.438479,37.269522,32.317489,6.706967,23.057033
"30907","ENSG00000255582","OR10G2","26534",0.203181,0.089765,0.08885,0,0
"30909","ENSG00000255585","LOC651337","651337",0.085173,0.091927,0.662637,0.019382,0.129505
"30910","ENSG00000255587","RAB44","401258",0.687693,0.28338,0.751185,0.429112,0.760369
"30912","ENSG00000255624","C10orf88B","399815",1.041686,0.703166,1.627109,1.889928,0.58517
"30934","ENSG00000255757","LOC100419932","100419932",13.079099,11.452517,11.814356,7.39322,8.36164
"30941","ENSG00000255804","OR6J1","79549",0.739759,0.798219,0.530363,0.12973,0.39948
"30982","ENSG00000255991","RPL7AP74","390306",0.157816,0.139958,0,0,0.49945
"30993","ENSG00000256043","CTSO","1519",6.39997,8.219677,2.835234,4.43672,9.817142
"30996","ENSG00000256053","COA8","84334",26.815009,43.169724,45.337623,32.863402,28.482471
"30998","ENSG00000256060","TRAPPC2B","10597",17.637069,16.446082,18.40557,15.135613,15.439548
"30999","ENSG00000256061","DNAAF4","161582",0.725701,0.576035,0.766693,0.085386,0.171572
"31005","ENSG00000256087","ZNF432","9668",14.387212,8.206013,12.186889,3.421041,6.371119
"31031","ENSG00000256223","ZNF10","7556",12.52298,8.474273,10.347472,1.899634,5.976848
"31032","ENSG00000256229","ZNF486","90649",2.661092,2.440191,3.037193,3.293067,2.790275
"31033","ENSG00000256235","SMIM3","85027",34.14924,24.3555,24.701007,24.352002,18.248609
"31038","ENSG00000256269","HMBS","3145",4.126647,4.743405,8.796527,18.694466,7.853224
"31039","ENSG00000256274","TAS2R64P","338412",0.522697,0.566211,1.004968,0.141769,0.474604
"31041","ENSG00000256282","LOC112268073","112268073",0,0,0.220792,0.32446,0.099142
"31045","ENSG00000256294","ZNF225","7768",8.0719,4.519639,9.839077,3.826069,4.997318
"31074","ENSG00000256453","DND1","373863",3.326473,3.04498,5.837318,1.166314,2.11655
"31084","ENSG00000256525","POLG2","11232",64.190545,60.616806,81.2201,15.09738,41.978158
"31088","ENSG00000256553","TRAV1-2","28692",18.98336,65.361847,39.039268,7.306207,86.583398
"31102","ENSG00000256625","LOC124902904","124902904",0.355845,0.209843,0,0,0.374683
"31108","ENSG00000256660","CLEC12B","387837",2.414687,0.972,3.244117,0.181185,1.690337
"31117","ENSG00000256683","ZNF350","59348",21.109438,21.676597,22.263749,9.007587,24.602579
"31131","ENSG00000256771","ZNF253","56242",8.630448,7.000267,14.788132,4.283964,7.595483
"31135","ENSG00000256797","KLRF2","100431172",0,0,0.161697,0.963788,0.143621
"31138","ENSG00000256806","C17orf100","388327",2.301447,2.027835,2.18658,1.522411,2.89997
"31168","ENSG00000256977","LIMS3","96626",0.872691,2.20777,0.58072,1.293508,0.703075
"31177","ENSG00000257017","HP","3240",0,0.027437,0.134128,0.018324,0
"31192","ENSG00000257093","DENND11","57189",30.557113,23.872099,37.385881,3.939471,16.495881
"31196","ENSG00000257108","NHLRC4","283948",3.081131,2.78858,2.49405,0.799215,2.888848
"31225","ENSG00000257218","GATC","283459",17.294962,16.08055,16.220178,15.146004,16.006932
"31231","ENSG00000257243","PARK7P1","100422296",1.805781,0.809156,0.83072,0.178802,0
"31234","ENSG00000257267","ZNF271P","10778",11.420458,12.158046,12.275873,9.83432,13.988314
"31245","ENSG00000257315","ZBED6","100381270",12.000023,9.70091,9.768825,4.441929,5.652503
"31277","ENSG00000257446","ZNF878","729747",0.058392,0.051453,0.151633,0.103007,0
"31287","ENSG00000257511","LOC100420981","100420981",3.914481,3.360011,3.560214,0.813962,1.636326
"31292","ENSG00000257529","RPL36A-HNRNPH2","100529097",1.67239,0.361184,0,0.211217,0.622581
"31304","ENSG00000257591","ZNF625","90589",2.085127,1.814653,2.114285,0.46983,1.000567
"31305","ENSG00000257594","GALNT4","8693",18.688814,16.41209,29.141606,19.688056,27.12507
"31330","ENSG00000257704","INAFM1","255783",5.785806,2.591788,11.663795,5.387635,4.766773
"31334","ENSG00000257727","CNPY2","10330",100.949799,91.007672,85.521592,106.558439,130.523306
"31340","ENSG00000257752","LOC100420011","100420011",0.385249,0.342448,0.344535,0.113817,0.152665
"31384","ENSG00000257923","CUX1","1523",14.700312,12.753928,16.55126,6.375637,12.550362
"31388","ENSG00000257949","TEN1","100134934",9.025301,23.092465,5.01572,25.751258,25.708304
"31389","ENSG00000257950","P2RX5-TAX1BP3","100533970",1.528978,0.690944,2.174318,0.610233,0.551203
"31427","ENSG00000258116","PPIAP45","100506099",1.940227,0,2.557779,0.231785,0.622899
"31468","ENSG00000258289","CHURC1","91612",51.743531,58.088178,73.623621,40.01146,68.55492
"31473","ENSG00000258315","C17orf49","124944",125.92196,197.340984,137.096137,352.666032,387.494586
"31484","ENSG00000258366","RTEL1","51750",24.57451,18.883778,23.065327,11.734909,20.412828
"31497","ENSG00000258405","ZNF578","147660",3.715356,1.74585,4.260753,0.222812,2.547309
"31507","ENSG00000258429","PDF","64146",0.521443,2.495621,3.906303,12.704636,6.322419
"31530","ENSG00000258484","SPESP1","246777",0.792277,0.064769,0.255173,0.475228,0.962885
"31560","ENSG00000258555","SPECC1L-ADORA2A","101730217",0.078099,0.207261,0.346864,0,0
"31602","ENSG00000258643","BCL2L2-PABPN1","100529063",3.459689,0.934164,1.577283,0,0
"31603","ENSG00000258644","SYNJ2BP-COX16","100529257",2.0433,1.472632,2.442327,7.396807,3.530708
"31609","ENSG00000258659","TRIM34","53840",5.782539,7.519775,10.363692,6.220137,6.761531
"31655","ENSG00000258794","DUX4L27","100131369",0.171681,0,0.149585,0.050523,0
"31665","ENSG00000258818","RNASE4","6038",6.196998,8.649839,6.324323,6.744527,11.977547
"31673","ENSG00000258839","MC1R","4157",26.516119,10.875803,36.391166,2.327308,4.03744
"31683","ENSG00000258872","FDPSP3","2227",0.569585,0.604418,0,0.201335,0
"31691","ENSG00000258890","CEP95","90799",109.861729,75.340968,143.90814,21.263082,42.020909
"31708","ENSG00000258932","MIR3171HG","728755",0,0.238427,0.250633,0.24348,0
"31710","ENSG00000258947","TUBB3","10381",3.428079,1.42962,5.968546,7.218883,2.066413
"31728","ENSG00000258984","UBE2F-SCLY","100533179",0,0.720758,0.2701,0.080585,0
"31750","ENSG00000259024","TVP23C-CDRT4","100533496",2.855648,9.875998,13.271632,0.676929,5.987631
"31753","ENSG00000259030","FPGT-TNNI3K","100526835",0.115686,0.073815,0.549598,1.126632,0.351513
"31770","ENSG00000259075","POC1B-GALNT4","100528030",2.70799,2.167211,4.182783,7.06713,6.116579
"31776","ENSG00000259092","TRAV30","28652",0,1.791421,0.978088,0.590569,0.79424
"31796","ENSG00000259151","CAP2P1","353163",0.38043,0,0.330695,0,0.059971
"31818","ENSG00000259207","ITGB3","3690",0.115467,0.162426,0.436116,1.079847,0.744512
"31844","ENSG00000259295","CSPG4P12","728121",1.074055,0.751932,1.250195,0.099859,0.392562
"31851","ENSG00000259305","ZHX1-C8orf76","100533106",3.397393,4.200059,2.913128,2.257266,3.476206
"31853","ENSG00000259315","ACTG1P17","283693",4.728538,5.407819,2.450778,1.78265,1.087281
"31858","ENSG00000259330","INAFM2","100505573",8.769559,6.261138,18.142423,4.774872,5.465032
"31859","ENSG00000259332","ST20-MTHFS","100528021",16.780137,15.334618,14.844219,10.842916,11.730804
"31882","ENSG00000259399","TGIF2-RAB5IF","100527943",0.282343,0,1.322035,1.291989,0.686329
"31895","ENSG00000259431","THTPA","79178",19.071339,15.038264,25.238766,8.529112,13.10475
"31914","ENSG00000259494","MRPL46","26589",17.524482,21.141209,14.376813,30.017116,23.569451
"31970","ENSG00000259674","RPL7AP75","100132644",0.946896,0.979704,0.839536,0.186245,1.373487
"31981","ENSG00000259706","HSP90B2P","7190",0.283964,0,0.244764,0.071518,0.255385
"32031","ENSG00000259948","LOC124903574","124903574",0.407948,0,0.914708,0.120582,0.64704
"32033","ENSG00000259956","RBM15B","29890",19.895519,24.825278,20.237054,25.187662,27.204386
"32047","ENSG00000260001","TGFBR3L","100507588",17.440765,5.714026,10.712031,10.01865,4.041292
"32053","ENSG00000260027","HOXB7","3217",2.553577,1.228824,2.28771,3.870124,1.524883
"32066","ENSG00000260081","LOC105373383","105373383",5.215823,4.135538,8.978009,1.35162,1.157362
"32072","ENSG00000260097","SPDYE6","729597",0,0.226534,0.307832,0,1.042103
"32079","ENSG00000260128","ULK4P1","89838",2.211429,1.308699,0.818937,0,2.249196
"32104","ENSG00000260230","FRRS1L","23732",2.275035,2.772017,2.789571,0.441028,1.828659
"32106","ENSG00000260238","PMF1-BGLAP","100527963",5.163768,3.193113,3.587436,6.003074,8.507308
"32113","ENSG00000260266","PPIAP46","729739",0.308259,0.12322,0.07225,0.098768,0.118653
"32151","ENSG00000260428","SCX","642658",5.570879,0.615873,15.788211,0.341896,0.641506
"32157","ENSG00000260452","TPRKBP2","106480804",0.779549,0,1.101576,0,0.625751
"32158","ENSG00000260456","C16orf95","100506581",1.445042,1.413349,3.802275,3.733966,3.14132
"32215","ENSG00000260727","SLC7A5P1","81893",10.071195,10.664075,13.493235,4.896629,8.018485
"32219","ENSG00000260735","LOC100505915","100505915",8.146388,3.113887,5.714109,0.714761,1.450142
"32262","ENSG00000260916","CCPG1","9236",62.252443,64.702887,74.452746,41.383639,64.354119
"32275","ENSG00000261024","GS1-279B7.1","100288079",0,1.07578,1.156219,1.419992,0
"32292","ENSG00000261115","TMEM178B","100507421",1.534139,0.500718,0.588393,0.620068,1.762159
"32299","ENSG00000261150","EPPK1","83481",0.811792,0.14401,0.398559,0.009957,0.04443
"32315","ENSG00000261221","ZNF865","100507290",19.277688,14.376853,17.180415,10.388696,15.574901
"32319","ENSG00000261236","BOP1","23246",8.904391,10.870525,12.077849,27.987643,19.339621
"32336","ENSG00000261308","FIGNL2","401720",0.544923,0.290806,0.43398,0.148573,0.260108
"32346","ENSG00000261371","PECAM1","5175",3.243817,8.291036,13.366167,6.660972,16.182897
"32353","ENSG00000261408","TEN1-CDK3","100529145",1.125785,2.246083,1.804942,1.309263,1.754651
"32380","ENSG00000261556","SMG1P7","100506060",21.409939,17.703642,38.379972,7.485209,11.751444
"32387","ENSG00000261587","TMEM249","340393",0,0.353453,1.393563,0.159084,0.2205
"32391","ENSG00000261594","TPBGL","100507050",0.03403,0.059878,0.058573,0.039987,0.187399
"32392","ENSG00000261599","HERC2P8","440366",5.663082,3.632597,3.457804,1.42938,2.078142
"32396","ENSG00000261609","GAN","8139",3.632014,1.942334,5.53817,1.650036,1.670127
"32419","ENSG00000261716","H2BC20P","337873",16.200263,18.319968,9.57008,6.085207,11.00127
"32425","ENSG00000261739","GOLGA8S","653061",0.161263,0.484218,0.842665,0.114241,0.619002
"32426","ENSG00000261740","BOLA2-SMG1P6","107282092",47.558294,33.483302,28.018004,72.398165,38.068167
"32440","ENSG00000261794","GOLGA8H","728498",0,0.750576,2.340518,0.062955,0.758289
"32441","ENSG00000261796","ISY1-RAB43","100534599",12.338171,16.788449,19.425244,24.371637,19.046264
"32452","ENSG00000261857","MIA","8190",1.023484,1.010829,12.393284,0,0.727314
"32463","ENSG00000261934","PCDHGA9","56107",0.074679,0.065716,0.03216,0.065822,0.02938
"32484","ENSG00000262102","DSEL","92126",0.256264,0.130811,0.263827,0.010933,1.07991
"32506","ENSG00000262209","PCDHGB3","56102",0.315492,0.277663,0.342523,0.05896,0.16739
"32513","ENSG00000262246","CORO7","79585",145.415602,145.062309,155.384667,96.555366,129.110196
"32544","ENSG00000262484","CCER2","643669",2.354979,1.332424,4.072984,1.339138,0.937212
"32566","ENSG00000262576","PCDHGA4","56111",0.354543,0.124781,0.061046,0,0.195258
"32579","ENSG00000262634","SKA1","220134",5.574649,7.509583,3.319166,38.174465,20.343306
"32584","ENSG00000262655","SPON1","10418",0.848248,0.364497,0.695081,0,0.014819
"32586","ENSG00000262664","OVCA2","124641",29.900686,37.317694,21.931891,58.828636,41.25836
"32588","ENSG00000262700","LOC100421173","100421173",0.107017,0.09427,0.323846,0,0
"32604","ENSG00000262814","MRPL12","6182",21.559475,22.025308,27.618057,111.670905,54.589148
"32612","ENSG00000262874","C19orf84","147646",1.943461,0.143377,1.226671,0.047807,0.128094
"32616","ENSG00000262902","MTCO1P40","107075172",0.466153,0.207781,0.631837,0.275935,0.185134
"32617","ENSG00000262904","TMPOP2","100533619",0.091284,0.080605,0.159277,0.161209,0.215997
"32618","ENSG00000262919","CCNQ","92002",23.718078,21.121676,24.800876,32.023164,34.757725
"32630","ENSG00000263001","GTF2I","2969",146.021812,144.61405,180.224058,103.056284,122.117978
"32631","ENSG00000263002","ZNF234","10780",10.188672,12.997143,11.288802,2.831208,9.098075
"32643","ENSG00000263142","LRRC37A17P","644397",4.751418,0,0.355283,1.090023,0.022294
"32684","ENSG00000263465","SRSF8","10929",68.361864,62.212928,53.302746,38.556756,50.944245
"32688","ENSG00000263513","FAM72C","554282",2.37813,2.048542,3.527982,13.322913,2.78458
"32689","ENSG00000263528","IKBKE","9641",38.47148,50.1824,36.365743,47.649371,63.504083
"32696","ENSG00000263647","BPTFP1","109286551",119.558276,102.27777,89.775308,20.803063,46.995832
"32711","ENSG00000263818","RDM1P5","100131347",0.185097,0.037084,0,0.242359,0.165778
"32715","ENSG00000263874","LASP1NB","100505576",12.531639,8.053813,6.666837,1.187715,3.628556
"32716","ENSG00000263883","EEF1DP7","100422656",1.666146,0,1.855482,0.198352,0.799261
"32721","ENSG00000263956","NBPF11","200030",19.803783,13.083923,18.354647,4.99368,10.037186
"32722","ENSG00000263961","RHEX","440712",0.061249,0.05398,0.053054,0,0
"32724","ENSG00000264006","AKR1C8","340811",2.894305,6.117564,2.228879,0.652713,2.519973
"32751","ENSG00000264230","ANXA8L1","728113",0.341704,0.763127,0.729188,0.322205,0.517945
"32764","ENSG00000264343","NOTCH2NLA","388677",27.516707,22.738225,35.887447,16.692138,26.764003
"32767","ENSG00000264364","DYNLL2","140735",34.72343,29.347391,36.264419,29.257405,31.393139
"32776","ENSG00000264522","OTUD7B","56957",9.189445,5.95902,10.111446,4.797502,6.956627
"32796","ENSG00000264743","DPRXP4","503645",2.201791,0.73846,1.508908,0,0.438347
"32828","ENSG00000265190","ANXA8","653145",0.611743,1.929974,1.042966,0.264001,1.149896
"32832","ENSG00000265241","RBM8A","9939",153.999842,189.154312,213.833123,256.614585,234.085427
"32843","ENSG00000265354","TIMM23","100287932",19.646353,26.255289,24.919241,68.335983,47.892037
"32854","ENSG00000265491","RNF115","27246",24.413003,17.678123,24.952947,12.470054,12.508166
"32869","ENSG00000265681","RPL17","6139",1855.056217,1604.663586,2206.177612,1286.305569,1518.154966
"32875","ENSG00000265713","LOC100421100","100421100",0.986812,0.218287,0.325343,0,0.097433
"32884","ENSG00000265808","SEC22B","9554",32.400612,33.979408,35.334569,23.415406,29.45646
"32885","ENSG00000265817","FSBP","100861412",2.182579,3.184506,2.70191,0.660134,0.89436
"32896","ENSG00000265939","UBE2CP2","646595",0,0.908998,0,0.401399,0.808762
"32898","ENSG00000265972","TXNIP","10628",461.221842,482.318207,1017.288035,148.868558,581.789401
"32904","ENSG00000266028","SRGAP2","23380",70.692837,54.86442,69.774457,48.799891,63.476222
"32909","ENSG00000266074","BAHCC1","57597",0.05994,0.165468,1.68206,0.150797,0.067287
"32912","ENSG00000266094","RASSF5","83593",224.946929,214.786585,191.526217,161.933037,196.4875
"32917","ENSG00000266145","RHOT1P1","100462813",8.716889,11.235073,12.242567,0.67412,4.529275
"32920","ENSG00000266173","STRADA","92335",52.508203,38.548231,50.887927,28.719542,38.604941
"32938","ENSG00000266338","NBPF15","284565",114.11972,109.213422,110.971808,28.145451,105.60898
"32944","ENSG00000266405","CBX3P2","645158",4.621963,4.08123,2.971793,1.265499,2.440488
"32945","ENSG00000266412","NCOA4","8031",99.258297,76.371501,67.915524,123.71239,84.564201
"32950","ENSG00000266472","MRPS21","54460",55.123812,51.695882,55.396956,49.750281,50.79382
"32974","ENSG00000266714","MYO15B","80022",25.495417,118.355035,97.770665,0.862256,62.252802
"32990","ENSG00000266876","STX18P1","100418889",0.463617,0.102507,0.203438,0.136574,0
"33008","ENSG00000266964","FXYD1","5348",32.940842,21.125807,18.114101,2.918639,22.605735
"33009","ENSG00000266967","AARSD1","80755",26.179135,23.186969,30.789902,22.185644,22.514976
"33023","ENSG00000267041","ZNF850","342892",2.514012,1.55842,3.134045,1.383913,2.377871
"33027","ENSG00000267060","PTGES3L","100885848",0.742751,1.387071,1.457668,0,0.300788
"33030","ENSG00000267083","KRT18P61","100418865",0.082796,0,0,0.097452,0.065279
"33071","ENSG00000267216","ZNF8-ERVK3-1","108903150",3.387372,1.336105,0.844579,1.260683,2.707407
"33074","ENSG00000267221","C17orf113","110806298",3.127193,1.623545,1.856295,0.563376,0.719673
"33081","ENSG00000267253","WHSC1L2P","100128016",0.138701,0.204139,0.039905,0.027175,0
"33085","ENSG00000267271","LOC101060119","101060119",1.972614,0.922414,1.007293,0,0
"33086","ENSG00000267281","ATF7-NPFF","114108587",7.080243,3.736446,6.086548,1.324206,3.80179
