logFC	AveExpr	t	P.Value	adj.P.Val	B	SYMBOL
3.89520417731821	5.2752944185644	8.39521987779421	2.10071538119363e-05	0.0529996686967493	3.22277519239486	IL6ST
-2.98060219111465	10.5288200762563	-8.20614145203259	2.50195464325378e-05	0.0529996686967493	3.13501737034765	S100A4
3.05295266257421	5.61990923872815	8.09498994504827	2.77689828145686e-05	0.0529996686967493	3.02202430614006	NCDN
3.13842946581489	5.70455578416696	7.91515828586262	3.29513723643976e-05	0.0529996686967493	2.86748271482988	PASK
3.38016617156056	5.20902622571218	7.84145906835224	3.53763502258868e-05	0.0529996686967493	2.77781273429567	DUSP2
5.21841330039222	4.32903529692239	8.52114930566215	1.87313387388919e-05	0.0529996686967493	2.73282065419608	CLHC1
-3.28892345206271	5.9339865546092	-7.6018882570815	4.47246483115487e-05	0.0574328376675016	2.54194284580755	KLF2
2.75083008109955	6.18006082992487	7.34198503903427	5.80568526971389e-05	0.0627352665108016	2.35050805144038	DDIT4
-2.88141887295893	10.0413548305272	-7.0078893225359	8.2041417812434e-05	0.067042754974179	2.02641446468609	NKG7
2.5521874717148	7.9019476481484	6.84183375812784	9.78704738082937e-05	0.0699721981237744	1.86067290564321	RPL21P16
2.82035455288732	5.94358135450771	6.67857242897248	0.000116763040589233	0.0699721981237744	1.69019542525903	KIAA0319L
-4.12780891970028	6.43051270701326	-6.68993653411469	0.000115325814965732	0.0699721981237744	1.6751038544901	FADS2
2.40051685664903	6.33492632702826	6.51122749556305	0.000140370349028139	0.0700004060096666	1.5146856290094	PIK3R1
2.74607206804288	4.67558743003224	6.45415403217261	0.000149582163569293	0.0700004060096666	1.44072271525391	TSC22D3
2.92806798061772	4.83348354939133	6.35581486547871	0.000167048988414827	0.0700004060096666	1.34131965679986	D2HGDH
-2.46578170913912	12.3605169632402	-6.31825352642791	0.000174300744564059	0.0700004060096666	1.30572473610704	ACTB
-2.25460076586968	10.7095640025361	-6.2942815492453	0.000179108837270256	0.0700004060096666	1.27804951716702	CD74
-2.31192310464837	5.99792833765938	-6.22171864082539	0.000194570738001548	0.072266179125295	1.20096874719355	DUSP6
-2.47116548864318	11.1458882396986	-6.13129518117181	0.000215918085315906	0.072266179125295	1.09646173773529	ACTG1
2.50236048087285	5.10750361552341	6.10548145371459	0.000222473322529678	0.072266179125295	1.07342315366062	RGS2
-2.22917953676689	6.32230154212102	-6.09646213060951	0.000224814813080338	0.072266179125295	1.0598430351367	PMF1
-2.21511850087919	11.1856812942388	-6.09184103508318	0.000226024924000561	0.072266179125295	1.05205870882907	GZMA
5.22013320240841	3.52455821811922	6.72182749514144	0.000111395247138074	0.0699721981237744	1.03728655013528	CXCL8
2.78011080888521	5.47048068436208	6.06519688022163	0.000233142640408672	0.072266179125295	1.02770070002644	PAN2
2.30147771568277	4.93761942103666	5.94430667583203	0.00026866648342199	0.0805014339826755	0.892131211444417	ATP8A1
7.09106141130523	1.74920485514666	7.26490177387944	6.28120367779747e-05	0.0627352665108016	0.795799338926884	CCL2
2.27368690866511	4.84041463113923	5.81094521238092	0.000314858464055235	0.0852877164685134	0.740379522339919	DPEP2
6.97315659489001	1.92345520128441	7.13782996082649	7.1614786263346e-05	0.0643745313721217	0.72907963376321	RAB13
3.17616933149158	4.15572334556823	5.79430271933606	0.000321207045781543	0.0852877164685134	0.681915997712591	GIPR
-2.29921149409465	6.29915575081093	-5.76661649346761	0.000332080328890641	0.0852877164685134	0.680412317673149	CSF1
-2.69240011035855	7.74675262370628	-5.76841910161921	0.000331360289974916	0.0852877164685134	0.677391711912684	EBP
-3.36817738210638	7.5004337792819	-5.70171822518397	0.000359176154653911	0.0863464560202035	0.599865388637003	RRM2
2.51438889396543	4.51704843528503	5.65807299416206	0.00037875126667053	0.0863464560202035	0.569232520317676	TPCN1
-2.03787549793302	7.8226675646861	-5.57604240411537	0.00041876649322816	0.0863464560202035	0.450441186903025	RBM3
4.25974511263738	4.30405734379236	5.61161070216096	0.000400876612879436	0.0863464560202035	0.449671830219297	IGFBP4
-2.03699655321093	9.94673101596351	-5.55666358444925	0.000428878304983404	0.0863464560202035	0.425880666843698	S100A11
2.31658484270369	5.3030967231613	5.54021185845272	0.000437671758597961	0.0863464560202035	0.414154977763889	UNKL
6.40830302190141	2.34613205039628	6.57122308377235	0.00013135294719804	0.0700004060096666	0.410469802520466	MDK
2.12805621058851	4.8084409740981	5.52545116727778	0.000445728725404025	0.0863464560202035	0.402784489108844	ATG2A
-2.09164778683248	10.256563295523	-5.53604003092005	0.000439932698338068	0.0863464560202035	0.399211508419952	CORO1A
6.38953324538149	1.82575832449265	6.53739040993271	0.000136357140984256	0.0700004060096666	0.394220773859257	MMP14
2.33558429750294	4.45360246816881	5.4770848910445	0.000473281787123577	0.0863464560202035	0.35809793914761	DAPK2
-2.16822735228602	7.83957991706908	-5.48973736483847	0.000465899166044894	0.0863464560202035	0.344787997984437	CD40LG
6.21576992319103	1.36059356846591	6.3941582915574	0.0001599858225033	0.0700004060096666	0.307309411643436	TMEM132A
2.25575338246902	4.84183716271992	5.42310548917375	0.000506240904878415	0.0863464560202035	0.280064970117595	ZBTB25
-2.38614511952757	5.68527340964007	-5.41364883963364	0.000512268141484638	0.0863464560202035	0.265687949379106	S1PR1
2.02753596122127	7.20369053824099	5.40831657998429	0.00051570108260432	0.0863464560202035	0.243598356958048	TNFAIP3
-2.34518100232149	8.26949828433053	-5.39515278334205	0.000524283693687693	0.0863464560202035	0.22826661906964	DBI
