"","Gene","SYMBOL","ENTREZID","KKU213c","KKU213c_V1","KKU213c_V2"
"5094","ENSG00000120915","EPHX2","2053",1.940177,3.166388,2.342016
"5095","ENSG00000120925","RNF170","81790",6.557945,7.02886,9.353974
"5096","ENSG00000120937","NPPB","4879",0,0.931897,0.110104
"5097","ENSG00000120942","UBIAD1","29914",16.62431,9.429572,11.094736
"5098","ENSG00000120948","TARDBP","23435",183.084435,122.307478,126.929276
"5099","ENSG00000120949","TNFRSF8","943",0.032542,0.021291,0.071021
"5101","ENSG00000120963","ZNF706","51123",122.580228,107.846756,124.887848
"5102","ENSG00000120992","LYPLA1","10434",51.933993,36.580039,37.421734
"5103","ENSG00000121005","CRISPLD1","83690",0.686823,0.796964,0.739101
"5104","ENSG00000121022","COPS5","10987",108.142612,85.491007,92.515257
"5105","ENSG00000121039","RDH10","157506",20.224486,21.639482,15.888426
"5107","ENSG00000121057","AKAP1","8165",18.537177,16.363379,20.057137
"5108","ENSG00000121058","COIL","8161",7.430744,5.255495,6.18274
"5109","ENSG00000121060","TRIM25","7706",29.651472,36.94573,37.309217
"5110","ENSG00000121064","SCPEP1","59342",4.882644,13.501324,14.66578
"5111","ENSG00000121067","SPOP","8405",32.597051,22.107493,26.48236
"5113","ENSG00000121073","SLC35B1","10237",81.711802,65.823336,84.019935
"5116","ENSG00000121101","TEX14","56155",0.013462,0.061074,0.064739
"5117","ENSG00000121104","FAM117A","81558",1.352446,2.655267,2.792646
"5118","ENSG00000121152","NCAPH","23397",69.231766,28.449488,28.353593
"5119","ENSG00000121207","LRAT","9227",0.220949,0.454608,0.558159
"5120","ENSG00000121210","TMEM131L","23240",3.636072,2.735695,2.300166
"5121","ENSG00000121211","MND1","84057",17.63758,6.000303,6.33492
"5122","ENSG00000121236","TRIM6","117854",30.710847,37.523198,42.980124
"5123","ENSG00000121270","ABCC11","85320",0.479766,0.525284,0.297222
"5124","ENSG00000121274","TENT4B","64282",18.562628,17.519904,17.832326
"5125","ENSG00000121281","ADCY7","113",38.887762,13.678139,22.734329
"5126","ENSG00000121289","CEP89","84902",12.726966,8.242466,9.23799
"5128","ENSG00000121310","ECHDC2","55268",10.410738,8.706121,7.68188
"5130","ENSG00000121316","PLBD1","79887",0.868081,0.658043,0.157027
"5133","ENSG00000121350","PYROXD1","79912",14.722478,13.404598,17.952979
"5134","ENSG00000121351","IAPP","3375",0.396652,0.437566,0.342153
"5139","ENSG00000121390","PSPC1","55269",75.366893,49.601853,49.755549
"5140","ENSG00000121406","ZNF549","256051",0.819662,1.274187,1.357237
"5142","ENSG00000121413","ZSCAN18","65982",0.055862,0.375077,0.673299
"5143","ENSG00000121417","ZNF211","10520",2.831222,4.590798,5.848382
"5146","ENSG00000121454","LHX4","89884",0.273303,0.724491,0.219033
"5147","ENSG00000121481","RNF2","6045",18.878581,24.745624,28.989191
"5148","ENSG00000121486","TRMT1L","81627",14.26492,14.308462,18.951412
"5149","ENSG00000121542","SEC22A","26984",20.522111,17.517091,19.562561
"5150","ENSG00000121552","CSTA","1475",58.51132,63.664455,69.353008
"5151","ENSG00000121570","DPPA4","55211",0.255439,0.249088,0.034951
"5152","ENSG00000121577","POPDC2","64091",0.115015,0.026949,0.171494
"5153","ENSG00000121578","B4GALT4","8702",11.940712,15.700933,18.396811
"5154","ENSG00000121579","NAA50","80218",234.999374,187.297123,202.0585
"5156","ENSG00000121621","KIF18A","81930",18.711784,13.819546,13.415396
"5158","ENSG00000121644","DESI2","51029",19.329218,16.268499,15.51
"5159","ENSG00000121653","MAPK8IP1","9479",2.108802,7.545347,8.652174
"5160","ENSG00000121671","CRY2","1408",4.590376,3.086633,2.760175
"5161","ENSG00000121680","PEX16","9409",24.168884,27.314765,33.177171
"5162","ENSG00000121690","DEPDC7","91614",12.612526,15.303807,16.327413
"5163","ENSG00000121691","CAT","847",23.467114,34.993677,37.126449
"5164","ENSG00000121716","PILRB","29990",33.930872,29.303867,29.387724
"5165","ENSG00000121741","ZMYM2","7750",18.134591,20.322896,23.218141
"5166","ENSG00000121742","GJB6","10804",0,0.325647,0.044153
"5167","ENSG00000121743","GJA3","2700",3.191146,2.849072,3.816768
"5168","ENSG00000121749","TBC1D15","64786",16.208356,15.682345,18.62565
"5169","ENSG00000121753","ADGRB2","576",0.291302,2.47802,2.468584
"5171","ENSG00000121766","ZCCHC17","51538",28.850188,36.317222,37.618789
"5173","ENSG00000121774","KHDRBS1","10657",109.896164,88.95893,91.042571
"5174","ENSG00000121775","TMEM39B","55116",14.021962,3.719264,4.572471
"5175","ENSG00000121797","CCRL2","9034",6.755811,6.670115,9.084619
"5177","ENSG00000121851","POLR3GL","84265",18.940693,30.176177,37.796277
"5179","ENSG00000121858","TNFSF10","8743",0.821783,2.724094,1.883787
"5180","ENSG00000121864","ZNF639","51193",36.768616,31.925082,32.079578
"5182","ENSG00000121879","PIK3CA","5290",9.867227,7.84418,8.363035
"5183","ENSG00000121892","PDS5A","23244",40.579785,28.707674,28.959658
"5184","ENSG00000121895","TMEM156","80008",21.828918,21.45513,25.644376
"5185","ENSG00000121897","LIAS","11019",10.219624,14.99559,19.073962
"5187","ENSG00000121900","TMEM54","113452",52.801893,43.620581,49.686402
"5188","ENSG00000121903","ZSCAN20","7579",1.056488,1.164687,1.673687
"5189","ENSG00000121904","CSMD2","114784",0.111473,0.084424,0
"5191","ENSG00000121931","LRIF1","55791",13.294799,18.056057,15.987486
"5193","ENSG00000121940","CLCC1","23155",22.667558,14.388189,16.394846
"5194","ENSG00000121957","GPSM2","29899",25.714648,30.411218,30.059699
"5195","ENSG00000121964","GTDC1","79712",10.76408,8.750333,7.919982
"5196","ENSG00000121966","CXCR4","7852",0.169932,0.835653,1.193316
"5197","ENSG00000121988","ZRANB3","84083",4.05507,2.18599,1.921373
"5198","ENSG00000121989","ACVR2A","92",1.750267,3.207263,4.520863
"5199","ENSG00000122008","POLK","51426",17.201687,18.567951,20.052045
"5202","ENSG00000122026","RPL21","6144",1363.535819,1135.889748,1309.122759
"5203","ENSG00000122033","MTIF3","219402",51.5926,58.770977,66.62395
"5204","ENSG00000122034","GTF3A","2971",229.418809,152.655353,173.894536
"5205","ENSG00000122035","RASL11A","387496",2.775576,3.475919,4.339289
"5206","ENSG00000122042","UBL3","5412",9.425857,13.987567,16.208742
"5207","ENSG00000122068","FYTTD1","84248",41.371504,57.210557,70.479587
"5208","ENSG00000122085","MTERF4","130916",14.469519,12.184985,14.722521
"5211","ENSG00000122126","OCRL","4952",20.857955,20.039929,21.015033
"5212","ENSG00000122133","PAEP","5047",0.246344,0.870383,0.924242
"5214","ENSG00000122140","MRPS2","51116",88.198334,56.341585,60.968327
"5216","ENSG00000122176","FMOD","2331",0,0.132064,0.0957
"5220","ENSG00000122203","KIAA1191","57179",55.726388,49.860759,52.203265
"5221","ENSG00000122218","COPA","1314",81.048029,92.510839,114.867151
"5225","ENSG00000122257","RBBP6","5930",21.207743,17.850658,19.559402
"5226","ENSG00000122299","ZC3H7A","29066",24.655079,19.820912,22.697508
"5228","ENSG00000122335","SERAC1","84947",3.997417,6.429976,6.962093
"5229","ENSG00000122359","ANXA11","311",123.251606,144.529847,157.940119
"5230","ENSG00000122367","LDB3","11155",0.024129,0,0.037641
"5231","ENSG00000122375","OPN4","94233",0,0.022367,0.023719
"5232","ENSG00000122376","SHLD2","54537",18.429559,9.036826,10.391027
"5233","ENSG00000122378","PRXL2A","84293",35.217179,41.073599,44.419904
"5234","ENSG00000122386","ZNF205","7755",6.07052,6.875635,8.87436
"5235","ENSG00000122390","NAA60","79903",17.885108,12.240324,12.820876
"5236","ENSG00000122406","RPL5","6125",1237.587586,1055.477627,1198.964062
"5237","ENSG00000122417","ODF2L","57489",17.896796,18.133799,15.388886
"5238","ENSG00000122420","PTGFR","5737",0.044692,0.156101,0.260032
"5239","ENSG00000122432","SPATA1","100505741",0.663045,1.702783,0.407089
"5240","ENSG00000122435","TRMT13","54482",6.943859,7.687538,9.175435
"5242","ENSG00000122481","RWDD3","25950",6.795476,10.113801,6.050642
"5243","ENSG00000122482","ZNF644","84146",16.437693,9.504396,13.773808
"5244","ENSG00000122483","CCDC18","343099",4.594225,4.643457,3.53891
"5245","ENSG00000122484","RPAP2","79871",14.172683,11.204595,11.871997
"5246","ENSG00000122490","SLC66A2","80148",11.673065,10.49132,9.24111
"5247","ENSG00000122507","BBS9","27241",2.700612,7.085821,8.567536
"5248","ENSG00000122512","PMS2","5395",10.716872,11.596542,13.031036
"5249","ENSG00000122515","ZMIZ2","83637",39.020855,52.818905,58.156563
"5251","ENSG00000122545","SEPTIN7","989",196.293137,172.919868,184.394444
"5252","ENSG00000122547","EEPD1","80820",8.061755,6.538599,6.005252
"5253","ENSG00000122550","KLHL7","55975",35.180023,38.911942,41.623534
"5254","ENSG00000122557","HERPUD2","64224",14.302974,12.997543,16.129938
"5255","ENSG00000122565","CBX3","11335",256.142402,190.491702,211.542813
"5256","ENSG00000122566","HNRNPA2B1","3181",866.114,724.908014,779.024469
"5257","ENSG00000122574","WIPF3","644150",0,0.049081,0.037217
"5260","ENSG00000122591","HYCC1","84668",36.232999,38.854239,39.905056
"5261","ENSG00000122592","HOXA7","3204",0.034417,0,0.027612
"5262","ENSG00000122641","INHBA","3624",146.340756,53.363901,51.381028
"5263","ENSG00000122642","FKBP9","11328",25.334211,19.133716,19.413063
"5264","ENSG00000122643","NT5C3A","51251",34.365251,36.69113,33.544208
"5265","ENSG00000122644","ARL4A","10124",20.071672,18.046092,21.748988
"5266","ENSG00000122674","CCZ1","51622",54.030699,53.139014,57.462076
"5267","ENSG00000122678","POLM","27434",9.022606,8.418941,9.426175
"5269","ENSG00000122687","MRM2","29960",44.437185,33.163173,34.500637
"5271","ENSG00000122692","SMU1","55234",10.686862,8.63681,8.848015
"5272","ENSG00000122694","GLIPR2","152007",0.342418,1.880152,1.558839
"5273","ENSG00000122696","SLC25A51","92014",14.21763,11.251914,15.281537
"5274","ENSG00000122705","CLTA","1211",215.068853,178.951577,181.509393
"5275","ENSG00000122707","RECK","8434",0.779973,1.944345,2.04822
"5278","ENSG00000122729","ACO1","48",19.724458,16.48123,20.038317
"5279","ENSG00000122733","PHF24","23349",0,0.00842,0.01785
"5280","ENSG00000122735","DNAI1","27019",0,0.272546,0.286554
"5281","ENSG00000122741","DCAF10","79269",8.733919,8.734068,10.389954
"5283","ENSG00000122778","KIAA1549","57670",6.084418,4.485972,5.18234
"5284","ENSG00000122779","TRIM24","8805",10.094175,10.681324,9.621322
"5285","ENSG00000122783","CYREN","78996",47.38117,39.583028,40.324843
"5286","ENSG00000122786","CALD1","800",67.995113,70.054643,69.837481
"5287","ENSG00000122787","AKR1D1","6718",0.030674,0.046669,0
"5288","ENSG00000122824","NUDT10","170685",0.517306,0.839611,1.317646
"5291","ENSG00000122861","PLAU","5328",238.961426,231.313427,267.897772
"5292","ENSG00000122862","SRGN","5552",0.126927,0.576389,0.356862
"5293","ENSG00000122863","CHST3","9469",0.978674,0.9729,1.082005
"5296","ENSG00000122873","CISD1","55847",82.925225,78.802144,89.810097
"5297","ENSG00000122877","EGR2","1959",0.211547,0.135497,0.30528
"5298","ENSG00000122882","ECD","11319",34.589395,31.007948,32.828621
"5299","ENSG00000122884","P4HA1","5033",32.707123,44.17583,43.337885
"5300","ENSG00000122912","SLC25A16","8034",18.785176,6.983514,6.942992
"5301","ENSG00000122952","ZWINT","11130",93.044667,46.10336,51.419758
"5302","ENSG00000122958","VPS26A","9559",61.498439,53.854097,59.647565
"5303","ENSG00000122965","RBM19","9904",43.108114,31.476288,34.705131
"5304","ENSG00000122966","CIT","11113",28.977703,9.202638,8.906044
"5305","ENSG00000122970","IFT81","28981",5.735129,7.063202,7.747419
"5306","ENSG00000122971","ACADS","35",8.637118,4.254858,4.063032
"5307","ENSG00000122986","HVCN1","84329",0.112839,0.079436,0.141452
"5309","ENSG00000123064","DDX54","79039",155.283567,76.297722,78.118341
"5310","ENSG00000123066","MED13L","23389",29.147124,26.69602,27.276793
"5311","ENSG00000123080","CDKN2C","1031",3.612689,4.29538,4.910748
"5312","ENSG00000123091","RNF11","26994",41.456463,56.905468,61.627418
"5313","ENSG00000123094","RASSF8","11228",18.01239,28.712635,25.932396
"5314","ENSG00000123095","BHLHE41","79365",2.138562,8.543078,8.377249
"5315","ENSG00000123096","SSPN","8082",0.148572,0.258392,0.300244
"5316","ENSG00000123104","ITPR2","3709",6.017288,7.007624,7.73944
"5317","ENSG00000123106","CCDC91","55297",36.462817,28.856577,35.150344
"5319","ENSG00000123124","WWP1","11059",27.825387,26.590319,31.763877
"5320","ENSG00000123130","ACOT9","23597",110.084614,62.00939,72.519932
"5321","ENSG00000123131","PRDX4","10549",278.126449,268.843211,307.261845
"5322","ENSG00000123136","DDX39A","10212",251.405792,163.384058,179.002248
"5323","ENSG00000123143","PKN1","5585",166.738913,144.865431,152.82421
"5324","ENSG00000123144","TRIR","79002",268.636364,218.050293,210.125387
"5325","ENSG00000123146","ADGRE5","976",54.462627,29.989615,31.639737
"5326","ENSG00000123154","WDR83","84292",11.662582,12.337902,13.597912
"5327","ENSG00000123159","GIPC1","10755",233.569577,279.3451,305.933008
"5329","ENSG00000123171","CCDC70","83446",0,0.306754,0.162807
"5330","ENSG00000123178","SPRYD7","57213",11.07535,12.378135,15.537167
"5331","ENSG00000123179","EBPL","84650",95.463116,73.422273,80.598994
"5332","ENSG00000123191","ATP7B","540",0.691257,3.636026,3.749892
"5333","ENSG00000123200","ZC3H13","23091",29.243717,26.976005,31.492136
"5334","ENSG00000123201","GUCY1B2","2974",0.219661,0.166181,0.264365
"5335","ENSG00000123213","NLN","57486",24.382411,16.496043,18.359606
"5336","ENSG00000123219","CENPK","64105",35.917079,16.035123,15.910827
"5337","ENSG00000123240","OPTN","10133",51.860253,41.988007,47.293146
"5338","ENSG00000123243","ITIH5","80760",0,0.22011,0.27947
"5339","ENSG00000123268","ATF1","466",41.852793,28.085986,26.059871
"5340","ENSG00000123297","TSFM","10102",39.725608,37.88203,39.461729
"5341","ENSG00000123307","NEUROD4","58158",0,0.024865,0.026359
"5343","ENSG00000123338","NCKAP1L","3071",0.036796,0.374972,0.321676
"5344","ENSG00000123342","MMP19","4327",0.306337,0.526024,0.262791
"5345","ENSG00000123349","PFDN5","5204",304.196184,312.294744,345.112893
"5346","ENSG00000123352","SPATS2","65244",42.498889,28.350544,28.75652
"5347","ENSG00000123353","ORMDL2","29095",73.954434,115.912166,142.604376
"5348","ENSG00000123358","NR4A1","3164",10.935662,6.737627,7.233623
"5350","ENSG00000123364","HOXC13","3229",0.112032,0.402491,0.426805
"5351","ENSG00000123374","CDK2","1017",56.941643,33.288914,29.517484
"5352","ENSG00000123384","LRP1","4035",1.848327,4.74779,5.824214
"5353","ENSG00000123388","HOXC11","3227",0.202177,0.330391,0.245588
"5354","ENSG00000123395","ATG101","60673",52.335425,58.016467,59.167634
"5355","ENSG00000123405","NFE2","4778",0.043206,0.261505,0.168838
"5357","ENSG00000123411","IKZF4","64375",3.412078,2.052033,1.21858
"5358","ENSG00000123415","SMUG1","23583",39.314562,44.892228,48.952852
"5359","ENSG00000123416","TUBA1B","10376",2159.904311,1149.838939,1227.209281
"5360","ENSG00000123427","EEF1AKMT3","25895",3.039778,3.406373,2.856706
"5361","ENSG00000123444","KBTBD4","55709",11.471273,9.501459,10.305024
"5363","ENSG00000123453","SARDH","1757",0.322164,0.045666,0.11529
"5365","ENSG00000123472","ATPAF1","64756",23.04441,14.199658,13.416372
"5366","ENSG00000123473","STIL","6491",18.529708,8.715792,7.83956
"5367","ENSG00000123485","HJURP","55355",36.889486,21.200661,18.297464
"5368","ENSG00000123496","IL13RA2","3598",1.089113,1.125413,1.968209
"5370","ENSG00000123505","AMD1","262",81.789949,69.944255,73.983672
"5371","ENSG00000123545","NDUFAF4","29078",64.394993,56.944514,62.045582
"5372","ENSG00000123552","USP45","85015",14.415887,7.937881,10.653215
"5375","ENSG00000123562","MORF4L2","9643",505.174644,617.429128,706.657194
"5376","ENSG00000123569","H2BW1","158983",0,0.499999,0.606972
"5377","ENSG00000123570","RAB9B","51209",0.087022,0.302704,0.320904
"5379","ENSG00000123575","FAM199X","139231",25.35245,26.464385,28.687852
"5383","ENSG00000123595","RAB9A","9367",40.828645,56.473313,65.810864
"5384","ENSG00000123600","METTL8","79828",20.710828,9.953269,12.075436
"5385","ENSG00000123607","TTC21B","79809",5.733922,3.231019,4.183911
"5386","ENSG00000123609","NMI","9111",17.277855,6.201386,7.927713
"5388","ENSG00000123612","ACVR1C","130399",0.863618,1.513868,1.467136
"5389","ENSG00000123636","BAZ2B","29994",8.769938,5.583059,7.139083
"5390","ENSG00000123643","SLC36A1","206358",23.037787,23.875115,25.838686
"5391","ENSG00000123684","LPGAT1","9926",11.500982,11.96641,11.752434
"5392","ENSG00000123685","BATF3","55509",0.99884,1.54001,1.070764
"5394","ENSG00000123700","KCNJ2","3759",0,0.09622,0.047454
"5395","ENSG00000123728","RAP2C","57826",10.800522,12.718646,12.200144
"5396","ENSG00000123737","EXOSC9","5393",35.828295,31.714276,34.322905
"5397","ENSG00000123739","PLA2G12A","81579",14.244646,25.196634,20.367128
"5398","ENSG00000123810","B9D2","80776",2.804177,1.446452,1.13166
"5399","ENSG00000123815","COQ8B","79934",22.441758,21.820292,22.783285
"5400","ENSG00000123836","PFKFB2","5208",13.307406,11.981551,11.691756
"5402","ENSG00000123843","C4BPB","725",0.533096,0.145082,0.399987
"5404","ENSG00000123892","RAB38","23682",39.304624,37.877812,39.400816
"5405","ENSG00000123901","GPR83","10888",0.060401,0.205529,0.133145
"5406","ENSG00000123908","AGO2","27161",40.405061,20.427953,21.126018
"5407","ENSG00000123933","MXD4","10608",6.353418,9.876502,8.522223
"5409","ENSG00000123975","CKS2","1164",316.192565,256.985248,270.786175
"5410","ENSG00000123977","DAW1","164781",0.774102,1.154434,1.280607
"5411","ENSG00000123983","ACSL3","2181",191.559356,237.208637,279.861509
"5412","ENSG00000123989","CHPF","79586",55.285387,74.576313,81.060111
"5413","ENSG00000123992","DNPEP","23549",56.175825,38.527133,36.542701
"5414","ENSG00000123999","INHA","3623",0.049936,0,0.080179
"5416","ENSG00000124006","OBSL1","23363",2.611474,1.610485,3.500129
"5418","ENSG00000124067","SLC12A4","6560",68.654162,57.916001,52.705178
"5419","ENSG00000124074","ENKD1","84080",12.354184,12.442313,15.726195
"5420","ENSG00000124089","MC3R","4159",0.218638,0.772358,1.054231
"5424","ENSG00000124098","FAM210B","116151",11.485016,19.982821,26.839304
"5425","ENSG00000124102","PI3","5266",29.077344,28.941555,24.829697
"5427","ENSG00000124104","SNX21","90203",3.275345,2.451777,3.763509
"5428","ENSG00000124107","SLPI","6590",245.661415,248.596594,279.022366
"5429","ENSG00000124116","WFDC3","140686",5.922122,7.097702,8.921874
"5430","ENSG00000124120","TTPAL","79183",14.823931,14.394592,15.856523
"5431","ENSG00000124126","PREX1","57580",0,0.169116,0.0917
"5432","ENSG00000124134","KCNS1","3787",1.604507,0.740832,0.591826
"5434","ENSG00000124143","ARHGAP40","343578",3.868067,2.922886,2.015686
"5435","ENSG00000124145","SDC4","6385",234.219165,245.027766,266.546551
"5436","ENSG00000124151","NCOA3","8202",18.487223,25.197081,29.388255
"5437","ENSG00000124155","PIGT","51604",89.337653,84.623273,97.251352
"5439","ENSG00000124159","MATN4","8785",0.209704,0.050388,0.213758
"5440","ENSG00000124160","NCOA5","57727",23.308153,11.516724,12.604505
"5441","ENSG00000124164","VAPB","9217",50.172236,43.724014,46.698428
"5442","ENSG00000124171","PARD6B","84612",5.468547,7.595585,6.740641
"5443","ENSG00000124172","ATP5F1E","514",67.519717,68.568742,72.700677
