"","Gene","SYMBOL","ENTREZID","KKU055","KKU055_V1","KKU055_V2"
"10653","ENSG00000162426","SLC45A1","50651",0.730595,2.359081,3.183338
"10654","ENSG00000162430","SELENON","57190",13.528707,14.086419,12.571288
"10655","ENSG00000162433","AK4","205",27.156535,39.50511,39.605523
"10656","ENSG00000162434","JAK1","3716",36.500786,43.494396,46.367928
"10657","ENSG00000162437","RAVER2","55225",12.141997,11.865149,11.820656
"10658","ENSG00000162438","CTRC","11330",0.139571,1.035997,0.093602
"10659","ENSG00000162441","LZIC","84328",36.746034,36.148485,36.691634
"10660","ENSG00000162444","RBP7","116362",18.15549,77.546368,64.000233
"10662","ENSG00000162458","FBLIM1","54751",8.994942,16.282261,13.826218
"10664","ENSG00000162461","SLC25A34","284723",0.073892,0.370226,0.257667
"10665","ENSG00000162482","AKR7A3","22977",0.969322,0.36984,0.371266
"10666","ENSG00000162490","DRAXIN","374946",0.104464,0.228281,0.244626
"10669","ENSG00000162496","DHRS3","9249",4.811259,4.390432,4.462423
"10670","ENSG00000162510","MATN1","4146",0.116062,0.198,0.123783
"10672","ENSG00000162512","SDC3","9672",17.131124,15.454559,13.847895
"10673","ENSG00000162517","PEF1","553115",64.587048,55.321087,55.438379
"10674","ENSG00000162520","SYNC","81493",0.128445,0.584708,0.854639
"10675","ENSG00000162521","RBBP4","5928",343.528413,286.537838,267.773526
"10676","ENSG00000162522","NHSL3","57648",5.07619,15.192538,15.360979
"10677","ENSG00000162526","TSSK3","81629",0.760532,0.844748,1.675762
"10678","ENSG00000162542","TMCO4","255104",8.966002,9.663622,9.708847
"10679","ENSG00000162543","UBXN10","127733",0.151977,0.190419,0.132522
"10680","ENSG00000162545","CAMK2N1","55450",0.323059,3.422204,2.846101
"10681","ENSG00000162551","ALPL","249",0.139525,0.301069,0
"10682","ENSG00000162552","WNT4","54361",0.056236,0.075147,0.140838
"10684","ENSG00000162572","SCNN1D","6339",3.935289,5.644137,3.837885
"10685","ENSG00000162576","MXRA8","54587",0.703713,2.181624,1.183737
"10686","ENSG00000162585","FAAP20","199990",71.434659,87.76656,75.720228
"10687","ENSG00000162591","MEGF6","1953",1.790066,2.267526,2.752063
"10688","ENSG00000162592","CCDC27","148870",0.027675,0.027731,0
"10689","ENSG00000162594","IL23R","149233",0.034418,0.025501,0
"10690","ENSG00000162595","DIRAS3","9077",8.995209,20.737967,22.071626
"10692","ENSG00000162599","NFIA","4774",7.351855,11.202367,7.283256
"10693","ENSG00000162600","OMA1","115209",21.000574,20.254967,22.527412
"10694","ENSG00000162601","MYSM1","114803",15.981285,15.060633,14.411694
"10695","ENSG00000162604","TM2D1","83941",91.619537,100.965495,96.720113
"10696","ENSG00000162607","USP1","7398",75.94292,55.993707,56.400751
"10697","ENSG00000162613","FUBP1","8880",137.157828,120.941823,120.100024
"10698","ENSG00000162614","NEXN","91624",15.519128,10.469831,8.940298
"10699","ENSG00000162616","DNAJB4","11080",13.949133,24.559216,22.573363
"10700","ENSG00000162618","ADGRL4","64123",0,0.020609,0.214759
"10701","ENSG00000162620","LRRIQ3","127255",0.757545,1.123198,0.982654
"10703","ENSG00000162623","TYW3","127253",30.33567,22.464425,23.613059
"10705","ENSG00000162627","SNX7","51375",85.656361,94.413881,89.29016
"10708","ENSG00000162636","EEIG2","284611",7.107534,11.013257,10.496049
"10709","ENSG00000162639","HENMT1","113802",43.184405,38.952486,38.216017
"10710","ENSG00000162641","AKNAD1","254268",0.221188,1.395862,1.327781
"10711","ENSG00000162642","C1orf52","148423",30.026187,41.787668,42.297253
"10712","ENSG00000162643","DNAI3","126820",0.102183,1.889929,0.770466
"10713","ENSG00000162645","GBP2","2634",3.805219,4.226073,3.917162
"10714","ENSG00000162650","ATXN7L2","127002",9.244986,5.583561,4.765903
"10715","ENSG00000162654","GBP4","115361",0.791207,1.150546,0.916117
"10716","ENSG00000162664","ZNF326","284695",33.507062,24.16361,22.844268
"10717","ENSG00000162669","HFM1","164045",1.087219,1.618287,0.790961
"10719","ENSG00000162676","GFI1","2672",0.936909,3.617613,3.11293
"10721","ENSG00000162687","KCNT2","343450",0.22556,0.519744,0.727857
"10722","ENSG00000162688","AGL","178",9.587637,11.396905,10.386026
"10723","ENSG00000162692","VCAM1","7412",2.022364,4.291262,4.499647
"10724","ENSG00000162694","EXTL2","2135",26.934887,45.046805,35.041877
"10725","ENSG00000162695","SLC30A7","148867",13.264976,17.358746,19.362131
"10727","ENSG00000162702","ZNF281","23528",14.196476,16.604207,16.401825
"10728","ENSG00000162704","ARPC5","10092",142.837623,141.383451,148.120443
"10731","ENSG00000162714","ZNF496","84838",28.359171,17.795739,16.683582
"10736","ENSG00000162729","IGSF8","93185",24.076129,43.064253,41.065306
"10737","ENSG00000162733","DDR2","4921",0.353603,1.062388,0.366768
"10738","ENSG00000162734","PEA15","8682",101.873567,90.252271,89.7711
"10739","ENSG00000162735","PEX19","5824",57.715394,45.43589,48.623323
"10740","ENSG00000162736","NCSTN","23385",49.981411,34.055033,33.609648
"10741","ENSG00000162738","VANGL2","57216",4.024803,3.645863,2.610846
"10743","ENSG00000162745","OLFML2B","25903",0.138948,0.394514,0.782709
"10744","ENSG00000162746","FCRLB","127943",0.426277,0.970489,1.457723
"10747","ENSG00000162755","KLHDC9","126823",5.875704,6.902027,8.149261
"10748","ENSG00000162757","C1orf74","148304",2.218946,2.528706,2.42206
"10751","ENSG00000162769","FLVCR1","28982",17.399138,11.937681,12.992987
"10753","ENSG00000162772","ATF3","467",13.616791,17.763574,13.106039
"10754","ENSG00000162775","RBM15","64783",10.120591,10.55373,10.846181
"10755","ENSG00000162777","DENND2D","79961",3.575444,3.52452,2.785575
"10756","ENSG00000162779","AXDND1","126859",0.278882,1.406206,0.400097
"10757","ENSG00000162782","TDRD5","163589",1.183728,0.712669,0.862818
"10758","ENSG00000162783","IER5","51278",7.786208,13.223468,13.960755
"10759","ENSG00000162804","SNED1","25992",0.078399,0.293978,0.406924
"10760","ENSG00000162813","BPNT1","10380",46.708776,67.093831,70.033922
"10761","ENSG00000162814","SPATA17","128153",0.877868,1.102406,0.940388
"10762","ENSG00000162817","C1orf115","79762",3.984138,9.629464,9.63602
"10763","ENSG00000162819","BROX","148362",25.582118,24.246961,23.989908
"10764","ENSG00000162825","NBPF20","100288142",15.461252,16.103569,14.981166
"10765","ENSG00000162836","ACP6","51205",27.994646,25.683833,27.275604
"10768","ENSG00000162851","TFB2M","64216",33.758153,26.527664,26.120843
"10769","ENSG00000162852","CNST","163882",11.719513,8.546739,9.404735
"10770","ENSG00000162869","PPP1R21","129285",11.72157,16.88038,12.398619
"10771","ENSG00000162873","KLHDC8A","55220",0,1.486184,0.040499
"10773","ENSG00000162878","PKDCC","91461",6.758274,8.668801,3.508461
"10774","ENSG00000162881","OXER1","165140",1.144455,0.573147,0.460283
"10775","ENSG00000162882","HAAO","23498",7.167484,4.321726,2.020204
"10776","ENSG00000162885","B3GALNT2","148789",28.758508,25.596836,23.952855
"10777","ENSG00000162889","MAPKAPK2","9261",40.403146,40.839141,39.050284
"10780","ENSG00000162894","FCMR","9214",0.206413,0.119128,0.331641
"10781","ENSG00000162896","PIGR","5284",0,0.033528,0.02421
"10783","ENSG00000162909","CAPN2","824",37.213981,42.266554,40.153984
"10784","ENSG00000162910","MRPL55","128308",92.623963,95.866332,94.334908
"10785","ENSG00000162923","WDR26","80232",58.781178,61.581803,57.521609
"10786","ENSG00000162924","REL","5966",17.150124,21.35991,20.231294
"10787","ENSG00000162927","PUS10","150962",5.497216,3.069393,3.657314
"10788","ENSG00000162928","PEX13","5194",29.805457,36.889449,33.019955
"10789","ENSG00000162929","SANBR","84542",12.529723,17.313877,18.206731
"10790","ENSG00000162931","TRIM17","51127",0,0.09115,0.067725
"10791","ENSG00000162944","RFTN2","130132",0.03625,0.036336,0.009726
"10792","ENSG00000162946","DISC1","27185",0.269833,0.782434,1.507084
"10795","ENSG00000162959","MEMO1","51072",62.190095,39.90197,46.45338
"10796","ENSG00000162961","DPY30","84661",66.507164,62.704957,59.428116
"10797","ENSG00000162971","TYW5","129450",5.630057,5.384518,6.545414
"10798","ENSG00000162972","MAIP1","79568",24.106887,19.244162,24.941929
"10799","ENSG00000162975","KCNF1","3754",0.132202,0.066225,0.026591
"10800","ENSG00000162976","SLC66A3","130814",9.486638,12.413234,13.314268
"10801","ENSG00000162980","ARL5A","26225",29.605963,25.889416,24.265036
"10802","ENSG00000162981","LRATD1","151354",0.388056,1.396716,1.979172
"10803","ENSG00000162989","KCNJ3","3760",0.015771,0.155733,0.238745
"10805","ENSG00000162994","CLHC1","130162",4.636825,2.862272,5.624104
"10806","ENSG00000162997","PRORSD1P","344405",0.318547,0.354582,0.502874
"10807","ENSG00000162998","FRZB","2487",0.277704,0.997203,0.744925
"10808","ENSG00000162999","DUSP19","142679",0.887058,1.288919,1.854984
"10809","ENSG00000163001","CFAP36","112942",54.597009,48.348444,57.019579
"10810","ENSG00000163002","NUP35","129401",13.902759,10.856071,10.738479
"10811","ENSG00000163006","CCDC138","165055",9.294609,5.853341,6.588136
"10813","ENSG00000163013","FBXO41","150726",6.486451,8.792637,7.077833
"10816","ENSG00000163026","WDCP","80304",9.221248,9.093961,9.257595
"10817","ENSG00000163029","SMC6","79677",21.991198,18.257569,16.648168
"10818","ENSG00000163032","VSNL1","7447",4.613503,4.50987,5.138378
"10819","ENSG00000163040","CCDC74A","90557",15.043746,23.908704,22.46482
"10820","ENSG00000163041","H3-3A","3020",697.29089,619.863746,632.329949
"10822","ENSG00000163050","COQ8A","56997",11.706574,10.773304,9.193999
"10823","ENSG00000163053","SLC16A14","151473",8.860468,7.300747,5.684199
"10824","ENSG00000163060","TEKT4","150483",0.66411,0.447341,0.501818
"10825","ENSG00000163064","EN1","2019",0.183208,0.244749,0.245683
"10826","ENSG00000163069","SGCB","6443",25.54234,25.796415,26.563857
"10827","ENSG00000163071","SPATA18","132671",1.051007,0.602765,1.061126
"10829","ENSG00000163075","CFAP221","200373",0.537052,1.01745,1.064321
"10831","ENSG00000163082","SGPP2","130367",11.662166,14.377683,16.027092
"10832","ENSG00000163083","INHBB","3625",0,0.662975,0.220302
"10834","ENSG00000163093","BBS5","129880",6.8097,8.099772,7.32699
"10836","ENSG00000163104","SMARCAD1","56916",17.29117,13.331283,12.958302
"10838","ENSG00000163110","PDLIM5","10611",12.261965,22.55102,17.261399
"10841","ENSG00000163121","NEURL3","93082",0.166948,0,0.358012
"10842","ENSG00000163125","RPRD2","23248",19.24112,15.752447,14.598105
"10843","ENSG00000163126","ANKRD23","200539",1.932151,4.695777,3.076912
"10844","ENSG00000163131","CTSS","1520",3.558289,4.138955,2.926288
"10845","ENSG00000163132","MSX1","4487",31.121754,41.006864,42.047025
"10846","ENSG00000163138","PACRGL","133015",23.536079,28.201169,26.995892
"10847","ENSG00000163141","BNIPL","149428",0.434086,0.519602,0.159401
"10850","ENSG00000163155","LYSMD1","388695",6.782632,8.248558,5.609155
"10853","ENSG00000163159","VPS72","6944",84.90261,72.024806,64.724439
"10854","ENSG00000163161","ERCC3","2071",46.416459,43.661984,38.279719
"10855","ENSG00000163162","RNF149","284996",17.587901,18.060596,19.463175
"10856","ENSG00000163166","IWS1","55677",35.518557,34.8789,36.315646
"10857","ENSG00000163170","BOLA3","388962",56.895845,59.783737,59.869975
"10858","ENSG00000163171","CDC42EP3","10602",19.625256,20.151426,19.62503
"10859","ENSG00000163191","S100A11","6282",1109.625095,1139.362124,1082.439964
"10864","ENSG00000163214","DHX57","90957",14.161706,13.921517,15.802421
